query_id,session_day,template_id,organic_count
1168,8,list_v4,10
1169,7,feature_stack,7
1170,4,list_v4,10
1171,4,list_v4,10
1172,6,list_v4,10
1173,5,grid_two_col,10
1174,6,list_v4,10
1175,8,grid_two_col,10
1176,5,list_v4,10
1177,3,feature_stack,7
1178,9,feature_stack,7
1179,1,feature_stack,7
1180,2,grid_two_col,10
1181,6,grid_two_col,10
1182,7,feature_stack,7
1183,7,grid_two_col,10
1184,6,feature_stack,7
1185,3,list_v4,10
1186,3,list_v4,10
1187,6,list_v4,10
1188,1,grid_two_col,10
1189,9,feature_stack,7
1190,2,grid_two_col,10
1191,5,feature_stack,7
1192,9,grid_two_col,10
1193,3,list_v4,10
1194,3,grid_two_col,10
1195,3,list_v4,10
1196,1,feature_stack,7
1197,4,grid_two_col,10
1198,8,list_v4,10
1199,1,grid_two_col,10
1200,2,feature_stack,7
1201,7,grid_two_col,10
1202,9,list_v4,10
1203,3,list_v4,10
1204,9,grid_two_col,10
1205,2,list_v4,10
1206,7,grid_two_col,10
1207,5,feature_stack,7
1208,3,list_v4,10
1209,2,feature_stack,7
1210,4,grid_two_col,10
1211,6,feature_stack,7
1212,2,grid_two_col,10
1213,6,grid_two_col,10
1214,1,list_v4,10
1215,7,grid_two_col,10
1216,3,list_v4,10
1217,8,feature_stack,7
1218,5,grid_two_col,10
1219,10,list_v4,10
1220,8,list_v4,10
1221,10,feature_stack,7
1222,5,list_v4,10
1223,4,list_v4,10
1224,1,grid_two_col,10
1225,8,list_v4,10
1226,10,list_v4,10
1227,6,list_v4,10
1228,8,list_v4,10
1229,10,grid_two_col,10
1230,7,list_v4,10
1231,3,grid_two_col,10
1232,7,list_v4,10
1233,6,feature_stack,7
1234,1,grid_two_col,10
1235,3,list_v4,10
1236,2,grid_two_col,10
1237,7,grid_two_col,10
1238,6,list_v4,10
1239,2,feature_stack,7
1240,9,list_v4,10
1241,1,grid_two_col,10
1242,5,list_v4,10
1243,5,list_v4,10
1244,1,feature_stack,7
1245,1,list_v4,10
1246,9,list_v4,10
1247,10,grid_two_col,10
1248,1,list_v4,10
1249,9,grid_two_col,10
1250,5,grid_two_col,10
1251,8,feature_stack,7
1252,6,grid_two_col,10
1253,10,feature_stack,7
1254,6,feature_stack,7
1255,4,feature_stack,7
1256,8,list_v4,10
1257,6,list_v4,10
1258,3,feature_stack,7
1259,6,feature_stack,7
1260,3,feature_stack,7
1261,9,list_v4,10
1262,1,list_v4,10
1263,1,list_v4,10
1264,5,list_v4,10
1265,5,grid_two_col,10
1266,10,list_v4,10
1267,4,list_v4,10
1268,4,list_v4,10
1269,10,list_v4,10
1270,9,grid_two_col,10
1271,4,list_v4,10
1272,4,list_v4,10
1273,8,list_v4,10
1274,10,grid_two_col,10
1275,4,feature_stack,7
1276,4,list_v4,10
1277,9,feature_stack,7
1278,9,list_v4,10
1279,3,grid_two_col,10
1280,8,list_v4,10
1281,6,grid_two_col,10
1282,2,grid_two_col,10
1283,5,list_v4,10
1284,9,list_v4,10
1285,4,grid_two_col,10
1286,9,feature_stack,7
1287,7,feature_stack,7
1288,5,feature_stack,7
1289,1,list_v4,10
1290,2,grid_two_col,10
1291,2,feature_stack,7
1292,4,feature_stack,7
1293,10,feature_stack,7
1294,1,grid_two_col,10
1295,3,list_v4,10
1296,3,grid_two_col,10
1297,7,list_v4,10
1298,6,feature_stack,7
1299,10,feature_stack,7
1300,1,list_v4,10
1301,9,feature_stack,7
1302,3,grid_two_col,10
1303,2,list_v4,10
1304,3,feature_stack,7
1305,10,feature_stack,7
1306,10,grid_two_col,10
1307,7,feature_stack,7
1308,7,feature_stack,7
1309,6,list_v4,10
1310,2,grid_two_col,10
1311,8,list_v4,10
1312,4,feature_stack,7
1313,8,feature_stack,7
1314,10,grid_two_col,10
1315,9,list_v4,10
1316,4,feature_stack,7
1317,3,grid_two_col,10
1318,4,grid_two_col,10
1319,9,list_v4,10
1320,2,feature_stack,7
1321,10,grid_two_col,10
1322,9,feature_stack,7
1323,10,feature_stack,7
1324,9,list_v4,10
1325,1,list_v4,10
1326,10,grid_two_col,10
1327,10,list_v4,10
1328,2,feature_stack,7
1329,10,feature_stack,7
1330,9,grid_two_col,10
1331,7,grid_two_col,10
1332,9,grid_two_col,10
1333,7,list_v4,10
1334,3,list_v4,10
1335,5,list_v4,10
1336,10,feature_stack,7
1337,7,grid_two_col,10
1338,6,grid_two_col,10
1339,6,list_v4,10
1340,7,grid_two_col,10
1341,6,grid_two_col,10
1342,1,list_v4,10
1343,3,feature_stack,7
1344,6,feature_stack,7
1345,9,grid_two_col,10
1346,8,feature_stack,7
1347,2,list_v4,10
1348,1,list_v4,10
1349,9,grid_two_col,10
1350,4,list_v4,10
1351,10,grid_two_col,10
1352,9,list_v4,10
1353,1,list_v4,10
1354,9,feature_stack,7
1355,5,list_v4,10
1356,4,list_v4,10
1357,8,list_v4,10
1358,5,feature_stack,7
1359,4,grid_two_col,10
1360,6,list_v4,10
1361,3,list_v4,10
1362,9,grid_two_col,10
1363,7,grid_two_col,10
1364,9,grid_two_col,10
1365,7,grid_two_col,10
1366,3,grid_two_col,10
1367,3,grid_two_col,10
1368,5,feature_stack,7
1369,9,feature_stack,7
1370,8,list_v4,10
1371,9,list_v4,10
1372,1,feature_stack,7
1373,8,list_v4,10
1374,2,list_v4,10
1375,2,grid_two_col,10
1376,7,list_v4,10
1377,6,feature_stack,7
1378,3,grid_two_col,10
1379,8,list_v4,10
1380,9,feature_stack,7
1381,10,list_v4,10
1382,2,list_v4,10
1383,3,list_v4,10
1384,9,grid_two_col,10
1385,2,list_v4,10
1386,5,feature_stack,7
1387,2,list_v4,10
1388,10,list_v4,10
1389,4,list_v4,10
1390,8,grid_two_col,10
1391,9,feature_stack,7
1392,7,list_v4,10
1393,10,list_v4,10
1394,6,feature_stack,7
1395,2,grid_two_col,10
1396,2,feature_stack,7
1397,7,feature_stack,7
1398,1,grid_two_col,10
1399,9,grid_two_col,10
1400,1,feature_stack,7
1401,6,list_v4,10
1402,2,grid_two_col,10
1403,9,grid_two_col,10
1404,1,list_v4,10
1405,8,grid_two_col,10
1406,8,list_v4,10
1407,4,grid_two_col,10
1408,9,grid_two_col,10
1409,7,list_v4,10
1410,7,feature_stack,7
1411,3,list_v4,10
1412,6,list_v4,10
1413,8,grid_two_col,10
1414,8,feature_stack,7
1415,3,list_v4,10
1416,9,list_v4,10
1417,9,grid_two_col,10
1418,5,feature_stack,7
1419,1,grid_two_col,10
1420,2,feature_stack,7
1421,1,list_v4,10
1422,4,list_v4,10
1423,6,list_v4,10
1424,2,feature_stack,7
1425,3,list_v4,10
1426,8,list_v4,10
1427,1,feature_stack,7
1428,7,feature_stack,7
1429,9,grid_two_col,10
1430,6,feature_stack,7
1431,7,grid_two_col,10
1432,7,feature_stack,7
1433,5,feature_stack,7
1434,7,list_v4,10
1435,9,grid_two_col,10
1436,4,feature_stack,7
1437,8,feature_stack,7
1438,5,list_v4,10
1439,3,grid_two_col,10
1440,8,feature_stack,7
1441,3,grid_two_col,10
1442,2,feature_stack,7
1443,9,feature_stack,7
1444,2,grid_two_col,10
1445,8,list_v4,10
1446,2,grid_two_col,10
1447,3,grid_two_col,10
1448,1,list_v4,10
1449,6,grid_two_col,10
1450,1,list_v4,10
1451,1,grid_two_col,10
1452,10,feature_stack,7
1453,9,grid_two_col,10
1454,7,feature_stack,7
1455,1,list_v4,10
1456,1,grid_two_col,10
1457,8,list_v4,10
1458,9,grid_two_col,10
1459,1,list_v4,10
1460,2,grid_two_col,10
1461,3,grid_two_col,10
1462,6,list_v4,10
1463,1,feature_stack,7
1464,3,grid_two_col,10
1465,10,list_v4,10
1466,9,feature_stack,7
1467,8,feature_stack,7
1468,4,feature_stack,7
1469,3,grid_two_col,10
1470,7,list_v4,10
1471,7,grid_two_col,10
1472,10,feature_stack,7
1473,3,grid_two_col,10
1474,6,grid_two_col,10
1475,4,feature_stack,7
1476,1,grid_two_col,10
1477,8,feature_stack,7
1478,6,feature_stack,7
1479,5,list_v4,10
1480,6,grid_two_col,10
1481,1,list_v4,10
1482,4,feature_stack,7
1483,8,grid_two_col,10
1484,1,grid_two_col,10
1485,4,list_v4,10
1486,2,grid_two_col,10
1487,10,feature_stack,7
1488,3,grid_two_col,10
1489,6,list_v4,10
1490,3,list_v4,10
1491,10,list_v4,10
1492,8,feature_stack,7
1493,7,feature_stack,7
1494,7,feature_stack,7
1495,3,feature_stack,7
1496,7,list_v4,10
1497,3,grid_two_col,10
1498,8,list_v4,10
1499,2,list_v4,10
1500,5,list_v4,10
1501,10,feature_stack,7
1502,5,grid_two_col,10
1503,6,grid_two_col,10
1504,4,feature_stack,7
1505,8,list_v4,10
1506,3,grid_two_col,10
1507,2,feature_stack,7
1508,6,list_v4,10
1509,5,list_v4,10
1510,8,feature_stack,7
1511,6,feature_stack,7
1512,9,list_v4,10
1513,4,list_v4,10
1514,7,list_v4,10
1515,8,feature_stack,7
1516,1,grid_two_col,10
1517,10,list_v4,10
1518,2,feature_stack,7
1519,1,list_v4,10
1520,6,list_v4,10
1521,2,grid_two_col,10
1522,7,list_v4,10
1523,9,grid_two_col,10
1524,4,list_v4,10
1525,2,grid_two_col,10
1526,8,list_v4,10
1527,7,list_v4,10
1528,4,list_v4,10
1529,9,feature_stack,7
1530,3,grid_two_col,10
1531,7,list_v4,10
1532,1,feature_stack,7
1533,5,grid_two_col,10
1534,5,list_v4,10
1535,2,feature_stack,7
1536,4,list_v4,10
1537,1,grid_two_col,10
1538,6,list_v4,10
1539,1,list_v4,10
1540,7,feature_stack,7
1541,9,list_v4,10
1542,1,feature_stack,7
1543,7,list_v4,10
1544,5,list_v4,10
1545,7,grid_two_col,10
1546,10,list_v4,10
1547,10,grid_two_col,10
1548,4,list_v4,10
1549,6,feature_stack,7
1550,9,list_v4,10
1551,8,grid_two_col,10
1552,6,feature_stack,7
1553,7,list_v4,10
1554,3,feature_stack,7
1555,4,grid_two_col,10
1556,6,list_v4,10
1557,5,list_v4,10
1558,2,grid_two_col,10
1559,2,list_v4,10
1560,5,list_v4,10
1561,9,list_v4,10
1562,10,list_v4,10
1563,9,grid_two_col,10
1564,2,list_v4,10
1565,9,grid_two_col,10
1566,3,list_v4,10
1567,10,list_v4,10
1568,9,list_v4,10
1569,8,list_v4,10
1570,5,feature_stack,7
1571,8,list_v4,10
1572,10,list_v4,10
1573,9,feature_stack,7
1574,5,feature_stack,7
1575,7,list_v4,10
1576,1,feature_stack,7
1577,10,feature_stack,7
1578,1,grid_two_col,10
1579,1,list_v4,10
1580,4,list_v4,10
1581,8,list_v4,10
1582,4,feature_stack,7
1583,10,list_v4,10
1584,5,feature_stack,7
1585,4,grid_two_col,10
1586,10,feature_stack,7
1587,10,feature_stack,7
1588,3,grid_two_col,10
1589,5,feature_stack,7
1590,10,list_v4,10
1591,4,grid_two_col,10
1592,2,feature_stack,7
1593,2,list_v4,10
1594,7,grid_two_col,10
1595,2,feature_stack,7
1596,6,feature_stack,7
1597,8,feature_stack,7
1598,1,list_v4,10
1599,7,grid_two_col,10
1600,7,feature_stack,7
1601,7,list_v4,10
1602,10,grid_two_col,10
1603,2,list_v4,10
1604,7,list_v4,10
1605,8,list_v4,10
1606,9,feature_stack,7
1607,1,feature_stack,7
1608,1,feature_stack,7
1609,8,list_v4,10
1610,7,feature_stack,7
1611,8,feature_stack,7
1612,8,grid_two_col,10
1613,3,feature_stack,7
1614,8,grid_two_col,10
1615,4,list_v4,10
1616,6,feature_stack,7
1617,7,list_v4,10
1618,1,grid_two_col,10
1619,5,list_v4,10
1620,3,list_v4,10
1621,2,list_v4,10
1622,8,list_v4,10
1623,2,feature_stack,7
1624,2,list_v4,10
1625,5,list_v4,10
1626,9,feature_stack,7
1627,4,grid_two_col,10
1628,1,list_v4,10
1629,10,grid_two_col,10
1630,4,list_v4,10
1631,4,list_v4,10
1632,2,list_v4,10
1633,2,feature_stack,7
1634,7,feature_stack,7
1635,3,feature_stack,7
1636,9,grid_two_col,10
1637,2,grid_two_col,10
1638,2,list_v4,10
1639,7,grid_two_col,10
1640,6,feature_stack,7
1641,9,grid_two_col,10
1642,2,list_v4,10
1643,4,grid_two_col,10
1644,9,feature_stack,7
1645,5,list_v4,10
1646,8,grid_two_col,10
1647,3,grid_two_col,10
1648,9,list_v4,10
1649,2,list_v4,10
1650,8,feature_stack,7
1651,10,grid_two_col,10
1652,5,feature_stack,7
1653,2,feature_stack,7
1654,2,grid_two_col,10
1655,4,grid_two_col,10
1656,10,grid_two_col,10
1657,4,feature_stack,7
1658,5,list_v4,10
1659,5,list_v4,10
1660,10,feature_stack,7
1661,5,list_v4,10
1662,8,list_v4,10
1663,5,list_v4,10
1664,1,feature_stack,7
1665,4,list_v4,10
1666,6,list_v4,10
1667,8,list_v4,10
1668,1,feature_stack,7
1669,6,list_v4,10
1670,6,list_v4,10
1671,6,grid_two_col,10
1672,9,grid_two_col,10
1673,3,list_v4,10
1674,4,grid_two_col,10
1675,1,list_v4,10
1676,1,list_v4,10
1677,4,list_v4,10
1678,9,feature_stack,7
1679,7,grid_two_col,10
1680,10,grid_two_col,10
1681,1,grid_two_col,10
1682,5,grid_two_col,10
1683,8,list_v4,10
1684,3,list_v4,10
1685,4,list_v4,10
1686,10,feature_stack,7
1687,5,list_v4,10
1688,4,grid_two_col,10
1689,10,list_v4,10
1690,3,list_v4,10
1691,2,list_v4,10
1692,3,list_v4,10
1693,2,list_v4,10
1694,8,list_v4,10
1695,7,list_v4,10
1696,8,list_v4,10
1697,9,list_v4,10
1698,4,list_v4,10
1699,9,list_v4,10
1700,8,list_v4,10
1701,2,feature_stack,7
1702,9,list_v4,10
1703,6,list_v4,10
1704,2,feature_stack,7
1705,4,list_v4,10
1706,8,grid_two_col,10
1707,8,feature_stack,7
1708,7,list_v4,10
1709,1,list_v4,10
1710,2,list_v4,10
1711,6,feature_stack,7
1712,9,list_v4,10
1713,5,grid_two_col,10
1714,4,list_v4,10
1715,9,list_v4,10
1716,4,grid_two_col,10
1717,5,grid_two_col,10
1718,7,grid_two_col,10
1719,6,list_v4,10
1720,6,feature_stack,7
1721,9,list_v4,10
1722,4,list_v4,10
1723,7,list_v4,10
1724,9,list_v4,10
1725,5,list_v4,10
1726,9,feature_stack,7
1727,5,list_v4,10
1728,7,feature_stack,7
1729,3,feature_stack,7
1730,2,list_v4,10
1731,4,list_v4,10
1732,8,feature_stack,7
1733,9,list_v4,10
1734,6,list_v4,10
1735,8,feature_stack,7
1736,5,grid_two_col,10
1737,3,list_v4,10
1738,6,feature_stack,7
1739,6,grid_two_col,10
1740,9,list_v4,10
1741,2,list_v4,10
1742,9,grid_two_col,10
1743,6,list_v4,10
1744,3,list_v4,10
1745,3,list_v4,10
1746,1,grid_two_col,10
1747,7,feature_stack,7
1748,4,list_v4,10
1749,6,feature_stack,7
1750,8,feature_stack,7
1751,2,list_v4,10
1752,8,grid_two_col,10
1753,8,feature_stack,7
1754,3,grid_two_col,10
1755,4,grid_two_col,10
1756,2,feature_stack,7
1757,3,list_v4,10
1758,4,list_v4,10
1759,10,list_v4,10
1760,5,list_v4,10
1761,8,list_v4,10
1762,3,grid_two_col,10
1763,4,grid_two_col,10
1764,10,list_v4,10
1765,5,grid_two_col,10
1766,10,list_v4,10
1767,4,grid_two_col,10
1768,3,grid_two_col,10
1769,3,list_v4,10
1770,5,grid_two_col,10
1771,1,list_v4,10
1772,2,grid_two_col,10
1773,1,list_v4,10
1774,3,list_v4,10
1775,9,feature_stack,7
1776,1,list_v4,10
1777,9,feature_stack,7
1778,2,list_v4,10
1779,7,grid_two_col,10
1780,4,list_v4,10
1781,9,grid_two_col,10
1782,2,grid_two_col,10
1783,10,list_v4,10
1784,5,list_v4,10
1785,8,feature_stack,7
1786,4,list_v4,10
1787,10,list_v4,10
1788,6,list_v4,10
1789,1,list_v4,10
1790,9,feature_stack,7
1791,8,feature_stack,7
1792,6,feature_stack,7
1793,2,list_v4,10
1794,6,list_v4,10
1795,7,list_v4,10
1796,10,list_v4,10
1797,3,list_v4,10
1798,4,grid_two_col,10
1799,1,grid_two_col,10
1800,2,list_v4,10
1801,1,feature_stack,7
1802,4,list_v4,10
1803,8,list_v4,10
1804,6,grid_two_col,10
1805,1,grid_two_col,10
1806,4,grid_two_col,10
1807,2,feature_stack,7
1808,9,list_v4,10
1809,5,list_v4,10
1810,9,feature_stack,7
1811,2,grid_two_col,10
1812,6,feature_stack,7
1813,1,grid_two_col,10
1814,8,list_v4,10
1815,4,list_v4,10
1816,7,grid_two_col,10
1817,8,grid_two_col,10
1818,10,grid_two_col,10
1819,2,list_v4,10
1820,1,feature_stack,7
1821,10,list_v4,10
1822,9,list_v4,10
1823,3,grid_two_col,10
1824,1,feature_stack,7
1825,6,feature_stack,7
1826,10,grid_two_col,10
1827,10,grid_two_col,10
1828,7,list_v4,10
1829,10,grid_two_col,10
1830,1,list_v4,10
1831,6,list_v4,10
1832,6,grid_two_col,10
1833,10,list_v4,10
1834,1,list_v4,10
1835,10,grid_two_col,10
1836,6,feature_stack,7
1837,8,grid_two_col,10
1838,9,list_v4,10
1839,5,list_v4,10
1840,5,grid_two_col,10
1841,8,grid_two_col,10
1842,10,grid_two_col,10
1843,6,feature_stack,7
1844,4,list_v4,10
1845,10,list_v4,10
1846,9,feature_stack,7
1847,3,feature_stack,7
1848,3,list_v4,10
1849,7,grid_two_col,10
1850,5,list_v4,10
1851,7,feature_stack,7
1852,1,list_v4,10
1853,9,list_v4,10
1854,2,feature_stack,7
1855,6,list_v4,10
1856,7,list_v4,10
1857,5,list_v4,10
1858,6,grid_two_col,10
1859,2,feature_stack,7
1860,6,grid_two_col,10
1861,10,list_v4,10
1862,10,list_v4,10
1863,2,list_v4,10
1864,9,grid_two_col,10
1865,6,feature_stack,7
1866,6,list_v4,10
1867,6,list_v4,10
1868,1,list_v4,10
1869,8,grid_two_col,10
1870,8,list_v4,10
1871,7,list_v4,10
1872,3,list_v4,10
1873,5,list_v4,10
1874,10,grid_two_col,10
1875,4,grid_two_col,10
1876,2,list_v4,10
1877,4,feature_stack,7
1878,2,list_v4,10
1879,4,list_v4,10
1880,5,grid_two_col,10
1881,6,list_v4,10
1882,8,feature_stack,7
1883,8,list_v4,10
1884,5,grid_two_col,10
1885,3,grid_two_col,10
1886,7,feature_stack,7
1887,5,feature_stack,7
1888,4,grid_two_col,10
1889,3,grid_two_col,10
1890,5,grid_two_col,10
1891,10,feature_stack,7
1892,9,list_v4,10
1893,3,list_v4,10
1894,2,list_v4,10
1895,10,grid_two_col,10
1896,8,feature_stack,7
1897,6,grid_two_col,10
1898,4,grid_two_col,10
1899,5,list_v4,10
1900,10,grid_two_col,10
1901,2,feature_stack,7
1902,10,grid_two_col,10
1903,7,feature_stack,7
1904,10,list_v4,10
1905,5,list_v4,10
1906,6,feature_stack,7
1907,4,feature_stack,7
1908,1,list_v4,10
1909,10,list_v4,10
1910,7,feature_stack,7
1911,8,grid_two_col,10
1912,5,grid_two_col,10
1913,7,feature_stack,7
1914,9,list_v4,10
1915,9,list_v4,10
1916,10,grid_two_col,10
1917,4,list_v4,10
1918,1,list_v4,10
1919,8,feature_stack,7
1920,3,grid_two_col,10
1921,9,feature_stack,7
1922,6,list_v4,10
1923,8,grid_two_col,10
1924,7,grid_two_col,10
1925,9,grid_two_col,10
1926,5,list_v4,10
1927,5,feature_stack,7
1928,6,grid_two_col,10
1929,7,feature_stack,7
1930,2,list_v4,10
1931,8,list_v4,10
1932,6,grid_two_col,10
1933,2,grid_two_col,10
1934,7,feature_stack,7
1935,9,list_v4,10
1936,5,feature_stack,7
1937,10,grid_two_col,10
1938,7,feature_stack,7
1939,9,list_v4,10
1940,10,list_v4,10
1941,5,list_v4,10
1942,1,list_v4,10
1943,10,feature_stack,7
1944,6,feature_stack,7
1945,2,list_v4,10
1946,3,grid_two_col,10
1947,8,feature_stack,7
1948,2,list_v4,10
1949,8,grid_two_col,10
1950,9,list_v4,10
1951,4,grid_two_col,10
1952,9,feature_stack,7
1953,2,list_v4,10
1954,1,grid_two_col,10
1955,9,list_v4,10
1956,8,list_v4,10
1957,9,feature_stack,7
1958,6,list_v4,10
1959,8,list_v4,10
1960,2,grid_two_col,10
1961,2,feature_stack,7
1962,5,list_v4,10
1963,3,list_v4,10
1964,3,grid_two_col,10
1965,10,grid_two_col,10
1966,5,list_v4,10
1967,1,grid_two_col,10
1968,6,list_v4,10
1969,10,grid_two_col,10
1970,8,list_v4,10
1971,4,feature_stack,7
1972,3,list_v4,10
1973,9,grid_two_col,10
1974,3,feature_stack,7
1975,1,list_v4,10
1976,8,feature_stack,7
1977,5,feature_stack,7
1978,10,list_v4,10
1979,3,grid_two_col,10
1980,4,list_v4,10
1981,5,feature_stack,7
1982,8,grid_two_col,10
1983,8,grid_two_col,10
1984,8,list_v4,10
1985,7,list_v4,10
1986,1,feature_stack,7
1987,2,feature_stack,7
1988,4,grid_two_col,10
1989,10,grid_two_col,10
1990,10,list_v4,10
1991,4,list_v4,10
1992,1,grid_two_col,10
1993,5,list_v4,10
1994,7,grid_two_col,10
1995,8,grid_two_col,10
1996,4,feature_stack,7
1997,2,list_v4,10
1998,7,feature_stack,7
1999,9,grid_two_col,10
2000,8,list_v4,10
2001,4,feature_stack,7
2002,1,feature_stack,7
2003,6,grid_two_col,10
2004,10,feature_stack,7
2005,7,grid_two_col,10
2006,5,list_v4,10
2007,1,grid_two_col,10
2008,8,grid_two_col,10
2009,3,list_v4,10
2010,5,grid_two_col,10
2011,7,list_v4,10
2012,3,grid_two_col,10
2013,8,list_v4,10
2014,10,list_v4,10
2015,8,grid_two_col,10
2016,4,list_v4,10
2017,9,list_v4,10
2018,5,list_v4,10
2019,2,feature_stack,7
2020,3,list_v4,10
2021,2,list_v4,10
2022,10,feature_stack,7
2023,9,feature_stack,7
2024,3,feature_stack,7
2025,5,list_v4,10
2026,3,grid_two_col,10
2027,1,grid_two_col,10
2028,6,grid_two_col,10
2029,4,list_v4,10
2030,2,list_v4,10
2031,3,list_v4,10
2032,2,list_v4,10
2033,1,list_v4,10
2034,7,feature_stack,7
2035,8,feature_stack,7
2036,4,feature_stack,7
2037,3,list_v4,10
2038,4,list_v4,10
2039,5,list_v4,10
2040,4,list_v4,10
2041,7,list_v4,10
2042,10,list_v4,10
2043,7,list_v4,10
2044,10,feature_stack,7
2045,3,list_v4,10
2046,9,list_v4,10
2047,2,grid_two_col,10
2048,7,feature_stack,7
2049,10,feature_stack,7
2050,7,feature_stack,7
2051,10,grid_two_col,10
2052,3,grid_two_col,10
2053,9,grid_two_col,10
2054,1,feature_stack,7
2055,1,list_v4,10
2056,1,feature_stack,7
2057,10,feature_stack,7
2058,1,grid_two_col,10
2059,2,list_v4,10
2060,7,feature_stack,7
2061,3,list_v4,10
2062,9,feature_stack,7
2063,7,grid_two_col,10
2064,7,list_v4,10
2065,8,list_v4,10
2066,4,grid_two_col,10
2067,2,list_v4,10
2068,4,grid_two_col,10
2069,8,grid_two_col,10
2070,2,list_v4,10
2071,5,grid_two_col,10
2072,10,grid_two_col,10
2073,2,grid_two_col,10
2074,6,feature_stack,7
2075,7,list_v4,10
2076,7,list_v4,10
2077,1,list_v4,10
2078,3,list_v4,10
2079,6,grid_two_col,10
2080,10,list_v4,10
2081,10,feature_stack,7
2082,4,feature_stack,7
2083,4,grid_two_col,10
2084,4,list_v4,10
2085,10,grid_two_col,10
2086,9,feature_stack,7
2087,10,feature_stack,7
2088,8,list_v4,10
2089,5,list_v4,10
2090,8,feature_stack,7
2091,8,grid_two_col,10
2092,6,grid_two_col,10
2093,8,grid_two_col,10
2094,8,grid_two_col,10
2095,1,feature_stack,7
2096,9,feature_stack,7
2097,10,list_v4,10
2098,6,grid_two_col,10
2099,1,feature_stack,7
2100,7,grid_two_col,10
2101,8,grid_two_col,10
2102,7,list_v4,10
2103,8,list_v4,10
2104,5,grid_two_col,10
2105,9,list_v4,10
2106,4,list_v4,10
2107,4,feature_stack,7
2108,7,list_v4,10
2109,4,feature_stack,7
2110,8,feature_stack,7
2111,8,list_v4,10
2112,1,feature_stack,7
2113,7,grid_two_col,10
2114,2,feature_stack,7
2115,9,list_v4,10
2116,5,grid_two_col,10
2117,4,list_v4,10
2118,10,feature_stack,7
2119,9,grid_two_col,10
2120,3,feature_stack,7
2121,9,list_v4,10
2122,7,grid_two_col,10
2123,10,list_v4,10
2124,7,list_v4,10
2125,9,grid_two_col,10
2126,5,grid_two_col,10
2127,10,list_v4,10
2128,4,grid_two_col,10
2129,10,list_v4,10
2130,1,list_v4,10
2131,4,grid_two_col,10
2132,3,grid_two_col,10
2133,7,grid_two_col,10
2134,4,feature_stack,7
2135,1,grid_two_col,10
2136,1,feature_stack,7
2137,7,feature_stack,7
2138,3,feature_stack,7
2139,10,grid_two_col,10
2140,8,list_v4,10
2141,2,grid_two_col,10
2142,2,grid_two_col,10
2143,9,feature_stack,7
2144,10,feature_stack,7
2145,6,list_v4,10
2146,5,list_v4,10
2147,7,grid_two_col,10
2148,8,list_v4,10
2149,2,list_v4,10
2150,3,list_v4,10
2151,6,feature_stack,7
2152,6,feature_stack,7
2153,2,feature_stack,7
2154,5,feature_stack,7
2155,8,feature_stack,7
2156,1,list_v4,10
2157,10,list_v4,10
2158,6,grid_two_col,10
2159,7,list_v4,10
2160,1,grid_two_col,10
2161,10,grid_two_col,10
2162,5,feature_stack,7
2163,5,grid_two_col,10
2164,8,feature_stack,7
2165,9,feature_stack,7
2166,5,list_v4,10
2167,7,grid_two_col,10
2168,6,list_v4,10
2169,4,list_v4,10
2170,8,list_v4,10
2171,4,feature_stack,7
2172,7,list_v4,10
2173,7,grid_two_col,10
2174,2,grid_two_col,10
2175,1,feature_stack,7
2176,4,grid_two_col,10
2177,7,feature_stack,7
2178,3,feature_stack,7
2179,4,list_v4,10
2180,4,grid_two_col,10
2181,7,grid_two_col,10
2182,10,list_v4,10
2183,7,list_v4,10
2184,3,list_v4,10
2185,7,feature_stack,7
2186,1,list_v4,10
2187,2,grid_two_col,10
2188,6,list_v4,10
2189,1,feature_stack,7
2190,3,grid_two_col,10
2191,9,list_v4,10
2192,5,list_v4,10
2193,5,grid_two_col,10
2194,1,list_v4,10
2195,3,feature_stack,7
2196,6,grid_two_col,10
2197,9,feature_stack,7
2198,1,list_v4,10
2199,7,list_v4,10
2200,8,list_v4,10
2201,9,grid_two_col,10
2202,1,grid_two_col,10
2203,2,feature_stack,7
2204,1,list_v4,10
2205,8,feature_stack,7
2206,6,list_v4,10
2207,9,list_v4,10
2208,7,grid_two_col,10
2209,10,feature_stack,7
2210,1,feature_stack,7
2211,4,list_v4,10
2212,1,feature_stack,7
2213,5,feature_stack,7
2214,7,grid_two_col,10
2215,7,grid_two_col,10
2216,8,list_v4,10
2217,7,list_v4,10
2218,9,grid_two_col,10
2219,5,grid_two_col,10
2220,3,grid_two_col,10
2221,7,grid_two_col,10
2222,1,list_v4,10
2223,10,grid_two_col,10
2224,4,grid_two_col,10
2225,2,grid_two_col,10
2226,7,feature_stack,7
2227,4,grid_two_col,10
2228,6,list_v4,10
2229,10,list_v4,10
2230,7,grid_two_col,10
2231,4,grid_two_col,10
2232,1,feature_stack,7
2233,2,list_v4,10
2234,2,list_v4,10
2235,4,feature_stack,7
2236,2,feature_stack,7
2237,9,list_v4,10
2238,8,grid_two_col,10
2239,9,list_v4,10
2240,7,grid_two_col,10
2241,1,grid_two_col,10
2242,7,grid_two_col,10
2243,5,feature_stack,7
2244,8,list_v4,10
2245,2,feature_stack,7
2246,6,list_v4,10
2247,4,feature_stack,7
2248,2,feature_stack,7
2249,1,grid_two_col,10
2250,9,grid_two_col,10
2251,1,grid_two_col,10
2252,8,feature_stack,7
