record_id,source_split,capture_action,behavior_propensity,target_probability,policy_weight,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8
eval_00659,writer_independent_evaluation,long_sweep,0.36166521,0.47000000,1.29954442,80,95,0,84,43,48,100,16,58,0,37,36,75,73,82,100
eval_00660,writer_independent_evaluation,long_sweep,0.33880764,0.47000000,1.38721781,0,80,43,100,89,83,80,50,63,17,47,0,30,26,100,30
eval_00661,writer_independent_evaluation,long_sweep,0.36488839,0.47000000,1.28806509,9,100,59,67,85,33,41,0,0,21,44,54,100,87,29,98
eval_00662,writer_independent_evaluation,long_sweep,0.35880221,0.47000000,1.30991391,0,70,71,90,100,100,84,66,76,32,47,2,5,2,98,0
eval_00663,writer_independent_evaluation,long_sweep,0.35440632,0.47000000,1.32616145,95,100,46,85,16,55,0,22,39,0,100,13,80,39,16,29
eval_00664,writer_independent_evaluation,compact_trace,0.53192510,0.32000000,0.60158846,100,100,58,99,28,91,12,57,52,58,64,26,36,0,0,9
eval_00665,writer_independent_evaluation,long_sweep,0.35425204,0.47000000,1.32673901,50,98,22,84,0,39,25,0,78,12,100,56,83,100,27,97
eval_00666,writer_independent_evaluation,long_sweep,0.34070729,0.47000000,1.37948327,19,81,0,41,11,0,52,10,84,40,100,80,67,100,29,82
eval_00667,writer_independent_evaluation,compact_trace,0.54040931,0.32000000,0.59214376,100,77,77,100,29,86,0,57,3,24,39,0,56,21,11,39
eval_00668,writer_independent_evaluation,long_sweep,0.35306015,0.47000000,1.33121793,6,93,48,100,84,70,79,23,48,0,0,23,44,35,100,39
eval_00669,writer_independent_evaluation,compact_trace,0.53046405,0.32000000,0.60324540,100,100,62,85,32,57,11,26,25,0,58,21,35,45,0,35
eval_00670,writer_independent_evaluation,long_sweep,0.36603342,0.47000000,1.28403577,75,82,28,100,0,67,77,36,100,0,16,15,40,55,84,92
eval_00671,writer_independent_evaluation,long_sweep,0.35114688,0.47000000,1.33847123,0,94,66,100,97,72,83,35,56,0,24,11,32,40,100,46
eval_00672,writer_independent_evaluation,compact_trace,0.53187754,0.32000000,0.60164225,13,66,24,100,54,86,33,45,0,17,17,17,58,6,100,0
eval_00673,writer_independent_evaluation,long_sweep,0.35684537,0.47000000,1.31709710,64,74,73,52,100,13,35,0,47,37,95,72,56,100,0,76
eval_00674,writer_independent_evaluation,long_sweep,0.34784253,0.47000000,1.35118613,98,87,44,100,20,70,26,31,0,0,0,32,44,58,100,70
eval_00675,writer_independent_evaluation,long_sweep,0.35265403,0.47000000,1.33275096,100,100,55,89,21,59,0,27,29,0,88,11,70,39,4,37
eval_00676,writer_independent_evaluation,long_sweep,0.34669205,0.47000000,1.35566996,0,93,59,100,89,71,72,35,48,0,22,24,35,48,100,51
eval_00677,writer_independent_evaluation,long_sweep,0.35487039,0.47000000,1.32442720,31,89,0,57,4,14,61,0,100,33,95,77,47,100,16,72
eval_00678,writer_independent_evaluation,compact_trace,0.52109082,0.32000000,0.61409640,41,84,59,100,53,69,28,40,0,14,32,16,67,0,100,21
eval_00679,writer_independent_evaluation,long_sweep,0.36063060,0.47000000,1.30327265,6,100,1,53,61,48,44,0,5,16,0,70,41,98,100,97
eval_00680,writer_independent_evaluation,long_sweep,0.35757329,0.47000000,1.31441585,100,100,37,77,61,40,67,2,0,0,34,38,83,72,70,88
eval_00681,writer_independent_evaluation,compact_trace,0.51934886,0.32000000,0.61615616,0,77,18,100,23,90,25,57,26,25,2,0,13,4,100,8
eval_00682,writer_independent_evaluation,compact_trace,0.50389856,0.32000000,0.63504845,48,92,89,100,100,83,81,63,81,42,77,21,42,6,0,0
eval_00683,writer_independent_evaluation,compact_trace,0.53696343,0.32000000,0.59594375,0,92,44,100,78,79,68,40,58,0,33,17,53,33,100,31
eval_00684,writer_independent_evaluation,long_sweep,0.35785496,0.47000000,1.31338125,2,90,60,100,100,72,72,36,40,0,88,12,79,29,0,31
eval_00685,writer_independent_evaluation,compact_trace,0.53674091,0.32000000,0.59619082,100,100,51,81,7,61,0,42,67,51,51,46,23,23,9,0
eval_00686,writer_independent_evaluation,compact_trace,0.54302312,0.32000000,0.58929351,0,75,23,100,63,85,72,42,70,0,29,12,51,25,100,32
eval_00687,writer_independent_evaluation,compact_trace,0.52417947,0.32000000,0.61047794,8,70,0,96,46,100,100,98,96,75,69,50,48,24,58,0
eval_00688,writer_independent_evaluation,compact_trace,0.51818673,0.32000000,0.61753800,12,90,0,83,42,94,100,100,83,77,61,51,41,26,35,0
eval_00689,writer_independent_evaluation,compact_trace,0.54422045,0.32000000,0.58799701,0,74,30,100,66,87,51,51,21,21,4,0,52,1,100,7
eval_00690,writer_independent_evaluation,long_sweep,0.35158820,0.47000000,1.33679116,0,64,19,92,100,100,87,73,61,37,39,0,31,24,96,42
eval_00691,writer_independent_evaluation,compact_trace,0.54567598,0.32000000,0.58642860,0,87,44,100,84,87,53,59,53,41,100,26,69,5,18,0
eval_00692,writer_independent_evaluation,compact_trace,0.50048290,0.32000000,0.63938248,0,82,22,100,50,91,48,66,38,42,33,18,55,1,100,0
eval_00693,writer_independent_evaluation,compact_trace,0.51800328,0.32000000,0.61775671,13,65,58,82,100,100,77,80,52,60,32,40,10,20,0,0
eval_00694,writer_independent_evaluation,long_sweep,0.34324619,0.47000000,1.36927959,0,96,46,100,73,68,61,34,34,0,4,1,28,23,100,30
eval_00695,writer_independent_evaluation,long_sweep,0.35140240,0.47000000,1.33749799,100,100,43,95,56,56,59,17,0,0,17,34,65,65,72,95
eval_00696,writer_independent_evaluation,compact_trace,0.54488844,0.32000000,0.58727618,32,100,0,74,9,46,73,52,100,83,77,64,53,32,32,0
eval_00697,writer_independent_evaluation,compact_trace,0.54057410,0.32000000,0.59196325,14,55,43,100,46,92,41,36,9,0,0,2,50,0,100,1
eval_00698,writer_independent_evaluation,long_sweep,0.34291519,0.47000000,1.37060128,16,81,54,100,100,89,60,61,58,48,97,28,57,0,0,5
eval_00699,writer_independent_evaluation,compact_trace,0.54176540,0.32000000,0.59066156,27,69,56,100,64,87,58,47,37,12,0,0,50,2,100,5
eval_00700,writer_independent_evaluation,compact_trace,0.52110101,0.32000000,0.61408440,50,70,60,100,100,97,91,61,88,47,83,15,43,0,0,7
eval_00701,writer_independent_evaluation,compact_trace,0.51620693,0.32000000,0.61990644,0,97,43,96,87,100,100,93,70,73,42,51,19,26,17,0
eval_00702,writer_independent_evaluation,long_sweep,0.35135452,0.47000000,1.33768026,14,91,38,75,69,39,35,0,0,18,8,66,35,100,100,96
eval_00703,writer_independent_evaluation,long_sweep,0.34475873,0.47000000,1.36327222,0,68,50,100,57,96,56,54,56,13,36,6,1,0,100,1
eval_00704,writer_independent_evaluation,compact_trace,0.52049182,0.32000000,0.61480313,48,100,46,97,12,66,0,43,61,40,86,66,88,34,100,0
eval_00705,writer_independent_evaluation,long_sweep,0.35893178,0.47000000,1.30944102,22,96,26,53,81,46,60,0,21,23,0,73,42,95,100,100
eval_00706,writer_independent_evaluation,long_sweep,0.35320332,0.47000000,1.33067833,23,93,5,56,19,13,68,0,100,35,92,79,45,100,0,78
eval_00707,writer_independent_evaluation,compact_trace,0.51524305,0.32000000,0.62106612,0,24,30,48,61,75,91,100,100,93,83,62,68,31,59,0
eval_00708,writer_independent_evaluation,compact_trace,0.51832810,0.32000000,0.61736958,0,51,35,69,78,91,100,100,81,75,62,50,40,25,24,0
eval_00709,writer_independent_evaluation,long_sweep,0.36531677,0.47000000,1.28655468,36,93,12,61,87,55,79,16,11,0,0,48,25,92,100,100
eval_00710,writer_independent_evaluation,long_sweep,0.34359863,0.47000000,1.36787508,0,86,47,100,94,84,87,40,65,0,39,6,45,38,100,42
eval_00711,writer_independent_evaluation,long_sweep,0.36238143,0.47000000,1.29697595,73,74,80,100,23,65,0,22,57,0,100,38,91,82,23,73
eval_00712,writer_independent_evaluation,long_sweep,0.34289651,0.47000000,1.37067594,13,98,8,65,41,37,29,0,3,29,0,70,45,93,100,100
eval_00713,writer_independent_evaluation,long_sweep,0.36727378,0.47000000,1.27969930,40,95,16,58,100,52,90,10,12,0,0,48,8,89,94,100
eval_00714,writer_independent_evaluation,compact_trace,0.53816841,0.32000000,0.59460941,13,75,44,100,52,65,32,30,0,0,0,11,50,5,100,5
eval_00715,writer_independent_evaluation,long_sweep,0.34475552,0.47000000,1.36328493,15,82,5,53,43,23,10,0,2,41,0,84,49,98,100,100
eval_00716,writer_independent_evaluation,compact_trace,0.52750837,0.32000000,0.60662544,0,62,20,90,58,100,58,71,37,41,23,9,58,0,100,4
eval_00717,writer_independent_evaluation,compact_trace,0.53192768,0.32000000,0.60158554,56,100,26,75,0,46,34,32,81,32,96,61,86,29,100,0
eval_00718,writer_independent_evaluation,long_sweep,0.35768115,0.47000000,1.31401949,74,100,0,96,2,68,74,81,60,70,86,37,100,6,21,0
eval_00719,writer_independent_evaluation,long_sweep,0.35802712,0.47000000,1.31274973,6,100,0,67,56,36,70,0,58,22,100,57,100,91,0,95
eval_00720,writer_independent_evaluation,compact_trace,0.54402246,0.32000000,0.58821101,27,77,60,100,100,92,70,62,97,51,92,18,49,0,0,9
eval_00721,writer_independent_evaluation,long_sweep,0.34513620,0.47000000,1.36178125,76,76,48,100,0,80,37,58,100,74,84,57,46,29,19,0
eval_00722,writer_independent_evaluation,long_sweep,0.35594044,0.47000000,1.32044563,61,100,23,76,0,38,15,0,75,11,100,48,73,85,14,91
eval_00723,writer_independent_evaluation,long_sweep,0.35034480,0.47000000,1.34153553,79,75,41,100,3,75,54,59,79,61,100,20,54,0,0,14
eval_00724,writer_independent_evaluation,compact_trace,0.48672451,0.32000000,0.65745610,31,100,15,84,2,65,0,45,20,29,48,21,79,14,100,0
eval_00725,writer_independent_evaluation,long_sweep,0.34304561,0.47000000,1.37008022,100,71,29,72,0,90,59,100,98,79,98,51,83,25,59,0
eval_00726,writer_independent_evaluation,compact_trace,0.48938291,0.32000000,0.65388470,63,92,100,100,77,85,54,69,34,52,17,35,3,17,0,0
eval_00727,writer_independent_evaluation,long_sweep,0.35626716,0.50000000,1.40344115,64,59,62,97,5,80,0,37,36,0,95,15,100,58,82,100
eval_00728,writer_independent_evaluation,compact_trace,0.52359021,0.32000000,0.61116498,24,78,43,100,54,75,30,43,0,16,27,4,66,0,100,22
eval_00729,writer_independent_evaluation,compact_trace,0.54727525,0.32000000,0.58471491,41,100,38,84,16,52,11,17,54,0,100,19,55,32,0,23
eval_00730,writer_independent_evaluation,long_sweep,0.36425101,0.47000000,1.29031901,11,88,0,64,67,52,64,0,0,2,0,57,25,99,100,100
eval_00731,writer_independent_evaluation,long_sweep,0.35789271,0.47000000,1.31324273,100,72,58,100,0,77,46,39,62,0,24,21,69,58,69,91
eval_00732,writer_independent_evaluation,compact_trace,0.52423219,0.32000000,0.61041654,0,100,34,96,56,64,56,23,40,0,29,32,64,35,100,34
eval_00733,writer_independent_evaluation,compact_trace,0.53258523,0.32000000,0.60084280,8,68,33,100,52,79,31,42,0,14,24,0,64,1,100,19
eval_00734,writer_independent_evaluation,long_sweep,0.33954586,0.47000000,1.38420184,100,93,52,100,38,70,89,83,99,72,92,30,56,1,0,0
eval_00735,writer_independent_evaluation,compact_trace,0.51811327,0.32000000,0.61762557,0,49,35,62,82,82,100,100,85,74,65,49,44,24,29,0
eval_00736,writer_independent_evaluation,long_sweep,0.34372596,0.47000000,1.36736834,0,59,46,76,91,100,82,66,71,34,65,0,33,8,100,10
eval_00737,writer_independent_evaluation,compact_trace,0.53170916,0.32000000,0.60183278,13,77,44,100,51,68,40,36,15,7,0,1,50,3,100,0
eval_00738,writer_independent_evaluation,long_sweep,0.34291956,0.47000000,1.37058383,67,100,22,81,0,46,12,11,64,0,100,27,94,63,77,99
eval_00739,writer_independent_evaluation,compact_trace,0.54323616,0.32000000,0.58906240,0,81,29,100,64,82,67,40,50,0,23,32,60,43,100,51
eval_00740,writer_independent_evaluation,long_sweep,0.35149622,0.47000000,1.33714097,100,100,61,79,25,51,0,20,38,0,91,17,61,42,5,28
eval_00741,writer_independent_evaluation,long_sweep,0.35090065,0.47000000,1.33941044,70,100,35,72,10,44,10,14,68,0,100,26,65,53,0,63
eval_00742,writer_independent_evaluation,long_sweep,0.34537273,0.47000000,1.36084861,40,100,0,86,7,63,100,63,68,90,46,80,52,39,40,0
eval_00743,writer_independent_evaluation,long_sweep,0.35735187,0.47000000,1.31523027,83,68,58,100,5,82,45,59,88,76,100,31,63,0,0,4
eval_00744,writer_independent_evaluation,long_sweep,0.35014216,0.47000000,1.34231192,0,90,57,100,100,81,83,40,58,0,29,3,28,37,89,43
eval_00745,writer_independent_evaluation,long_sweep,0.34347992,0.47000000,1.36834784,44,99,11,71,0,30,30,0,74,11,100,47,88,86,46,100
eval_00746,writer_independent_evaluation,long_sweep,0.36801602,0.47000000,1.27711832,67,74,73,100,0,79,71,43,98,0,9,7,33,51,100,77
eval_00747,writer_independent_evaluation,long_sweep,0.33961149,0.47000000,1.38393433,78,100,37,74,0,45,58,39,100,53,81,69,70,35,65,0
eval_00748,writer_independent_evaluation,long_sweep,0.36544384,0.47000000,1.28610734,24,95,97,100,22,92,19,55,71,70,100,32,54,0,0,21
eval_00749,writer_independent_evaluation,long_sweep,0.34600700,0.47000000,1.35835401,0,84,48,100,83,79,69,38,47,0,14,19,46,40,100,46
eval_00750,writer_independent_evaluation,compact_trace,0.52474895,0.32000000,0.60981542,100,90,68,100,23,99,0,71,15,59,54,49,49,16,12,0
eval_00751,writer_independent_evaluation,long_sweep,0.34200140,0.47000000,1.37426339,100,100,46,89,13,64,0,34,25,7,80,0,80,24,26,26
eval_00752,writer_independent_evaluation,compact_trace,0.51676623,0.32000000,0.61923551,26,84,38,100,52,74,30,42,0,15,20,9,62,0,100,18
eval_00753,writer_independent_evaluation,long_sweep,0.34937873,0.47000000,1.34524505,22,73,64,90,16,100,38,82,87,63,100,26,52,7,0,0
eval_00754,writer_independent_evaluation,compact_trace,0.54507075,0.32000000,0.58707975,64,100,53,87,20,59,0,28,24,0,85,0,100,26,41,33
eval_00755,writer_independent_evaluation,compact_trace,0.49718021,0.32000000,0.64362980,44,85,100,100,83,85,61,68,44,51,31,34,17,17,0,0
eval_00756,writer_independent_evaluation,long_sweep,0.34527016,0.47000000,1.36125287,56,100,18,69,0,36,61,34,100,41,78,77,71,39,66,0
eval_00757,writer_independent_evaluation,compact_trace,0.53438947,0.32000000,0.59881419,21,86,72,100,85,72,70,43,79,41,100,15,47,0,0,18
eval_00758,writer_independent_evaluation,long_sweep,0.35756186,0.47000000,1.31445786,27,100,92,91,100,61,88,30,71,0,0,10,8,32,96,40
eval_00759,writer_independent_evaluation,compact_trace,0.47542515,0.32000000,0.67308176,100,100,95,85,84,70,71,55,55,41,36,27,14,13,0,0
eval_00760,writer_independent_evaluation,compact_trace,0.48456630,0.32000000,0.66038435,16,100,0,83,0,65,18,50,50,41,82,34,99,18,100,0
eval_00761,writer_independent_evaluation,compact_trace,0.53652215,0.32000000,0.59643390,100,97,64,100,35,79,29,42,74,44,82,17,43,0,0,3
eval_00762,writer_independent_evaluation,long_sweep,0.35158048,0.47000000,1.33682054,65,100,35,85,4,54,0,20,48,0,100,24,67,51,7,36
eval_00763,writer_independent_evaluation,compact_trace,0.52544524,0.32000000,0.60900732,11,62,0,88,38,99,100,100,87,78,64,52,44,27,45,0
eval_00764,writer_independent_evaluation,long_sweep,0.36486965,0.47000000,1.28813124,82,100,0,89,51,60,100,28,43,0,3,26,36,63,43,97
eval_00765,writer_independent_evaluation,compact_trace,0.47517355,0.32000000,0.67343815,100,100,82,91,65,75,50,59,35,43,18,28,9,12,0,0
eval_00766,writer_independent_evaluation,long_sweep,0.36755385,0.47000000,1.27872418,98,75,34,100,0,75,70,41,99,0,16,13,61,53,100,85
eval_00767,writer_independent_evaluation,compact_trace,0.52414086,0.32000000,0.61052291,47,85,67,100,82,78,61,51,100,38,90,12,45,0,0,7
eval_00768,writer_independent_evaluation,long_sweep,0.35630234,0.47000000,1.31910443,33,93,16,53,69,34,24,0,0,19,10,66,34,100,100,99
eval_00769,writer_independent_evaluation,long_sweep,0.35794339,0.47000000,1.31305680,20,89,57,60,100,30,82,0,0,8,5,41,45,71,85,100
eval_00770,writer_independent_evaluation,compact_trace,0.52878420,0.32000000,0.60516181,32,78,57,100,86,87,70,60,100,42,93,16,50,0,0,7
eval_00771,writer_independent_evaluation,compact_trace,0.54384368,0.32000000,0.58840438,100,100,53,91,20,64,0,32,9,1,59,0,64,23,16,23
eval_00772,writer_independent_evaluation,compact_trace,0.54629341,0.32000000,0.58576580,48,87,100,100,91,93,42,76,64,54,92,28,55,1,0,0
eval_00773,writer_independent_evaluation,long_sweep,0.34658906,0.47000000,1.35607282,15,98,0,58,13,17,57,0,96,24,100,67,70,100,29,83
eval_00774,writer_independent_evaluation,compact_trace,0.50966079,0.32000000,0.62786859,0,64,34,76,73,94,100,100,82,75,67,50,53,25,42,0
eval_00775,writer_independent_evaluation,long_sweep,0.35303388,0.47000000,1.33131698,13,68,69,100,72,97,70,50,67,3,0,0,24,3,100,6
eval_00776,writer_independent_evaluation,compact_trace,0.53874381,0.32000000,0.59397435,55,78,81,100,67,70,51,40,36,10,0,0,49,4,100,7
eval_00777,writer_independent_evaluation,compact_trace,0.52769213,0.32000000,0.60641419,100,100,62,80,34,58,13,34,0,10,36,0,57,21,9,24
eval_00778,writer_independent_evaluation,compact_trace,0.49912659,0.32000000,0.64111992,100,100,63,87,35,68,16,47,2,25,0,2,32,0,30,21
eval_00779,writer_independent_evaluation,compact_trace,0.53627319,0.32000000,0.59671080,100,100,50,97,21,75,44,71,82,56,76,25,47,0,0,5
eval_00780,writer_independent_evaluation,compact_trace,0.53513423,0.32000000,0.59798081,100,100,56,97,32,73,54,62,92,46,78,9,36,0,0,16
eval_00781,writer_independent_evaluation,long_sweep,0.35338450,0.47000000,1.32999609,94,88,77,100,31,73,0,44,6,13,69,0,100,23,20,30
eval_00782,writer_independent_evaluation,long_sweep,0.35208674,0.47000000,1.33489834,62,93,16,74,0,35,21,0,77,7,100,43,83,81,33,100
eval_00783,writer_independent_evaluation,long_sweep,0.34243172,0.47000000,1.37253641,52,100,31,70,46,34,25,0,0,19,50,50,100,81,69,99
eval_00784,writer_independent_evaluation,compact_trace,0.54455600,0.32000000,0.58763470,36,69,56,100,79,82,60,47,29,17,0,0,50,4,100,12
eval_00785,writer_independent_evaluation,compact_trace,0.51522651,0.32000000,0.62108606,46,100,18,84,0,61,44,49,100,56,93,47,74,24,61,0
eval_00786,writer_independent_evaluation,long_sweep,0.34216024,0.47000000,1.37362540,0,100,56,100,70,68,51,34,32,0,6,14,30,34,100,40
eval_00787,writer_independent_evaluation,long_sweep,0.35830246,0.47000000,1.31174094,21,88,24,41,78,40,53,0,14,20,0,70,44,96,100,100
eval_00788,writer_independent_evaluation,compact_trace,0.51726173,0.32000000,0.61864233,27,89,67,100,77,76,78,59,100,35,71,8,28,0,0,21
eval_00789,writer_independent_evaluation,long_sweep,0.34533400,0.47000000,1.36100123,29,99,8,63,0,21,36,0,79,20,100,58,76,94,29,100
eval_00790,writer_independent_evaluation,compact_trace,0.52456086,0.32000000,0.61003407,0,71,7,96,53,100,100,94,78,70,52,47,29,24,14,0
eval_00791,writer_independent_evaluation,long_sweep,0.34768626,0.47000000,1.35179343,69,100,45,82,14,54,0,23,37,0,100,7,70,27,5,25
eval_00792,writer_independent_evaluation,compact_trace,0.53428742,0.32000000,0.59892857,100,100,63,94,30,68,7,38,7,6,52,0,45,23,0,16
eval_00793,writer_independent_evaluation,long_sweep,0.35031439,0.47000000,1.34165200,100,100,47,87,13,57,0,22,41,0,92,16,62,43,23,23
eval_00794,writer_independent_evaluation,compact_trace,0.53545266,0.32000000,0.59762519,100,97,60,100,27,77,4,45,0,6,36,0,50,34,16,37
eval_00795,writer_independent_evaluation,long_sweep,0.36555883,0.47000000,1.28570277,77,69,97,100,28,80,53,38,78,0,0,7,30,43,100,69
eval_00796,writer_independent_evaluation,long_sweep,0.35718144,0.47000000,1.31585785,100,83,46,100,34,68,72,33,53,0,0,11,46,41,94,71
eval_00797,writer_independent_evaluation,compact_trace,0.52852493,0.32000000,0.60545867,0,0,29,19,53,46,78,74,100,100,81,67,65,34,50,0
eval_00798,writer_independent_evaluation,compact_trace,0.54300271,0.32000000,0.58931566,39,74,65,100,65,60,38,21,0,0,23,22,62,4,100,4
eval_00799,writer_independent_evaluation,long_sweep,0.35822192,0.47000000,1.31203585,51,82,22,64,48,25,14,0,0,35,51,67,100,100,30,90
eval_00800,writer_independent_evaluation,long_sweep,0.35941609,0.47000000,1.30767659,6,87,25,60,80,43,47,4,0,0,4,54,39,93,100,100
eval_00801,writer_independent_evaluation,long_sweep,0.36179320,0.47000000,1.29908466,71,63,88,100,14,97,0,58,76,60,100,77,60,39,23,0
eval_00802,writer_independent_evaluation,compact_trace,0.54499652,0.32000000,0.58715972,90,100,54,100,55,76,94,97,97,61,100,23,57,0,0,2
eval_00803,writer_independent_evaluation,long_sweep,0.34772781,0.47000000,1.35163191,100,100,52,85,20,55,2,22,37,0,80,24,46,47,0,26
eval_00804,writer_independent_evaluation,long_sweep,0.36029251,0.47000000,1.30449561,100,81,23,100,0,65,56,30,45,0,25,34,89,68,94,98
eval_00805,writer_independent_evaluation,compact_trace,0.53569000,0.32000000,0.59736042,62,100,40,74,7,45,0,29,68,46,100,59,83,29,69,0
eval_00806,writer_independent_evaluation,compact_trace,0.51617738,0.32000000,0.61994192,46,100,24,84,0,56,13,34,67,29,93,53,91,31,100,0
eval_00807,writer_independent_evaluation,compact_trace,0.51781102,0.32000000,0.61798608,43,100,33,87,0,61,2,40,69,39,85,56,76,27,100,0
eval_00808,writer_independent_evaluation,compact_trace,0.54014704,0.32000000,0.59243128,100,100,52,97,23,87,27,58,74,54,78,19,39,0,0,13
eval_00809,writer_independent_evaluation,compact_trace,0.53488964,0.32000000,0.59825424,25,77,43,100,82,84,65,58,97,41,100,16,53,5,0,0
eval_00810,writer_independent_evaluation,long_sweep,0.34616069,0.47000000,1.35775094,32,100,18,63,52,30,23,0,0,37,8,79,52,94,100,99
eval_00811,writer_independent_evaluation,compact_trace,0.53251815,0.32000000,0.60091848,0,75,31,99,81,100,100,69,90,34,76,0,53,8,88,23
eval_00812,writer_independent_evaluation,compact_trace,0.52361606,0.32000000,0.61113481,100,100,74,96,45,68,28,35,32,0,63,12,38,37,0,31
eval_00813,writer_independent_evaluation,long_sweep,0.35722132,0.47000000,1.31571095,10,86,69,100,39,91,3,66,44,47,100,36,61,11,0,0
eval_00814,writer_independent_evaluation,compact_trace,0.53360499,0.32000000,0.59969454,13,80,43,100,74,88,64,56,100,36,78,8,36,0,0,19
eval_00815,writer_independent_evaluation,long_sweep,0.35058653,0.47000000,1.34061053,59,100,11,75,0,43,100,49,66,80,70,83,73,32,74,0
eval_00816,writer_independent_evaluation,long_sweep,0.35409967,0.47000000,1.32730990,17,100,18,55,64,42,40,0,12,27,0,75,45,95,100,99
eval_00817,writer_independent_evaluation,long_sweep,0.36319901,0.47000000,1.29405640,74,98,10,96,44,61,100,29,48,0,0,28,39,67,40,100
eval_00818,writer_independent_evaluation,compact_trace,0.53888870,0.32000000,0.59381465,24,83,62,100,86,81,59,55,89,39,100,16,52,0,0,9
eval_00819,writer_independent_evaluation,long_sweep,0.33839150,0.47000000,1.38892379,93,91,40,100,43,80,79,92,91,56,100,20,57,0,0,1
eval_00820,writer_independent_evaluation,long_sweep,0.36340223,0.47000000,1.29333272,25,68,68,43,61,0,4,9,42,48,100,82,68,100,0,74
eval_00821,writer_independent_evaluation,compact_trace,0.54153272,0.32000000,0.59091536,23,72,44,100,73,86,51,50,19,20,0,8,50,0,100,11
eval_00822,writer_independent_evaluation,rising_tail,0.25717722,0.40000000,1.55534771,12,79,9,48,36,18,30,0,12,31,0,62,34,88,100,100
eval_00823,writer_independent_evaluation,compact_trace,0.47656321,0.32000000,0.67147441,100,100,70,89,52,75,39,61,25,45,11,31,2,15,0,0
eval_00824,writer_independent_evaluation,long_sweep,0.35768520,0.47000000,1.31400460,42,77,50,88,8,48,0,1,63,0,98,43,100,91,38,100
eval_00825,writer_independent_evaluation,long_sweep,0.34358063,0.47000000,1.36794674,62,91,79,64,90,100,56,78,97,64,100,21,51,0,0,16
eval_00826,writer_independent_evaluation,compact_trace,0.52248700,0.32000000,0.61245543,0,63,22,66,64,87,100,100,76,75,53,50,27,25,7,0
eval_00827,writer_independent_evaluation,compact_trace,0.50700406,0.32000000,0.63115865,100,97,75,100,45,86,44,59,75,44,69,18,35,6,0,0
eval_00828,writer_independent_evaluation,long_sweep,0.34274195,0.47000000,1.37129407,23,86,68,100,91,74,53,49,9,33,0,8,49,1,100,0
eval_00829,writer_independent_evaluation,long_sweep,0.35269906,0.47000000,1.33258082,19,100,0,65,49,36,33,0,1,14,4,67,41,94,100,97
eval_00830,writer_independent_evaluation,long_sweep,0.34163526,0.47000000,1.37573622,28,76,80,85,44,100,48,85,100,71,96,37,51,15,0,0
eval_00831,writer_independent_evaluation,long_sweep,0.34900485,0.47000000,1.34668614,11,99,57,100,66,54,41,8,51,0,100,29,59,41,0,51
eval_00832,writer_independent_evaluation,compact_trace,0.51782582,0.32000000,0.61796842,0,33,35,48,64,74,92,100,100,97,80,65,60,33,43,0
eval_00833,writer_independent_evaluation,compact_trace,0.52827421,0.32000000,0.60574602,14,69,34,100,50,74,29,36,0,21,36,23,68,0,100,14
eval_00834,writer_independent_evaluation,compact_trace,0.51890677,0.32000000,0.61668110,0,39,38,57,69,79,100,100,90,74,71,49,53,24,34,0
eval_00835,writer_independent_evaluation,long_sweep,0.35451864,0.47000000,1.32574128,100,100,62,87,21,59,0,27,30,0,95,9,73,34,5,30
eval_00836,writer_independent_evaluation,long_sweep,0.35243617,0.47000000,1.33357482,3,100,59,100,79,68,71,33,52,0,0,13,41,36,100,46
eval_00837,writer_independent_evaluation,long_sweep,0.35932262,0.47000000,1.30801672,48,97,9,63,0,15,49,0,94,27,100,73,55,100,5,82
eval_00838,writer_independent_evaluation,compact_trace,0.52126388,0.32000000,0.61389252,100,99,66,100,36,80,38,50,79,41,69,16,32,0,0,7
eval_00839,writer_independent_evaluation,compact_trace,0.52961140,0.32000000,0.60421661,34,71,46,100,54,66,32,25,0,0,21,7,61,9,100,20
eval_00840,writer_independent_evaluation,compact_trace,0.51517793,0.32000000,0.62114462,100,100,76,79,49,58,29,34,20,10,58,0,49,17,0,5
eval_00841,writer_independent_evaluation,long_sweep,0.35482556,0.47000000,1.32459455,28,95,0,55,8,8,55,0,93,32,100,79,59,100,15,78
eval_00842,writer_independent_evaluation,long_sweep,0.35966455,0.47000000,1.30677320,28,91,49,71,100,35,55,0,0,24,32,63,82,100,45,100
eval_00843,writer_independent_evaluation,compact_trace,0.52104780,0.32000000,0.61414711,15,81,0,68,14,97,77,100,100,95,80,62,68,28,63,0
eval_00844,writer_independent_evaluation,long_sweep,0.35053172,0.47000000,1.34082016,20,98,1,64,46,35,30,0,1,24,0,71,43,95,100,100
eval_00845,writer_independent_evaluation,compact_trace,0.53155037,0.32000000,0.60201256,100,99,54,100,23,79,17,60,61,63,66,30,39,1,0,0
eval_00846,writer_independent_evaluation,compact_trace,0.53772443,0.32000000,0.59510036,0,88,29,100,65,86,62,40,52,0,35,43,61,53,100,52
eval_00847,writer_independent_evaluation,compact_trace,0.52899307,0.32000000,0.60492286,13,85,52,100,63,74,57,55,100,49,81,18,40,0,0,7
eval_00848,writer_independent_evaluation,long_sweep,0.34957443,0.47000000,1.34449193,100,90,53,100,37,61,91,65,99,84,97,41,62,7,0,0
