record_id,source_split,capture_action,behavior_propensity,target_probability,policy_weight,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,digit_label
train_01620,training_writers,compact_trace,0.54201669,0.32000000,0.59038772,20,80,54,100,100,95,74,65,83,41,93,9,47,0,0,2,3
train_01621,training_writers,long_sweep,0.35542978,0.47000000,1.32234277,0,99,73,100,100,80,56,47,33,7,10,0,7,33,81,35,7
train_01622,training_writers,long_sweep,0.34358196,0.47000000,1.36794144,55,73,57,100,92,89,75,50,43,16,0,0,44,19,100,12,2
train_01623,training_writers,long_sweep,0.33838806,0.47000000,1.38893791,82,73,61,100,0,80,35,55,100,77,99,61,87,23,98,0,9
train_01624,training_writers,compact_trace,0.51545091,0.32000000,0.62081566,60,100,36,75,14,50,0,23,47,14,89,30,100,26,86,0,4
train_01625,training_writers,long_sweep,0.35499201,0.47000000,1.32397346,17,87,12,65,64,43,52,0,0,14,4,61,35,97,100,100,5
train_01626,training_writers,long_sweep,0.36494414,0.47000000,1.28786831,32,98,8,71,56,25,28,0,0,42,77,69,100,100,15,92,8
train_01627,training_writers,long_sweep,0.34209987,0.47000000,1.37386780,40,88,95,100,88,100,40,77,72,61,100,33,58,7,0,0,5
train_01628,training_writers,long_sweep,0.33836513,0.47000000,1.38903202,0,72,1,100,49,100,72,71,43,39,10,10,51,0,100,1,2
train_01629,training_writers,compact_trace,0.54573050,0.32000000,0.58637001,4,84,50,100,57,79,39,52,90,41,100,15,52,0,0,5,3
train_01630,training_writers,compact_trace,0.53189558,0.32000000,0.60162185,42,85,85,100,100,68,76,32,45,0,50,1,38,40,0,65,8
train_01631,training_writers,long_sweep,0.35246599,0.47000000,1.33346199,0,83,42,100,100,86,75,43,50,0,11,15,2,27,69,29,7
train_01632,training_writers,long_sweep,0.35967739,0.47000000,1.30672657,43,97,80,79,22,66,35,100,86,75,100,23,48,0,0,24,9
train_01633,training_writers,long_sweep,0.34661634,0.47000000,1.35596607,82,100,39,78,17,48,19,17,66,0,100,21,44,31,0,13,6
train_01634,training_writers,long_sweep,0.35249309,0.47000000,1.33335946,100,100,47,88,18,55,16,18,57,0,95,29,51,38,0,16,6
train_01635,training_writers,long_sweep,0.35004198,0.47000000,1.34269609,1,30,35,0,78,14,100,56,85,100,42,98,8,65,0,20,0
train_01636,training_writers,compact_trace,0.51990646,0.32000000,0.61549534,100,100,68,96,37,75,14,51,0,22,21,0,54,10,15,18,6
train_01637,training_writers,compact_trace,0.54662973,0.32000000,0.58540541,17,71,38,100,90,85,68,51,66,44,100,15,53,0,0,18,3
train_01638,training_writers,compact_trace,0.52130559,0.32000000,0.61384341,21,100,1,80,0,54,70,51,100,73,82,51,74,24,75,0,4
train_01639,training_writers,long_sweep,0.36365196,0.50000000,1.37494104,0,66,48,100,100,83,69,41,37,0,81,26,76,69,8,93,8
train_01640,training_writers,long_sweep,0.36058920,0.47000000,1.30342227,62,90,15,77,10,26,56,0,100,31,93,81,42,100,0,70,0
train_01641,training_writers,long_sweep,0.34976673,0.47000000,1.34375273,93,100,58,79,28,50,8,18,47,0,100,14,58,25,0,19,6
train_01642,training_writers,long_sweep,0.34470745,0.47000000,1.36347504,100,100,66,95,27,65,0,29,25,0,77,12,70,43,16,44,6
train_01643,training_writers,compact_trace,0.53071772,0.32000000,0.60295707,48,96,67,100,68,57,40,23,0,15,19,30,59,12,100,0,2
train_01644,training_writers,long_sweep,0.36558760,0.47000000,1.28560159,8,100,25,75,84,99,0,100,20,83,100,81,60,39,13,0,9
train_01645,training_writers,compact_trace,0.50685247,0.32000000,0.63134742,0,97,10,100,55,93,100,89,72,67,46,45,37,18,41,0,7
train_01646,training_writers,compact_trace,0.54034784,0.32000000,0.59221112,100,100,40,88,40,67,97,79,94,65,82,40,52,16,0,0,9
train_01647,training_writers,long_sweep,0.36589825,0.47000000,1.28451010,56,76,73,52,93,13,0,0,37,35,100,69,100,100,17,76,8
train_01648,training_writers,compact_trace,0.53350326,0.32000000,0.59980889,26,85,68,100,91,79,68,54,83,40,100,16,56,0,0,7,3
train_01649,training_writers,compact_trace,0.52051146,0.32000000,0.61477993,0,64,21,100,27,86,24,43,8,4,6,0,53,2,100,6,1
train_01650,training_writers,compact_trace,0.49369074,0.32000000,0.64817906,0,53,48,75,67,100,81,83,81,57,88,31,100,6,99,0,1
train_01651,training_writers,rising_tail,0.26362615,0.43000000,1.63109766,27,65,58,36,61,0,25,10,0,45,13,74,56,89,100,100,5
train_01652,training_writers,long_sweep,0.35401927,0.47000000,1.32761136,81,100,55,92,17,61,3,26,41,0,100,14,65,44,0,60,6
train_01653,training_writers,compact_trace,0.50823345,0.32000000,0.62963191,0,33,31,60,69,86,81,100,72,72,72,44,76,16,100,0,1
train_01654,training_writers,long_sweep,0.35233205,0.47000000,1.33396891,11,82,6,41,28,0,78,7,100,48,80,90,32,100,0,65,0
train_01655,training_writers,compact_trace,0.52993979,0.32000000,0.60384218,100,100,71,94,38,70,11,42,0,13,40,0,51,26,5,23,6
train_01656,training_writers,compact_trace,0.53332445,0.32000000,0.60000999,0,71,24,100,64,99,69,63,53,29,28,0,57,5,100,10,2
train_01657,training_writers,long_sweep,0.33955958,0.47000000,1.38414588,100,98,54,100,52,68,83,95,95,61,92,18,48,0,0,2,9
train_01658,training_writers,long_sweep,0.35697042,0.47000000,1.31663572,8,64,65,74,100,100,43,93,0,66,57,72,48,42,27,0,9
train_01659,training_writers,long_sweep,0.34308722,0.47000000,1.36991404,47,80,71,100,100,89,38,72,44,48,91,23,45,0,0,10,3
train_01660,training_writers,compact_trace,0.52243552,0.32000000,0.61251578,0,47,38,67,78,89,100,100,77,75,53,49,31,23,16,0,1
train_01661,training_writers,long_sweep,0.36474434,0.47000000,1.28857381,86,62,64,100,0,80,40,44,92,12,29,0,41,37,100,65,8
train_01662,training_writers,long_sweep,0.34391633,0.47000000,1.36661145,0,90,38,100,68,70,59,33,32,0,2,27,35,42,100,41,7
train_01663,training_writers,long_sweep,0.36690498,0.47000000,1.28098561,65,93,68,73,92,23,13,0,0,38,87,65,100,100,5,98,8
train_01664,training_writers,long_sweep,0.34645312,0.47000000,1.35660488,62,100,26,74,15,43,8,12,57,0,100,19,52,35,0,23,6
train_01665,training_writers,long_sweep,0.33943702,0.47000000,1.38464565,71,100,50,87,32,50,32,11,76,0,100,32,51,49,0,41,6
train_01666,training_writers,compact_trace,0.48588837,0.32000000,0.65858748,0,93,60,100,70,83,70,67,70,50,80,33,80,16,100,0,1
train_01667,training_writers,long_sweep,0.34773398,0.47000000,1.35160792,26,90,17,64,60,34,53,0,20,32,0,73,31,96,100,100,5
train_01668,training_writers,long_sweep,0.35310610,0.47000000,1.33104467,23,88,0,55,25,50,64,20,17,0,21,54,35,97,100,100,5
train_01669,training_writers,compact_trace,0.52905465,0.32000000,0.60485245,51,100,33,77,0,53,11,32,77,36,100,53,76,27,60,0,4
train_01670,training_writers,long_sweep,0.35540251,0.47000000,1.32244423,27,84,12,42,18,0,73,7,100,45,93,88,40,100,0,67,0
train_01671,training_writers,compact_trace,0.53529341,0.32000000,0.59780299,55,82,95,100,98,83,64,62,91,38,100,13,49,0,0,8,3
train_01672,training_writers,compact_trace,0.49544770,0.32000000,0.64588049,6,100,0,93,0,67,18,43,65,46,92,50,83,24,100,0,4
train_01673,training_writers,long_sweep,0.33938984,0.47000000,1.38483814,42,97,13,94,51,76,57,100,90,64,100,21,55,0,0,0,9
train_01674,training_writers,compact_trace,0.54474086,0.32000000,0.58743528,0,93,53,100,89,75,85,37,73,0,48,1,44,29,100,25,7
train_01675,training_writers,compact_trace,0.51864263,0.32000000,0.61699518,0,50,28,70,77,93,100,100,77,75,56,50,44,25,62,0,1
train_01676,training_writers,long_sweep,0.35993063,0.47000000,1.30580719,90,78,43,100,0,73,63,68,95,94,100,51,79,11,16,0,9
train_01677,training_writers,long_sweep,0.36618182,0.47000000,1.28351538,18,74,3,67,74,34,41,0,3,27,59,63,100,100,0,95,8
train_01678,training_writers,long_sweep,0.33915684,0.47000000,1.38578955,100,80,54,77,25,96,78,100,99,74,76,45,42,20,0,0,9
train_01679,training_writers,long_sweep,0.35090870,0.47000000,1.33937973,8,92,67,100,87,82,62,40,31,0,0,14,38,30,100,27,7
train_01680,training_writers,compact_trace,0.53915231,0.32000000,0.59352430,0,66,25,100,48,70,43,23,26,0,21,33,60,46,100,61,7
train_01681,training_writers,long_sweep,0.35308355,0.47000000,1.33112971,23,100,0,65,5,23,52,0,100,21,95,62,53,92,12,66,0
train_01682,training_writers,compact_trace,0.52151823,0.32000000,0.61359313,0,45,27,61,63,81,100,100,84,74,63,49,41,24,20,0,1
train_01683,training_writers,long_sweep,0.36879833,0.47000000,1.27440924,66,98,22,67,100,88,17,100,11,52,0,0,79,13,22,53,8
train_01684,training_writers,compact_trace,0.54543651,0.32000000,0.58668606,48,81,29,100,67,88,48,40,12,3,0,8,50,14,100,0,2
train_01685,training_writers,compact_trace,0.53672390,0.32000000,0.59620971,52,95,100,100,70,91,26,77,26,55,64,43,43,14,0,0,5
train_01686,training_writers,compact_trace,0.52330450,0.32000000,0.61149866,39,96,79,100,71,71,68,55,100,34,86,4,43,0,0,11,3
train_01687,training_writers,compact_trace,0.52599074,0.32000000,0.60837573,38,100,43,85,0,60,28,51,100,61,98,54,73,25,46,0,4
train_01688,training_writers,long_sweep,0.34743928,0.47000000,1.35275437,20,100,34,63,57,25,23,0,6,39,0,81,48,95,100,95,5
train_01689,training_writers,long_sweep,0.36837876,0.47000000,1.27586074,41,100,0,70,76,37,100,0,10,5,41,43,97,79,27,91,8
train_01690,training_writers,long_sweep,0.34490954,0.47000000,1.36267614,7,69,0,25,36,0,74,10,100,49,85,95,45,100,17,67,0
train_01691,training_writers,long_sweep,0.35389831,0.47000000,1.32806511,70,100,27,75,0,39,6,0,63,2,100,33,93,71,38,74,0
train_01692,training_writers,long_sweep,0.34637515,0.47000000,1.35691029,0,97,2,58,19,21,65,0,100,29,98,67,66,100,16,93,0
train_01693,training_writers,long_sweep,0.35329885,0.47000000,1.33031853,13,100,0,54,25,13,70,0,100,35,86,81,41,94,6,62,0
train_01694,training_writers,compact_trace,0.54559828,0.32000000,0.58651212,40,90,87,100,81,93,39,71,70,46,100,23,52,6,0,0,5
train_01695,training_writers,compact_trace,0.54720551,0.32000000,0.58478943,79,68,100,94,47,100,0,83,27,62,84,58,91,30,80,0,9
train_01696,training_writers,long_sweep,0.34681167,0.47000000,1.35520237,25,57,20,21,62,0,100,22,95,68,61,100,14,99,0,57,0
train_01697,training_writers,compact_trace,0.50154779,0.32000000,0.63802494,36,81,69,90,100,100,80,80,60,60,41,40,20,19,0,0,1
train_01698,training_writers,compact_trace,0.50916588,0.32000000,0.62847888,0,71,47,85,100,100,92,82,75,60,62,38,45,16,40,0,1
train_01699,training_writers,long_sweep,0.35079580,0.47000000,1.33981080,52,100,28,75,63,36,41,0,0,18,16,66,47,99,100,99,5
train_01700,training_writers,compact_trace,0.54088267,0.32000000,0.59162554,64,100,100,92,94,56,72,22,72,0,91,31,52,59,0,80,8
train_01701,training_writers,compact_trace,0.49749683,0.32000000,0.64322018,33,100,16,78,0,52,18,31,58,29,98,34,100,25,100,0,4
train_01702,training_writers,long_sweep,0.35234233,0.47000000,1.33392998,100,83,64,100,50,65,75,26,35,0,0,22,46,53,100,78,8
train_01703,training_writers,long_sweep,0.34876987,0.47000000,1.34759346,18,100,23,69,57,39,29,0,0,27,0,75,40,94,100,99,5
train_01704,training_writers,long_sweep,0.34542192,0.47000000,1.36065482,7,72,34,100,79,95,67,61,33,33,0,5,48,0,100,1,2
train_01705,training_writers,compact_trace,0.53963336,0.32000000,0.59299521,49,97,77,100,79,60,47,28,0,11,8,24,58,14,100,0,2
train_01706,training_writers,compact_trace,0.54105290,0.32000000,0.59143939,37,100,8,78,0,39,18,4,59,0,91,26,100,64,72,92,0
train_01707,training_writers,long_sweep,0.35287581,0.47000000,1.33191334,30,83,8,43,19,3,71,0,100,36,87,78,39,100,0,73,0
train_01708,training_writers,long_sweep,0.34106437,0.47000000,1.37803897,37,78,79,100,89,68,60,36,16,13,0,22,56,22,100,0,2
train_01709,training_writers,long_sweep,0.34202459,0.47000000,1.37417022,0,100,53,95,80,66,69,30,66,0,100,30,61,36,7,39,7
train_01710,training_writers,long_sweep,0.34711473,0.47000000,1.35401919,60,100,33,83,0,49,8,11,68,0,100,30,48,38,32,5,6
train_01711,training_writers,long_sweep,0.34394455,0.47000000,1.36649932,59,63,97,88,100,100,89,66,78,30,55,0,0,3,80,2,1
train_01712,training_writers,compact_trace,0.54619837,0.32000000,0.58586773,12,73,29,100,70,87,51,53,13,28,0,4,50,0,100,0,2
train_01713,training_writers,long_sweep,0.36075722,0.47000000,1.30281524,12,76,27,98,45,48,28,0,0,14,54,56,100,100,30,96,8
train_01714,training_writers,long_sweep,0.35627114,0.47000000,1.31921995,30,85,20,66,74,38,46,0,0,17,0,65,31,100,100,98,5
train_01715,training_writers,compact_trace,0.49391350,0.32000000,0.64788672,11,100,7,95,0,73,11,51,71,50,100,44,85,22,78,0,4
train_01716,training_writers,long_sweep,0.35177380,0.47000000,1.33608586,7,54,8,14,56,0,99,24,100,68,63,100,12,97,0,56,0
train_01717,training_writers,long_sweep,0.34350077,0.47000000,1.36826477,17,67,55,93,71,100,61,56,48,13,0,1,37,0,100,0,1
train_01718,training_writers,rising_tail,0.26143703,0.43000000,1.64475551,2,65,29,35,46,2,12,0,0,41,18,73,58,88,100,100,5
train_01719,training_writers,long_sweep,0.36799268,0.47000000,1.27719931,61,90,67,61,99,100,9,71,17,56,0,0,100,25,17,61,8
train_01720,training_writers,compact_trace,0.54474273,0.32000000,0.58743326,12,69,26,99,79,100,70,73,79,49,100,15,53,0,0,12,3
train_01721,training_writers,compact_trace,0.50732122,0.32000000,0.63076407,0,54,27,64,63,83,100,100,97,78,81,53,68,26,63,0,1
train_01722,training_writers,long_sweep,0.34340526,0.47000000,1.36864531,1,68,4,100,55,77,55,31,7,2,0,6,60,0,100,19,2
train_01723,training_writers,compact_trace,0.51509891,0.32000000,0.62123991,49,95,82,100,68,68,73,66,100,41,74,12,29,0,0,21,3
train_01724,training_writers,long_sweep,0.34683600,0.47000000,1.35510731,47,100,17,68,0,34,9,0,71,18,97,51,100,86,48,95,0
train_01725,training_writers,long_sweep,0.35246844,0.47000000,1.33345273,22,89,0,55,39,47,43,4,6,0,16,56,39,100,100,98,5
train_01726,training_writers,long_sweep,0.36592135,0.47000000,1.28442900,54,63,45,100,1,53,11,0,75,18,100,74,44,98,0,54,0
train_01727,training_writers,long_sweep,0.34974497,0.47000000,1.34383635,18,91,0,48,22,6,66,0,100,30,91,76,52,100,16,76,0
train_01728,training_writers,compact_trace,0.52606588,0.32000000,0.60828883,29,100,0,77,0,53,75,44,100,63,72,51,73,25,67,0,4
train_01729,training_writers,compact_trace,0.54331856,0.32000000,0.58897307,22,100,0,70,28,44,83,47,100,79,71,61,45,30,19,0,4
train_01730,training_writers,compact_trace,0.52005447,0.32000000,0.61532016,32,59,70,77,98,100,100,83,87,58,79,33,57,9,0,0,1
train_01731,training_writers,long_sweep,0.35169126,0.47000000,1.33639945,36,90,34,65,77,32,40,0,13,30,0,72,24,100,100,93,5
train_01732,training_writers,compact_trace,0.54444908,0.32000000,0.58775010,100,100,69,96,38,66,14,33,19,0,68,3,52,32,0,25,6
train_01733,training_writers,long_sweep,0.35690774,0.47000000,1.31686693,34,67,98,74,100,100,32,90,0,63,69,65,85,41,64,0,9
train_01734,training_writers,long_sweep,0.35361074,0.47000000,1.32914517,22,53,76,70,100,100,39,99,0,71,53,61,67,31,40,0,9
train_01735,training_writers,long_sweep,0.35290854,0.47000000,1.33178981,62,98,22,72,0,29,28,0,77,15,100,57,86,100,37,97,0
train_01736,training_writers,long_sweep,0.36757252,0.47000000,1.27865924,62,87,41,63,100,100,22,72,8,41,30,0,93,42,0,34,8
train_01737,training_writers,long_sweep,0.36065924,0.47000000,1.30316917,67,99,0,95,29,61,100,36,87,0,43,21,70,60,83,100,8
train_01738,training_writers,long_sweep,0.36335195,0.47000000,1.29351171,0,88,65,55,100,16,45,0,43,40,90,77,68,100,8,69,8
train_01739,training_writers,compact_trace,0.53633410,0.32000000,0.59664302,36,90,84,100,100,75,62,51,82,45,85,13,38,0,0,19,3
train_01740,training_writers,compact_trace,0.54248050,0.32000000,0.58988296,88,100,48,83,16,59,0,31,50,28,100,45,75,27,62,0,4
train_01741,training_writers,compact_trace,0.52158144,0.32000000,0.61351877,0,59,16,73,77,95,100,100,70,75,45,50,25,25,34,0,1
train_01742,training_writers,compact_trace,0.53498672,0.32000000,0.59814569,88,100,48,94,59,69,100,85,90,56,80,23,46,0,0,12,9
train_01743,training_writers,long_sweep,0.35028067,0.47000000,1.34178115,80,78,32,100,16,68,81,71,100,71,100,35,68,4,0,0,9
train_01744,training_writers,long_sweep,0.36269231,0.47000000,1.29586425,88,88,53,78,100,40,91,0,0,1,5,39,57,76,18,100,8
train_01745,training_writers,long_sweep,0.35443725,0.47000000,1.32604571,100,94,58,100,15,70,0,34,28,1,97,0,91,28,31,21,6
train_01746,training_writers,long_sweep,0.35401303,0.47000000,1.32763474,27,100,8,56,57,41,20,0,0,24,18,85,48,97,100,94,5
train_01747,training_writers,compact_trace,0.51081232,0.32000000,0.62645317,42,90,74,100,100,87,70,70,46,50,56,19,35,0,0,5,3
train_01748,training_writers,compact_trace,0.54302504,0.32000000,0.58929142,28,100,0,80,25,53,96,46,100,74,71,66,43,33,28,0,4
train_01749,training_writers,compact_trace,0.53641961,0.32000000,0.59654791,22,71,41,100,51,93,46,54,40,15,0,1,46,2,100,0,1
train_01750,training_writers,long_sweep,0.36172734,0.47000000,1.29932119,48,100,31,76,85,88,17,98,65,71,100,38,68,6,0,0,9
train_01751,training_writers,compact_trace,0.51933677,0.32000000,0.61617050,20,100,13,72,0,43,29,26,88,28,100,45,68,29,69,0,4
train_01752,training_writers,compact_trace,0.50757920,0.32000000,0.63044348,38,100,27,89,8,67,0,44,40,32,100,41,83,22,81,0,4
train_01753,training_writers,long_sweep,0.34408912,0.47000000,1.36592520,33,93,84,100,90,78,46,59,94,47,100,18,56,1,0,0,3
train_01754,training_writers,long_sweep,0.34842829,0.47000000,1.34891457,14,86,0,75,1,29,40,0,94,10,100,53,62,86,9,100,0
train_01755,training_writers,compact_trace,0.54183760,0.32000000,0.59058287,59,100,37,69,0,34,46,33,100,38,81,51,63,43,46,0,4
train_01756,training_writers,compact_trace,0.54029355,0.32000000,0.59227063,0,76,42,100,66,75,46,38,43,0,22,19,45,36,100,39,7
train_01757,training_writers,compact_trace,0.53937970,0.32000000,0.59327409,53,100,25,70,0,39,50,34,100,42,85,64,77,32,80,0,4
train_01758,training_writers,compact_trace,0.53841695,0.32000000,0.59433493,18,83,53,100,67,75,43,47,12,22,0,0,50,11,100,22,2
train_01759,training_writers,compact_trace,0.51510368,0.32000000,0.62123416,0,62,32,73,69,91,100,100,80,75,59,51,39,26,27,0,1
train_01760,training_writers,compact_trace,0.52954486,0.32000000,0.60429252,0,53,36,77,82,99,100,100,73,75,39,50,9,25,3,0,1
train_01761,training_writers,long_sweep,0.36031692,0.47000000,1.30440723,60,91,14,80,50,59,56,7,0,0,4,45,41,91,100,100,5
train_01762,training_writers,long_sweep,0.34996848,0.47000000,1.34297810,4,88,0,43,25,4,70,0,100,35,94,79,53,100,8,86,0
train_01763,training_writers,long_sweep,0.34008601,0.47000000,1.38200334,100,100,56,78,24,53,0,27,11,0,74,3,56,23,6,14,6
train_01764,training_writers,long_sweep,0.34658767,0.47000000,1.35607824,39,89,37,59,65,29,24,0,6,37,0,80,38,100,100,98,5
train_01765,training_writers,compact_trace,0.54758835,0.32000000,0.58438059,19,63,58,100,52,74,47,27,91,0,100,5,25,8,0,9,1
train_01766,training_writers,long_sweep,0.34751833,0.47000000,1.35244666,39,88,82,100,100,68,68,34,34,0,16,10,0,45,78,50,7
train_01767,training_writers,long_sweep,0.35839652,0.47000000,1.31139666,32,86,0,61,10,4,57,0,100,30,97,87,50,100,4,87,0
train_01768,training_writers,long_sweep,0.33861101,0.47000000,1.38802339,69,98,53,83,85,98,46,100,81,65,100,27,42,11,0,0,9
train_01769,training_writers,compact_trace,0.51467842,0.32000000,0.62174746,24,68,38,85,100,100,85,80,56,61,29,41,6,20,0,0,1
train_01770,training_writers,long_sweep,0.36766759,0.47000000,1.27832861,22,100,66,50,100,94,45,95,5,41,58,0,78,42,0,46,8
train_01771,training_writers,long_sweep,0.34790786,0.47000000,1.35093241,84,83,22,76,8,95,72,100,100,76,77,47,41,22,0,0,9
train_01772,training_writers,long_sweep,0.35237273,0.47000000,1.33381491,100,96,44,75,22,100,77,99,91,65,93,29,67,0,0,12,9
train_01773,training_writers,compact_trace,0.53402384,0.32000000,0.59922418,53,93,96,100,99,76,65,55,79,36,100,14,54,0,0,0,3
train_01774,training_writers,compact_trace,0.53859142,0.32000000,0.59414240,35,78,48,100,76,78,57,41,24,11,0,8,50,7,100,0,2
train_01775,training_writers,long_sweep,0.33818091,0.47000000,1.38978868,29,100,25,73,0,37,48,32,100,32,84,68,60,39,43,0,4
train_01776,training_writers,compact_trace,0.51921524,0.32000000,0.61631473,27,82,58,100,73,83,68,53,100,34,76,8,38,0,0,5,3
train_01777,training_writers,long_sweep,0.34966053,0.47000000,1.34416085,100,93,62,77,0,61,13,88,76,100,94,67,72,33,46,0,9
train_01778,training_writers,long_sweep,0.35310463,0.47000000,1.33105024,11,80,10,25,46,0,87,11,100,61,69,97,26,100,0,61,0
train_01779,training_writers,compact_trace,0.53380934,0.32000000,0.59946497,41,81,48,100,67,71,50,36,0,26,29,19,72,0,100,31,2
train_01780,training_writers,compact_trace,0.51275053,0.32000000,0.62408516,0,79,21,100,31,68,22,34,7,2,34,0,69,8,100,11,2
train_01781,training_writers,long_sweep,0.36705379,0.47000000,1.28046628,36,53,100,82,55,100,2,69,36,34,74,0,0,14,62,44,8
train_01782,training_writers,compact_trace,0.52887432,0.32000000,0.60505869,0,72,32,91,77,100,100,88,87,45,75,0,61,15,89,34,7
train_01783,training_writers,long_sweep,0.35052383,0.47000000,1.34085037,46,88,24,61,19,11,63,0,100,29,86,78,45,100,0,86,0
train_01784,training_writers,long_sweep,0.36681391,0.47000000,1.28130366,73,78,10,73,60,35,43,0,0,25,57,62,100,100,20,96,8
train_01785,training_writers,long_sweep,0.36034831,0.47000000,1.30429361,67,100,18,81,44,39,35,0,0,28,53,57,100,88,42,94,8
train_01786,training_writers,compact_trace,0.52485719,0.32000000,0.60968965,33,66,72,86,100,100,76,71,70,40,55,10,0,0,13,6,1
train_01787,training_writers,long_sweep,0.36836596,0.47000000,1.27590509,76,97,64,62,100,15,14,0,0,35,90,59,98,100,0,98,8
train_01788,training_writers,compact_trace,0.50760809,0.32000000,0.63040760,0,94,32,100,77,98,100,81,83,60,60,40,38,20,22,0,7
train_01789,training_writers,compact_trace,0.53630274,0.32000000,0.59667792,36,60,40,100,57,68,36,29,0,3,15,8,59,0,100,10,2
train_01790,training_writers,compact_trace,0.52274783,0.32000000,0.61214984,0,62,48,81,100,100,87,86,58,65,39,44,16,21,10,0,1
train_01791,training_writers,compact_trace,0.53873200,0.32000000,0.59398736,26,81,67,100,82,80,53,54,77,40,100,18,56,0,0,1,3
train_01792,training_writers,compact_trace,0.52274929,0.32000000,0.61214813,57,96,100,100,81,95,40,85,30,60,57,32,40,3,0,0,5
train_01793,training_writers,compact_trace,0.50611345,0.32000000,0.63226931,0,59,31,70,65,87,100,100,87,75,75,51,68,25,60,0,1
train_01794,training_writers,compact_trace,0.52480319,0.32000000,0.60975240,35,100,0,74,1,45,68,36,100,58,88,54,79,24,72,0,4
train_01795,training_writers,compact_trace,0.52454138,0.32000000,0.61005673,40,88,78,100,71,66,68,61,100,39,70,7,19,0,0,27,3
train_01796,training_writers,rising_tail,0.25970901,0.40000000,1.54018532,44,77,19,50,39,19,0,0,8,31,19,66,57,87,100,100,5
train_01797,training_writers,compact_trace,0.53622139,0.32000000,0.59676843,36,87,24,100,77,100,64,70,74,52,100,26,62,2,0,0,3
train_01798,training_writers,compact_trace,0.53562643,0.32000000,0.59743131,80,100,34,87,69,69,100,90,81,74,74,45,44,20,0,0,9
train_01799,training_writers,compact_trace,0.53274579,0.32000000,0.60066171,36,100,0,76,21,49,73,39,100,60,70,64,72,31,85,0,4
train_01800,training_writers,long_sweep,0.35953032,0.47000000,1.30726111,11,60,0,55,22,1,77,0,100,56,62,100,8,95,5,36,0
train_01801,training_writers,compact_trace,0.54135368,0.32000000,0.59111079,0,56,13,100,50,89,40,40,10,2,12,4,58,0,100,17,2
train_01802,training_writers,long_sweep,0.33922529,0.47000000,1.38550989,100,100,63,90,26,63,2,33,0,0,54,1,60,31,7,30,6
train_01803,training_writers,compact_trace,0.53707613,0.32000000,0.59581870,0,85,21,100,72,84,65,43,56,0,37,1,42,28,100,28,7
train_01804,training_writers,long_sweep,0.35197473,0.47000000,1.33532313,100,100,54,80,21,50,14,13,61,0,100,19,48,22,0,8,6
train_01805,training_writers,compact_trace,0.54497646,0.32000000,0.58718132,62,86,97,100,94,71,69,46,37,22,0,2,47,0,100,1,2
train_01806,training_writers,long_sweep,0.35301810,0.47000000,1.33137649,23,96,27,54,64,35,33,0,12,42,0,93,50,96,100,100,5
train_01807,training_writers,long_sweep,0.33783949,0.47000000,1.39119319,33,91,79,100,100,79,79,56,41,37,0,20,37,7,93,0,2
train_01808,training_writers,compact_trace,0.53253208,0.32000000,0.60090277,14,79,37,100,56,79,30,52,0,27,0,2,50,0,100,4,2
train_01809,training_writers,long_sweep,0.35661718,0.47000000,1.31793985,0,90,3,41,31,0,76,16,100,61,70,100,25,87,14,38,0
train_01810,training_writers,long_sweep,0.34283001,0.47000000,1.37094183,0,90,3,56,51,31,43,0,15,22,9,63,38,93,100,100,5
train_01811,training_writers,long_sweep,0.35085959,0.47000000,1.33956719,0,79,38,100,100,94,93,66,55,41,9,19,18,0,89,2,2
train_01812,training_writers,long_sweep,0.34073682,0.47000000,1.37936369,0,68,34,100,74,88,56,40,17,10,10,23,55,12,100,0,2
train_01813,training_writers,compact_trace,0.52765776,0.32000000,0.60645370,17,65,71,80,100,100,81,74,74,47,69,20,31,0,0,2,1
train_01814,training_writers,long_sweep,0.36917693,0.47000000,1.27310229,55,77,3,100,39,57,100,16,0,0,26,38,97,77,23,78,8
train_01815,training_writers,long_sweep,0.36412681,0.47000000,1.29075913,46,90,14,79,9,19,61,0,100,47,76,100,18,85,0,28,0
train_01816,training_writers,compact_trace,0.51678430,0.32000000,0.61921386,0,48,36,61,69,78,100,100,95,94,70,64,48,34,33,0,1
train_01817,training_writers,long_sweep,0.34838637,0.47000000,1.34907687,90,100,55,76,28,46,12,14,51,0,100,19,49,20,0,2,6
train_01818,training_writers,compact_trace,0.54576767,0.32000000,0.58633008,100,100,64,79,27,59,0,38,71,45,98,41,60,21,44,0,4
train_01819,training_writers,compact_trace,0.54696646,0.32000000,0.58504501,86,71,70,100,0,87,13,60,86,71,100,60,87,27,88,0,9
train_01820,training_writers,compact_trace,0.53504823,0.32000000,0.59807693,0,95,46,100,14,63,30,49,100,63,94,67,80,29,72,0,4
train_01821,training_writers,long_sweep,0.35397608,0.47000000,1.32777335,100,100,62,89,23,61,0,29,20,0,91,7,84,33,11,31,6
train_01822,training_writers,long_sweep,0.36783234,0.47000000,1.27775605,6,96,23,52,100,63,53,100,19,77,94,48,87,2,0,0,9
train_01823,training_writers,compact_trace,0.53083683,0.32000000,0.60282177,14,78,45,100,62,71,34,39,0,14,15,8,58,8,100,0,2
