post_id,published_year,published_month,published_weekday,published_hour,logged_content_route,behavior_propensity,target_policy_weight,priority_stratum,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
FB01934,2013,2,2,5,product_photo,0.607618,0.550000,regular,67,3,0,67,0,0,0,0,0
FB01947,2013,2,5,12,product_photo,0.607618,0.550000,regular,35,2,0,35,0,0,0,0,0
FB01949,2013,2,2,11,product_photo,0.607618,0.550000,regular,45,0,0,45,0,0,0,0,0
FB01966,2013,2,4,2,product_photo,0.607618,0.550000,regular,67,6,7,67,0,0,0,0,0
FB01976,2013,2,6,0,product_photo,0.607618,0.550000,regular,55,5,0,55,0,0,0,0,0
FB01990,2013,1,2,9,product_photo,0.607618,0.550000,regular,67,11,0,67,0,0,0,0,0
FB01995,2013,1,5,8,product_photo,0.607618,0.550000,regular,90,6,0,90,0,0,0,0,0
FB02002,2013,1,2,13,product_photo,0.607618,0.550000,regular,48,0,0,48,0,0,0,0,0
FB02008,2013,1,3,13,product_photo,0.607618,0.550000,regular,43,1,0,43,0,0,0,0,0
FB02010,2013,1,2,10,product_photo,0.607618,0.550000,regular,53,3,0,53,0,0,0,0,0
FB02018,2013,1,6,4,product_photo,0.607618,0.550000,regular,25,18,0,25,0,0,0,0,0
FB02020,2013,1,6,3,product_photo,0.607618,0.550000,regular,46,2,0,46,0,0,0,0,0
FB02027,2013,1,4,11,product_photo,0.607618,0.550000,regular,12,0,0,12,0,0,0,0,0
FB02033,2013,1,2,2,product_photo,0.607618,0.550000,regular,58,5,0,58,0,0,0,0,0
FB02040,2013,1,5,9,product_photo,0.607618,0.550000,regular,59,6,0,59,0,0,0,0,0
FB02055,2012,11,3,3,product_photo,0.607618,0.550000,regular,19,0,0,19,0,0,0,0,0
FB02065,2012,11,0,2,product_photo,0.607618,0.550000,regular,33,8,0,33,0,0,0,0,0
FB02074,2012,11,4,11,product_photo,0.607618,0.550000,regular,26,5,0,26,0,0,0,0,0
FB02077,2012,11,3,9,product_photo,0.607618,0.550000,regular,33,4,0,33,0,0,0,0,0
FB02105,2012,10,0,7,product_photo,0.607618,0.550000,regular,27,6,0,27,0,0,0,0,0
FB02108,2012,10,0,1,product_photo,0.607618,0.550000,regular,10,18,0,10,0,0,0,0,0
FB02114,2012,10,4,8,product_photo,0.607618,0.550000,regular,14,4,0,14,0,0,0,0,0
FB02119,2012,10,3,10,product_photo,0.607618,0.550000,regular,45,5,0,45,0,0,0,0,0
FB02134,2012,10,1,7,product_photo,0.607618,0.550000,regular,37,10,0,37,0,0,0,0,0
FB02172,2012,10,3,8,product_photo,0.607618,0.550000,regular,33,7,0,33,0,0,0,0,0
FB02194,2012,9,5,11,product_photo,0.607618,0.550000,regular,15,4,0,15,0,0,0,0,0
FB02196,2012,9,5,9,product_photo,0.607618,0.550000,regular,20,6,0,20,0,0,0,0,0
FB02197,2012,9,5,8,product_photo,0.607618,0.550000,regular,15,18,0,15,0,0,0,0,0
FB02202,2012,9,5,5,product_photo,0.607618,0.550000,regular,15,11,0,15,0,0,0,0,0
FB02207,2012,9,3,9,product_photo,0.607618,0.550000,regular,22,3,0,22,0,0,0,0,0
FB02216,2012,9,2,10,product_photo,0.607618,0.550000,regular,18,3,0,18,0,0,0,0,0
FB02225,2012,9,1,3,product_photo,0.607618,0.550000,regular,18,6,0,18,0,0,0,0,0
FB02250,2012,9,4,3,product_photo,0.607618,0.550000,regular,8,15,0,8,0,0,0,0,0
FB02253,2012,9,3,11,product_photo,0.607618,0.550000,regular,10,6,0,10,0,0,0,0,0
FB02256,2012,9,2,10,product_photo,0.607618,0.550000,regular,21,5,0,21,0,0,0,0,0
FB02266,2012,9,1,2,product_photo,0.607618,0.550000,regular,27,2,0,27,0,0,0,0,0
FB02282,2012,9,6,9,product_photo,0.607618,0.550000,regular,23,0,0,23,0,0,0,0,0
FB02294,2012,9,3,11,product_photo,0.607618,0.550000,regular,21,6,0,21,0,0,0,0,0
FB02311,2012,9,6,7,product_photo,0.607618,0.550000,regular,12,6,0,12,0,0,0,0,0
FB02324,2012,9,3,23,product_photo,0.607618,0.550000,regular,9,6,0,9,0,0,0,0,0
FB02341,2012,9,1,3,product_photo,0.607618,0.550000,regular,32,7,0,32,0,0,0,0,0
FB02344,2012,9,6,21,product_photo,0.607618,0.550000,regular,12,3,0,12,0,0,0,0,0
FB02346,2012,9,6,8,product_photo,0.607618,0.550000,regular,17,2,0,17,0,0,0,0,0
FB02360,2012,8,3,23,product_photo,0.607618,0.550000,regular,14,7,0,14,0,0,0,0,0
FB02379,2012,8,0,0,product_photo,0.607618,0.550000,regular,15,0,0,15,0,0,0,0,0
FB02401,2012,8,4,6,product_photo,0.607618,0.550000,regular,35,12,0,35,0,0,0,0,0
FB02408,2012,8,2,23,product_photo,0.607618,0.550000,regular,39,6,0,39,0,0,0,0,0
FB02430,2012,8,0,23,product_photo,0.607618,0.550000,regular,15,3,0,15,0,0,0,0,0
FB02431,2012,8,0,22,product_photo,0.607618,0.550000,regular,12,27,0,12,0,0,0,0,0
FB02442,2012,8,0,1,product_photo,0.607618,0.550000,regular,14,0,0,14,0,0,0,0,0
FB02446,2012,8,6,23,product_photo,0.607618,0.550000,regular,23,4,0,23,0,0,0,0,0
FB02448,2012,8,6,10,product_photo,0.607618,0.550000,regular,22,12,2,22,0,0,0,0,0
FB02459,2012,8,5,23,product_photo,0.607618,0.550000,regular,19,4,0,19,0,0,0,0,0
FB02466,2012,8,5,5,product_photo,0.607618,0.550000,regular,21,5,0,21,0,0,0,0,0
FB02475,2012,8,4,8,product_photo,0.607618,0.550000,regular,13,4,0,13,0,0,0,0,0
FB02479,2012,8,3,9,product_photo,0.607618,0.550000,regular,12,5,0,12,0,0,0,0,0
FB02486,2012,8,2,1,product_photo,0.607618,0.550000,regular,24,15,0,24,0,0,0,0,0
FB02500,2012,8,0,8,product_photo,0.607618,0.550000,regular,9,6,0,9,0,0,0,0,0
FB02510,2012,8,5,23,product_photo,0.607618,0.550000,regular,29,7,0,29,0,0,0,0,0
FB02520,2012,8,4,11,product_photo,0.607618,0.550000,regular,24,2,0,24,0,0,0,0,0
FB02521,2012,8,4,9,product_photo,0.607618,0.550000,regular,30,4,0,30,0,0,0,0,0
FB02529,2012,8,3,3,product_photo,0.607618,0.550000,regular,36,16,0,36,0,0,0,0,0
FB02530,2012,8,3,2,product_photo,0.607618,0.550000,regular,18,9,0,18,0,0,0,0,0
FB02537,2012,8,0,2,product_photo,0.607618,0.550000,regular,33,47,0,33,0,0,0,0,0
FB02539,2012,8,6,23,product_photo,0.607618,0.550000,regular,10,6,0,10,0,0,0,0,0
FB02562,2012,7,5,2,product_photo,0.607618,0.550000,regular,12,1,0,12,0,0,0,0,0
FB02564,2012,7,4,0,product_photo,0.607618,0.550000,regular,12,0,1,12,0,0,0,0,0
FB02569,2012,7,3,9,product_photo,0.607618,0.550000,regular,37,7,2,37,0,0,0,0,0
FB02592,2012,7,4,8,product_photo,0.607618,0.550000,regular,32,1,0,32,0,0,0,0,0
FB02599,2012,7,2,23,product_photo,0.607618,0.550000,regular,10,2,0,10,0,0,0,0,0
FB02607,2012,7,2,0,product_photo,0.607618,0.550000,regular,15,13,0,15,0,0,0,0,0
FB02635,2012,7,6,2,product_photo,0.607618,0.550000,regular,15,3,0,15,0,0,0,0,0
FB02642,2018,6,0,1,product_photo,0.607618,0.550000,regular,72,1,1,72,0,0,0,0,0
FB02644,2018,6,6,1,live_video,0.330926,1.269166,policy_shift,209,553,152,177,30,0,0,1,1
FB02646,2018,6,5,8,product_photo,0.607618,0.550000,regular,576,25,7,560,13,3,0,0,0
FB02659,2018,6,4,0,product_photo,0.607618,0.550000,regular,12,1,0,12,0,0,0,0,0
FB02665,2018,6,3,0,product_photo,0.607618,0.550000,regular,227,18,2,213,6,7,1,0,0
FB02669,2018,6,1,23,product_photo,0.607618,0.550000,regular,17,0,0,17,0,0,0,0,0
FB02673,2018,6,1,4,product_photo,0.607618,0.550000,regular,21,2,0,21,0,0,0,0,0
FB02674,2018,6,0,23,product_photo,0.607618,0.550000,regular,54,2,0,54,0,0,0,0,0
FB02677,2018,6,0,1,live_video,0.330926,1.269166,policy_shift,236,785,145,193,40,2,1,0,0
FB02685,2018,6,5,4,product_photo,0.607618,0.550000,regular,46,2,2,44,1,1,0,0,0
FB02696,2018,5,2,5,product_photo,0.607618,0.550000,regular,45,0,3,44,1,0,0,0,0
FB02702,2018,5,0,23,product_photo,0.607618,0.550000,regular,58,5,70,57,1,0,0,0,0
FB02704,2018,5,0,22,product_photo,0.607618,0.550000,regular,48,3,54,47,1,0,0,0,0
FB02706,2018,5,0,5,product_photo,0.607618,0.550000,regular,69,0,0,68,1,0,0,0,0
FB02714,2018,5,4,8,product_photo,0.607618,0.550000,regular,82,0,1,78,3,1,0,0,0
FB02722,2018,5,2,8,product_photo,0.607618,0.550000,regular,23,0,1,21,1,1,0,0,0
FB02729,2018,5,0,1,product_photo,0.607618,0.550000,regular,84,3,2,83,1,0,0,0,0
FB02744,2018,5,2,23,product_photo,0.607618,0.550000,regular,24,1,0,24,0,0,0,0,0
FB02761,2018,5,5,0,product_photo,0.607618,0.550000,regular,17,3,0,17,0,0,0,0,0
FB02774,2018,5,2,5,product_photo,0.607618,0.550000,regular,151,9,1,142,6,3,0,0,0
FB02800,2018,5,4,3,product_photo,0.607618,0.550000,regular,10,0,0,10,0,0,0,0,0
FB02805,2018,5,3,1,product_photo,0.607618,0.550000,regular,29,0,0,29,0,0,0,0,0
FB02812,2018,5,1,3,product_photo,0.607618,0.550000,regular,4,0,0,4,0,0,0,0,0
FB02822,2018,4,6,8,text_status,0.052110,3.000000,low_support,71,59,2,70,1,0,0,0,0
FB02827,2018,4,6,0,product_photo,0.607618,0.550000,regular,20,0,0,20,0,0,0,0,0
FB02834,2018,4,5,6,product_photo,0.607618,0.550000,regular,62,2,0,61,1,0,0,0,0
FB02844,2018,4,4,2,product_photo,0.607618,0.550000,regular,25,0,0,25,0,0,0,0,0
FB02851,2018,4,1,22,product_photo,0.607618,0.550000,regular,11,3,0,11,0,0,0,0,0
FB02854,2018,4,1,8,product_photo,0.607618,0.550000,regular,513,11,34,503,9,1,0,0,0
FB02862,2018,4,6,2,product_photo,0.607618,0.550000,regular,7,3,0,7,0,0,0,0,0
FB02863,2018,4,5,23,live_video,0.330926,1.269166,policy_shift,425,1377,186,360,62,0,2,1,0
FB02892,2018,4,2,2,product_photo,0.607618,0.550000,regular,8,2,0,8,0,0,0,0,0
FB02903,2018,4,0,10,product_photo,0.607618,0.550000,regular,7,0,0,7,0,0,0,0,0
FB02905,2018,4,0,4,product_photo,0.607618,0.550000,regular,690,33,21,670,15,5,0,0,0
FB02917,2018,4,5,8,product_photo,0.607618,0.550000,regular,8,0,0,8,0,0,0,0,0
FB02941,2018,4,1,9,product_photo,0.607618,0.550000,regular,11,0,0,9,2,0,0,0,0
FB02943,2018,4,0,11,product_photo,0.607618,0.550000,regular,10,0,0,9,1,0,0,0,0
FB02952,2018,3,4,6,product_photo,0.607618,0.550000,regular,27,4,0,26,1,0,0,0,0
FB02957,2018,3,2,23,product_photo,0.607618,0.550000,regular,5,1,0,4,0,0,0,1,0
FB02961,2018,3,1,23,live_video,0.330926,1.269166,policy_shift,442,2360,200,295,128,4,13,1,1
FB02985,2018,3,2,4,product_photo,0.607618,0.550000,regular,138,10,3,134,0,3,1,0,0
FB02997,2018,3,0,0,product_photo,0.607618,0.550000,regular,79,13,2,79,0,0,0,0,0
FB03002,2018,3,6,1,product_photo,0.607618,0.550000,regular,1236,25,0,1220,7,8,1,0,0
FB03013,2018,3,4,22,product_photo,0.607618,0.550000,regular,6,0,0,6,0,0,0,0,0
FB03038,2018,3,3,11,product_photo,0.607618,0.550000,regular,19,0,0,19,0,0,0,0,0
FB03043,2018,3,1,9,product_photo,0.607618,0.550000,regular,12,5,0,12,0,0,0,0,0
FB03044,2018,3,1,5,product_photo,0.607618,0.550000,regular,272,31,0,252,14,5,0,1,0
FB03066,2018,2,1,8,product_photo,0.607618,0.550000,regular,6,2,0,6,0,0,0,0,0
FB03070,2018,2,0,23,product_photo,0.607618,0.550000,regular,95,0,2,92,3,0,0,0,0
FB03073,2018,2,0,8,product_photo,0.607618,0.550000,regular,112,2,1,111,1,0,0,0,0
FB03074,2018,2,0,1,product_photo,0.607618,0.550000,regular,357,7,16,349,6,2,0,0,0
FB03078,2018,2,6,3,product_photo,0.607618,0.550000,regular,88,28,0,88,0,0,0,0,0
FB03090,2018,2,3,8,link_teaser,0.009346,3.000000,low_support,165,0,52,161,1,2,1,0,0
FB03091,2018,2,3,5,product_photo,0.607618,0.550000,regular,278,5,13,257,10,10,1,0,0
FB03106,2018,2,6,6,product_photo,0.607618,0.550000,regular,270,15,0,259,10,1,0,0,0
FB03120,2018,2,2,20,product_photo,0.607618,0.550000,regular,65,0,6,65,0,0,0,0,0
FB03128,2018,2,1,7,product_photo,0.607618,0.550000,regular,4,0,1,4,0,0,0,0,0
FB03131,2018,2,0,11,product_photo,0.607618,0.550000,regular,201,66,5,197,1,3,0,0,0
FB03136,2018,2,6,6,product_photo,0.607618,0.550000,regular,51,1,6,49,1,1,0,0,0
FB03138,2018,2,6,2,product_photo,0.607618,0.550000,regular,22,5,1,22,0,0,0,0,0
FB03150,2018,2,3,4,product_photo,0.607618,0.550000,regular,35,1,1,35,0,0,0,0,0
FB03171,2018,2,4,22,product_photo,0.607618,0.550000,regular,217,23,5,211,4,2,0,0,0
FB03175,2018,2,4,1,product_photo,0.607618,0.550000,regular,18,3,0,17,1,0,0,0,0
FB03180,2018,1,2,0,live_video,0.330926,1.269166,policy_shift,366,1566,276,275,84,1,6,0,0
FB03184,2018,1,0,21,product_photo,0.607618,0.550000,regular,196,3,38,185,5,5,0,1,0
FB03204,2018,1,6,22,live_video,0.330926,1.269166,policy_shift,137,508,89,92,44,0,1,0,0
FB03207,2018,1,6,2,live_video,0.330926,1.269166,policy_shift,307,2099,208,258,43,2,2,1,1
FB03215,2018,1,3,22,live_video,0.330926,1.269166,policy_shift,170,657,56,129,41,0,0,0,0
FB03216,2018,1,3,7,product_photo,0.607618,0.550000,regular,3,0,0,3,0,0,0,0,0
FB03225,2018,1,6,3,product_photo,0.607618,0.550000,regular,316,15,5,313,0,3,0,0,0
FB03235,2018,1,3,4,product_photo,0.607618,0.550000,regular,10,0,0,10,0,0,0,0,0
FB03247,2018,1,0,1,live_video,0.330926,1.269166,policy_shift,624,12003,856,516,94,4,8,2,0
FB03250,2018,1,5,7,product_photo,0.607618,0.550000,regular,10,3,0,10,0,0,0,0,0
FB03257,2018,1,2,23,live_video,0.330926,1.269166,policy_shift,311,869,71,258,51,0,0,0,2
FB03258,2018,1,2,22,product_photo,0.607618,0.550000,regular,92,2,5,90,1,1,0,0,0
FB03264,2018,1,0,23,product_photo,0.607618,0.550000,regular,89,5,46,89,0,0,0,0,0
FB03281,2017,12,2,2,link_teaser,0.009346,3.000000,low_support,76,0,6,76,0,0,0,0,0
FB03284,2017,12,0,4,product_photo,0.607618,0.550000,regular,82,4,19,82,0,0,0,0,0
FB03287,2017,12,6,22,product_photo,0.607618,0.550000,regular,219,7,2,212,6,1,0,0,0
FB03300,2017,12,3,3,product_photo,0.607618,0.550000,regular,76,0,6,75,1,0,0,0,0
FB03305,2017,12,1,22,live_video,0.330926,1.269166,policy_shift,545,4741,482,455,81,1,5,2,1
FB03319,2017,12,4,22,product_photo,0.607618,0.550000,regular,67,2,0,62,2,3,0,0,0
FB03320,2017,12,4,22,live_video,0.330926,1.269166,policy_shift,17,0,0,17,0,0,0,0,0
FB03324,2017,12,3,6,live_video,0.330926,1.269166,policy_shift,360,1543,128,315,35,6,4,0,0
FB03329,2017,12,2,5,product_photo,0.607618,0.550000,regular,225,17,3,212,11,2,0,0,0
FB03337,2017,12,0,20,product_photo,0.607618,0.550000,regular,10,1,0,10,0,0,0,0,0
FB03342,2017,12,5,10,product_photo,0.607618,0.550000,regular,96,5,1,92,3,1,0,0,0
FB03344,2017,12,5,2,link_teaser,0.009346,3.000000,low_support,144,3,16,144,0,0,0,0,0
FB03362,2017,12,6,22,product_photo,0.607618,0.550000,regular,50,3,2,48,2,0,0,0,0
FB03365,2017,12,5,4,product_photo,0.607618,0.550000,regular,36,3,1,34,2,0,0,0,0
FB03373,2017,11,2,1,text_status,0.052110,3.000000,low_support,141,13,3,137,4,0,0,0,0
FB03378,2017,11,1,11,product_photo,0.607618,0.550000,regular,30,3,2,30,0,0,0,0,0
FB03382,2017,11,0,21,product_photo,0.607618,0.550000,regular,83,0,3,78,4,1,0,0,0
FB03388,2017,11,6,2,product_photo,0.607618,0.550000,regular,90,26,1,86,2,2,0,0,0
FB03390,2017,11,4,23,live_video,0.330926,1.269166,policy_shift,326,970,63,260,62,2,2,0,0
FB03394,2017,11,3,22,product_photo,0.607618,0.550000,regular,151,19,2,147,2,2,0,0,0
FB03398,2017,11,3,1,product_photo,0.607618,0.550000,regular,76,5,1,74,1,1,0,0,0
FB03418,2017,11,6,22,product_photo,0.607618,0.550000,regular,8,2,2,8,0,0,0,0,0
FB03438,2017,11,3,1,live_video,0.330926,1.269166,policy_shift,301,1154,121,242,54,2,3,0,0
FB03441,2017,11,2,0,product_photo,0.607618,0.550000,regular,6,0,0,6,0,0,0,0,0
FB03443,2017,11,1,0,live_video,0.330926,1.269166,policy_shift,221,290,66,174,45,1,1,0,0
FB03447,2017,11,6,22,product_photo,0.607618,0.550000,regular,136,27,4,132,3,1,0,0,0
FB03448,2017,11,6,4,product_photo,0.607618,0.550000,regular,97,1,67,94,0,3,0,0,0
FB03461,2017,11,1,4,product_photo,0.607618,0.550000,regular,25,7,0,25,0,0,0,0,0
FB03473,2017,11,4,22,product_photo,0.607618,0.550000,regular,38,6,0,38,0,0,0,0,0
FB03481,2017,11,3,4,product_photo,0.607618,0.550000,regular,28,4,1,28,0,0,0,0,0
FB03485,2017,11,2,1,product_photo,0.607618,0.550000,regular,13,3,1,12,0,0,0,1,0
FB03505,2017,10,4,0,text_status,0.052110,3.000000,low_support,50,0,0,50,0,0,0,0,0
FB03513,2017,10,0,2,live_video,0.330926,1.269166,policy_shift,249,481,24,225,19,2,3,0,0
FB03518,2017,10,5,2,product_photo,0.607618,0.550000,regular,8,0,0,8,0,0,0,0,0
FB03524,2017,10,2,7,live_video,0.330926,1.269166,policy_shift,26,0,0,26,0,0,0,0,0
FB03530,2017,10,0,22,live_video,0.330926,1.269166,policy_shift,378,1053,142,267,102,6,2,1,0
FB03536,2017,10,4,4,live_video,0.330926,1.269166,policy_shift,397,1250,85,289,98,3,5,1,1
FB03544,2017,10,0,1,live_video,0.330926,1.269166,policy_shift,285,866,53,221,62,0,2,0,0
FB03556,2017,10,3,0,live_video,0.330926,1.269166,policy_shift,187,315,39,168,19,0,0,0,0
FB03558,2017,10,2,3,product_photo,0.607618,0.550000,regular,5,0,0,5,0,0,0,0,0
FB03561,2017,10,1,22,product_photo,0.607618,0.550000,regular,54,2,1,52,0,2,0,0,0
FB03565,2017,10,0,11,product_photo,0.607618,0.550000,regular,130,12,0,128,2,0,0,0,0
FB03570,2017,9,4,22,product_photo,0.607618,0.550000,regular,59,12,1,57,1,1,0,0,0
FB03574,2017,9,4,7,product_photo,0.607618,0.550000,regular,33,3,0,33,0,0,0,0,0
FB03581,2017,9,0,23,product_photo,0.607618,0.550000,regular,36,1,1,35,1,0,0,0,0
FB03588,2017,9,0,22,product_photo,0.607618,0.550000,regular,55,2,0,53,2,0,0,0,0
FB03590,2017,9,6,0,live_video,0.330926,1.269166,policy_shift,278,860,56,230,44,3,0,1,0
FB03598,2017,9,1,3,product_photo,0.607618,0.550000,regular,54,1,0,53,1,0,0,0,0
FB03615,2017,9,5,22,live_video,0.330926,1.269166,policy_shift,284,562,93,249,32,1,2,0,0
FB03619,2017,9,3,2,product_photo,0.607618,0.550000,regular,92,5,0,89,0,3,0,0,0
FB03621,2017,9,0,12,product_photo,0.607618,0.550000,regular,144,8,0,135,4,5,0,0,0
FB03631,2017,8,6,22,live_video,0.330926,1.269166,policy_shift,100,280,58,83,17,0,0,0,0
FB03637,2017,8,3,23,live_video,0.330926,1.269166,policy_shift,150,559,38,133,16,1,0,0,0
FB03640,2017,8,2,10,product_photo,0.607618,0.550000,regular,11,2,0,10,0,1,0,0,0
FB03652,2017,8,5,6,product_photo,0.607618,0.550000,regular,43,3,1,40,2,1,0,0,0
FB03657,2017,8,1,5,live_video,0.330926,1.269166,policy_shift,51,126,7,45,6,0,0,0,0
FB03663,2017,8,4,2,product_photo,0.607618,0.550000,regular,10,2,0,10,0,0,0,0,0
FB03667,2017,8,1,10,product_photo,0.607618,0.550000,regular,17,0,0,17,0,0,0,0,0
FB03695,2017,8,1,3,live_video,0.330926,1.269166,policy_shift,54,236,17,43,10,1,0,0,0
FB03719,2017,7,0,0,product_photo,0.607618,0.550000,regular,336,4,18,333,2,1,0,0,0
FB03723,2017,7,6,4,product_photo,0.607618,0.550000,regular,4,0,0,4,0,0,0,0,0
FB03726,2017,7,5,3,product_photo,0.607618,0.550000,regular,2,0,0,2,0,0,0,0,0
FB03730,2017,7,3,3,product_photo,0.607618,0.550000,regular,0,0,0,0,0,0,0,0,0
FB03734,2017,7,1,0,product_photo,0.607618,0.550000,regular,7,0,0,7,0,0,0,0,0
FB03736,2017,7,0,23,product_photo,0.607618,0.550000,regular,5,0,1,5,0,0,0,0,0
FB03771,2017,7,6,5,product_photo,0.607618,0.550000,regular,1,0,0,1,0,0,0,0,0
FB03784,2017,7,3,5,live_video,0.330926,1.269166,policy_shift,11,0,0,11,0,0,0,0,0
FB03786,2017,7,2,5,product_photo,0.607618,0.550000,regular,3,0,0,3,0,0,0,0,0
FB03788,2017,7,1,4,product_photo,0.607618,0.550000,regular,1,0,0,1,0,0,0,0,0
FB03792,2017,7,0,9,product_photo,0.607618,0.550000,regular,1,0,0,1,0,0,0,0,0
FB03810,2017,6,1,4,product_photo,0.607618,0.550000,regular,4,0,0,4,0,0,0,0,0
FB03827,2017,6,4,9,product_photo,0.607618,0.550000,regular,1,0,0,1,0,0,0,0,0
FB03832,2017,6,3,21,product_photo,0.607618,0.550000,regular,3,0,0,3,0,0,0,0,0
FB03835,2017,6,2,3,product_photo,0.607618,0.550000,regular,1,0,1,1,0,0,0,0,0
FB03843,2017,6,4,9,product_photo,0.607618,0.550000,regular,3,0,0,3,0,0,0,0,0
FB03847,2017,6,4,7,product_photo,0.607618,0.550000,regular,4,0,3,4,0,0,0,0,0
FB03850,2018,6,0,4,product_photo,0.607618,0.550000,regular,373,54,1,362,7,4,0,0,0
FB03865,2018,6,5,8,live_video,0.330926,1.269166,policy_shift,910,5963,874,695,198,5,10,1,1
FB03866,2018,6,5,4,product_photo,0.607618,0.550000,regular,352,29,3,323,2,3,23,1,0
FB03872,2018,5,6,9,live_video,0.330926,1.269166,policy_shift,835,3919,684,606,217,2,4,1,5
FB03873,2018,5,5,2,live_video,0.330926,1.269166,policy_shift,820,4829,739,523,276,6,13,2,0
FB03898,2018,5,4,9,live_video,0.330926,1.269166,policy_shift,840,7145,1136,624,196,6,8,2,4
FB03902,2018,4,4,13,product_photo,0.607618,0.550000,regular,293,0,1,286,7,0,0,0,0
FB03908,2018,4,2,6,product_photo,0.607618,0.550000,regular,391,8,48,278,0,13,97,1,2
FB03910,2018,4,0,20,product_photo,0.607618,0.550000,regular,345,70,2,335,4,5,1,0,0
FB03912,2018,4,3,7,product_photo,0.607618,0.550000,regular,186,19,1,174,5,7,0,0,0
FB03919,2018,3,5,3,product_photo,0.607618,0.550000,regular,158,9,1,157,1,0,0,0,0
FB03944,2018,2,2,3,product_photo,0.607618,0.550000,regular,138,8,0,136,2,0,0,0,0
FB03965,2017,12,1,10,product_photo,0.607618,0.550000,regular,105,20,0,104,0,1,0,0,0
FB03980,2018,6,0,7,live_video,0.330926,1.269166,policy_shift,24,0,0,24,0,0,0,0,0
FB03992,2018,6,5,8,live_video,0.330926,1.269166,policy_shift,7,0,0,7,0,0,0,0,0
FB03999,2018,6,4,7,live_video,0.330926,1.269166,policy_shift,215,1229,84,167,44,0,2,1,1
FB04023,2018,5,1,7,product_photo,0.607618,0.550000,regular,15,0,0,15,0,0,0,0,0
FB04076,2018,5,4,3,live_video,0.330926,1.269166,policy_shift,1,0,0,1,0,0,0,0,0
FB04084,2018,5,4,0,live_video,0.330926,1.269166,policy_shift,0,0,0,0,0,0,0,0,0
FB04099,2018,4,4,1,live_video,0.330926,1.269166,policy_shift,2,0,1,2,0,0,0,0,0
FB04114,2018,3,6,8,live_video,0.330926,1.269166,policy_shift,0,0,0,0,0,0,0,0,0
FB04124,2018,3,6,7,live_video,0.330926,1.269166,policy_shift,4,0,0,4,0,0,0,0,0
FB04132,2018,3,4,8,live_video,0.330926,1.269166,policy_shift,1,0,1,1,0,0,0,0,0
FB04133,2018,3,4,7,live_video,0.330926,1.269166,policy_shift,0,0,1,0,0,0,0,0,0
FB04161,2018,2,4,7,live_video,0.330926,1.269166,policy_shift,4,0,0,3,1,0,0,0,0
FB04217,2017,12,4,7,live_video,0.330926,1.269166,policy_shift,9,0,0,9,0,0,0,0,0
FB04223,2017,12,2,5,live_video,0.330926,1.269166,policy_shift,5,0,0,5,0,0,0,0,0
FB04229,2017,12,0,0,live_video,0.330926,1.269166,policy_shift,2,0,0,2,0,0,0,0,0
FB04245,2017,12,6,7,live_video,0.330926,1.269166,policy_shift,4,0,0,4,0,0,0,0,0
FB04249,2017,12,5,7,live_video,0.330926,1.269166,policy_shift,3,0,0,3,0,0,0,0,0
FB04262,2017,12,0,3,live_video,0.330926,1.269166,policy_shift,3,0,0,3,0,0,0,0,0
FB04280,2017,12,2,5,live_video,0.330926,1.269166,policy_shift,47,39,8,43,4,0,0,0,0
FB04289,2017,12,0,7,live_video,0.330926,1.269166,policy_shift,4,0,0,4,0,0,0,0,0
FB04290,2017,12,6,9,live_video,0.330926,1.269166,policy_shift,2,0,0,2,0,0,0,0,0
FB04306,2017,12,5,6,live_video,0.330926,1.269166,policy_shift,2,0,0,2,0,0,0,0,0
FB04309,2017,12,5,4,live_video,0.330926,1.269166,policy_shift,54,90,281,47,7,0,0,0,0
FB04312,2017,12,5,3,live_video,0.330926,1.269166,policy_shift,5,0,0,5,0,0,0,0,0
FB04316,2017,12,4,22,live_video,0.330926,1.269166,policy_shift,88,247,319,72,13,1,1,1,0
FB04317,2017,12,4,8,live_video,0.330926,1.269166,policy_shift,3,0,0,3,0,0,0,0,0
FB04321,2017,12,4,8,live_video,0.330926,1.269166,policy_shift,3,0,0,3,0,0,0,0,0
FB04322,2017,12,4,8,live_video,0.330926,1.269166,policy_shift,1,0,0,1,0,0,0,0,0
FB04325,2017,12,4,7,live_video,0.330926,1.269166,policy_shift,2,0,0,2,0,0,0,0,0
FB04362,2017,11,4,5,live_video,0.330926,1.269166,policy_shift,3,0,0,3,0,0,0,0,0
FB04375,2017,11,0,9,live_video,0.330926,1.269166,policy_shift,3,0,0,3,0,0,0,0,0
FB04395,2017,11,4,8,live_video,0.330926,1.269166,policy_shift,9,0,0,9,0,0,0,0,0
FB04399,2017,11,3,8,live_video,0.330926,1.269166,policy_shift,0,0,0,0,0,0,0,0,0
FB04403,2017,11,2,9,live_video,0.330926,1.269166,policy_shift,1,0,0,1,0,0,0,0,0
FB04405,2017,11,2,9,live_video,0.330926,1.269166,policy_shift,0,0,0,0,0,0,0,0,0
FB04407,2017,11,2,8,live_video,0.330926,1.269166,policy_shift,2,0,0,2,0,0,0,0,0
FB04411,2017,11,1,4,live_video,0.330926,1.269166,policy_shift,3,0,0,3,0,0,0,0,0
