post_id,published_year,published_month,published_weekday,published_hour,logged_content_route,behavior_propensity,target_policy_weight,priority_stratum,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,response_route
FB01157,2015,6,4,1,live_video,0.330926,1.269166,policy_shift,2204,10,9,2204,0,0,0,0,0,share_amplify
FB01160,2015,6,3,7,product_photo,0.607618,0.550000,regular,12,1,0,12,0,0,0,0,0,routine_watch
FB01163,2015,6,1,4,live_video,0.330926,1.269166,policy_shift,1926,4,15,1926,0,0,0,0,0,share_amplify
FB01165,2015,6,6,23,text_status,0.052110,3.000000,low_support,2419,15,14,2419,0,0,0,0,0,share_amplify
FB01166,2015,6,6,23,text_status,0.052110,3.000000,low_support,2297,14,0,2297,0,0,0,0,0,conversation_service
FB01168,2015,6,6,1,live_video,0.330926,1.269166,policy_shift,2033,11,12,2033,0,0,0,0,0,share_amplify
FB01169,2015,6,6,1,product_photo,0.607618,0.550000,regular,2414,22,0,2414,0,0,0,0,0,conversation_service
FB01174,2015,6,3,3,live_video,0.330926,1.269166,policy_shift,2201,2,1,2201,0,0,0,0,0,share_amplify
FB01176,2015,6,2,4,link_teaser,0.009346,3.000000,low_support,1940,70,12,1940,0,0,0,0,0,conversation_service
FB01181,2015,6,2,9,live_video,0.330926,1.269166,policy_shift,55,2,9,55,0,0,0,0,0,share_amplify
FB01182,2015,6,2,4,product_photo,0.607618,0.550000,regular,2242,7,6,2242,0,0,0,0,0,share_amplify
FB01183,2015,6,0,11,product_photo,0.607618,0.550000,regular,2028,16,0,2028,0,0,0,0,0,conversation_service
FB01184,2015,6,0,5,live_video,0.330926,1.269166,policy_shift,2300,1,6,2300,0,0,0,0,0,share_amplify
FB01185,2015,6,6,5,product_photo,0.607618,0.550000,regular,6,0,1,6,0,0,0,0,0,routine_watch
FB01189,2015,6,3,22,product_photo,0.607618,0.550000,regular,2276,30,1,2276,0,0,0,0,0,conversation_service
FB01190,2015,6,3,2,text_status,0.052110,3.000000,low_support,2319,14,2,2319,0,0,0,0,0,conversation_service
FB01192,2015,6,1,4,live_video,0.330926,1.269166,policy_shift,2329,13,18,2329,0,0,0,0,0,share_amplify
FB01194,2015,6,0,3,live_video,0.330926,1.269166,policy_shift,2252,0,1,2252,0,0,0,0,0,share_amplify
FB01197,2015,5,4,3,product_photo,0.607618,0.550000,regular,2095,213,68,2095,0,0,0,0,0,share_amplify
FB01198,2015,5,4,3,product_photo,0.607618,0.550000,regular,2030,28,0,2030,0,0,0,0,0,conversation_service
FB01201,2015,5,2,0,product_photo,0.607618,0.550000,regular,2118,6,0,2118,0,0,0,0,0,conversation_service
FB01202,2015,5,1,21,product_photo,0.607618,0.550000,regular,2112,28,2,2112,0,0,0,0,0,conversation_service
FB01203,2015,5,1,6,product_photo,0.607618,0.550000,regular,2675,13,0,2675,0,0,0,0,0,conversation_service
FB01206,2015,5,0,2,live_video,0.330926,1.269166,policy_shift,1892,4,1,1892,0,0,0,0,0,conversation_service
FB01208,2015,5,6,5,live_video,0.330926,1.269166,policy_shift,3639,175,101,3639,0,0,0,0,0,share_amplify
FB01214,2015,5,6,22,live_video,0.330926,1.269166,policy_shift,2999,281,87,2999,0,0,0,0,0,share_amplify
FB01215,2015,5,5,1,live_video,0.330926,1.269166,policy_shift,1904,5,1,1904,0,0,0,0,0,conversation_service
FB01216,2015,5,4,4,product_photo,0.607618,0.550000,regular,2402,4,0,2402,0,0,0,0,0,conversation_service
FB01217,2015,5,2,22,product_photo,0.607618,0.550000,regular,2239,42,2,2239,0,0,0,0,0,conversation_service
FB01219,2015,4,4,4,live_video,0.330926,1.269166,policy_shift,2374,8,9,2374,0,0,0,0,0,share_amplify
FB01223,2015,4,3,3,product_photo,0.607618,0.550000,regular,2032,3,0,2032,0,0,0,0,0,conversation_service
FB01224,2015,4,3,3,product_photo,0.607618,0.550000,regular,2154,6,2,2154,0,0,0,0,0,share_amplify
FB01225,2015,4,3,3,product_photo,0.607618,0.550000,regular,1997,3,1,1997,0,0,0,0,0,share_amplify
FB01230,2015,4,4,6,product_photo,0.607618,0.550000,regular,4710,50,1,4710,0,0,0,0,0,conversation_service
FB01234,2015,4,1,5,product_photo,0.607618,0.550000,regular,2255,10,2,2255,0,0,0,0,0,conversation_service
FB01236,2015,4,0,21,product_photo,0.607618,0.550000,regular,2051,7,2,2051,0,0,0,0,0,share_amplify
FB01237,2015,4,4,22,product_photo,0.607618,0.550000,regular,2350,11,0,2350,0,0,0,0,0,conversation_service
FB01239,2015,3,2,0,text_status,0.052110,3.000000,low_support,2291,108,0,2291,0,0,0,0,0,conversation_service
FB01244,2015,3,4,0,text_status,0.052110,3.000000,low_support,2148,32,1,2148,0,0,0,0,0,conversation_service
FB01248,2015,3,2,4,product_photo,0.607618,0.550000,regular,1379,20,0,1379,0,0,0,0,0,conversation_service
FB01250,2015,3,0,9,product_photo,0.607618,0.550000,regular,1509,26,2,1509,0,0,0,0,0,conversation_service
FB01254,2015,2,5,3,text_status,0.052110,3.000000,low_support,1496,85,0,1496,0,0,0,0,0,conversation_service
FB01256,2015,2,4,23,text_status,0.052110,3.000000,low_support,1526,14,0,1526,0,0,0,0,0,conversation_service
FB01257,2015,2,3,22,product_photo,0.607618,0.550000,regular,1159,32,4,1159,0,0,0,0,0,conversation_service
FB01258,2015,2,1,7,link_teaser,0.009346,3.000000,low_support,1010,14,4,1010,0,0,0,0,0,share_amplify
FB01259,2015,2,4,12,product_photo,0.607618,0.550000,regular,1182,29,5,1182,0,0,0,0,0,conversation_service
FB01261,2015,2,3,6,product_photo,0.607618,0.550000,regular,1473,12,1,1473,0,0,0,0,0,conversation_service
FB01263,2015,2,2,23,product_photo,0.607618,0.550000,regular,1864,9,0,1864,0,0,0,0,0,conversation_service
FB01264,2015,2,2,20,link_teaser,0.009346,3.000000,low_support,1032,9,0,1032,0,0,0,0,0,conversation_service
FB01265,2015,2,2,0,product_photo,0.607618,0.550000,regular,1630,15,1,1630,0,0,0,0,0,conversation_service
FB01266,2015,2,6,23,product_photo,0.607618,0.550000,regular,545,13,0,545,0,0,0,0,0,conversation_service
FB01267,2015,2,6,3,product_photo,0.607618,0.550000,regular,1193,38,5,1193,0,0,0,0,0,conversation_service
FB01269,2015,2,5,13,product_photo,0.607618,0.550000,regular,1272,7,1,1272,0,0,0,0,0,conversation_service
FB01270,2015,2,4,22,product_photo,0.607618,0.550000,regular,1238,21,0,1238,0,0,0,0,0,conversation_service
FB01271,2015,2,4,4,product_photo,0.607618,0.550000,regular,1500,13,1,1500,0,0,0,0,0,conversation_service
FB01274,2015,2,0,9,product_photo,0.607618,0.550000,regular,1246,41,3,1246,0,0,0,0,0,conversation_service
FB01275,2015,2,6,5,product_photo,0.607618,0.550000,regular,1540,25,2,1540,0,0,0,0,0,conversation_service
FB01276,2015,2,0,4,product_photo,0.607618,0.550000,regular,1282,35,4,1282,0,0,0,0,0,conversation_service
FB01277,2015,2,6,3,product_photo,0.607618,0.550000,regular,1253,42,6,1253,0,0,0,0,0,conversation_service
FB01279,2015,1,3,22,product_photo,0.607618,0.550000,regular,1445,40,3,1445,0,0,0,0,0,conversation_service
FB01281,2015,1,0,22,product_photo,0.607618,0.550000,regular,1610,55,8,1610,0,0,0,0,0,conversation_service
FB01282,2015,1,0,6,live_video,0.330926,1.269166,policy_shift,1714,36,9,1714,0,0,0,0,0,conversation_service
FB01285,2015,1,5,23,text_status,0.052110,3.000000,low_support,1667,6,0,1667,0,0,0,0,0,conversation_service
FB01286,2015,1,4,23,live_video,0.330926,1.269166,policy_shift,1204,9,5,1204,0,0,0,0,0,share_amplify
FB01287,2015,1,4,19,link_teaser,0.009346,3.000000,low_support,1182,0,0,1182,0,0,0,0,0,share_amplify
FB01291,2015,1,0,0,product_photo,0.607618,0.550000,regular,1469,51,4,1469,0,0,0,0,0,conversation_service
FB01292,2015,1,0,0,product_photo,0.607618,0.550000,regular,1668,10,1,1668,0,0,0,0,0,conversation_service
FB01293,2015,1,6,22,product_photo,0.607618,0.550000,regular,2000,9,1,2000,0,0,0,0,0,conversation_service
FB01295,2015,1,5,12,link_teaser,0.009346,3.000000,low_support,1342,4,0,1342,0,0,0,0,0,conversation_service
FB01300,2015,1,1,0,live_video,0.330926,1.269166,policy_shift,1277,14,29,1277,0,0,0,0,0,share_amplify
FB01307,2015,1,5,5,product_photo,0.607618,0.550000,regular,1300,18,1,1300,0,0,0,0,0,conversation_service
FB01309,2015,1,2,2,link_teaser,0.009346,3.000000,low_support,1444,6,1,1444,0,0,0,0,0,conversation_service
FB01311,2015,1,2,2,product_photo,0.607618,0.550000,regular,366,28,5,366,0,0,0,0,0,conversation_service
FB01312,2015,1,4,23,product_photo,0.607618,0.550000,regular,1424,6,0,1424,0,0,0,0,0,conversation_service
FB01314,2014,12,2,7,live_video,0.330926,1.269166,policy_shift,1501,113,38,1501,0,0,0,0,0,share_amplify
FB01316,2014,11,4,5,product_photo,0.607618,0.550000,regular,40,0,0,40,0,0,0,0,0,share_amplify
FB01317,2014,10,5,9,live_video,0.330926,1.269166,policy_shift,1078,131,50,1078,0,0,0,0,0,share_amplify
FB01318,2014,10,1,23,product_photo,0.607618,0.550000,regular,413,29,3,413,0,0,0,0,0,conversation_service
FB01319,2014,10,6,6,live_video,0.330926,1.269166,policy_shift,1077,243,65,1077,0,0,0,0,0,share_amplify
FB01321,2014,10,0,7,live_video,0.330926,1.269166,policy_shift,748,38,12,748,0,0,0,0,0,share_amplify
FB01322,2014,10,2,23,product_photo,0.607618,0.550000,regular,0,0,0,0,0,0,0,0,0,routine_watch
FB01324,2014,9,4,22,product_photo,0.607618,0.550000,regular,9,0,1,9,0,0,0,0,0,routine_watch
FB01327,2014,9,4,13,product_photo,0.607618,0.550000,regular,15,0,0,15,0,0,0,0,0,routine_watch
FB01329,2014,8,6,2,live_video,0.330926,1.269166,policy_shift,616,11,0,616,0,0,0,0,0,conversation_service
FB01331,2014,8,3,5,live_video,0.330926,1.269166,policy_shift,1343,15,3,1343,0,0,0,0,0,conversation_service
FB01333,2014,8,2,5,live_video,0.330926,1.269166,policy_shift,1053,5,1,1053,0,0,0,0,0,conversation_service
FB01334,2014,7,0,4,live_video,0.330926,1.269166,policy_shift,1272,17,0,1272,0,0,0,0,0,conversation_service
FB01336,2014,7,6,3,live_video,0.330926,1.269166,policy_shift,2713,67,15,2713,0,0,0,0,0,conversation_service
FB01337,2014,7,6,3,live_video,0.330926,1.269166,policy_shift,1529,22,7,1529,0,0,0,0,0,share_amplify
FB01338,2014,7,2,20,live_video,0.330926,1.269166,policy_shift,753,9,0,753,0,0,0,0,0,conversation_service
FB01340,2014,7,2,6,live_video,0.330926,1.269166,policy_shift,1429,34,14,1429,0,0,0,0,0,share_amplify
FB01342,2014,7,5,7,live_video,0.330926,1.269166,policy_shift,3730,156,93,3730,0,0,0,0,0,share_amplify
FB01343,2014,7,2,1,live_video,0.330926,1.269166,policy_shift,357,7,1,357,0,0,0,0,0,conversation_service
FB01344,2014,7,1,9,product_photo,0.607618,0.550000,regular,358,1,0,358,0,0,0,0,0,share_amplify
FB01345,2014,6,0,3,live_video,0.330926,1.269166,policy_shift,1211,84,8,1211,0,0,0,0,0,conversation_service
FB01346,2014,6,3,21,live_video,0.330926,1.269166,policy_shift,323,12,1,323,0,0,0,0,0,conversation_service
FB01347,2014,6,5,11,live_video,0.330926,1.269166,policy_shift,169,4,0,169,0,0,0,0,0,conversation_service
FB01349,2014,6,2,2,live_video,0.330926,1.269166,policy_shift,1058,29,12,1058,0,0,0,0,0,share_amplify
FB01350,2014,6,1,8,live_video,0.330926,1.269166,policy_shift,230,4,1,230,0,0,0,0,0,conversation_service
FB01355,2014,6,6,3,live_video,0.330926,1.269166,policy_shift,435,9,1,435,0,0,0,0,0,conversation_service
FB01357,2014,6,3,6,live_video,0.330926,1.269166,policy_shift,532,19,1,532,0,0,0,0,0,conversation_service
FB01359,2014,6,2,10,live_video,0.330926,1.269166,policy_shift,640,31,2,640,0,0,0,0,0,conversation_service
FB01360,2014,6,1,1,product_photo,0.607618,0.550000,regular,376,3,20,376,0,0,0,0,0,share_amplify
FB01362,2014,6,6,7,live_video,0.330926,1.269166,policy_shift,591,41,2,591,0,0,0,0,0,conversation_service
FB01363,2014,5,5,5,live_video,0.330926,1.269166,policy_shift,519,17,7,519,0,0,0,0,0,share_amplify
FB01365,2014,5,4,7,live_video,0.330926,1.269166,policy_shift,287,5,1,287,0,0,0,0,0,conversation_service
FB01367,2014,5,2,7,live_video,0.330926,1.269166,policy_shift,543,17,11,543,0,0,0,0,0,share_amplify
FB01371,2014,5,5,6,live_video,0.330926,1.269166,policy_shift,1013,24,0,1013,0,0,0,0,0,conversation_service
FB01372,2014,5,5,6,live_video,0.330926,1.269166,policy_shift,653,19,3,653,0,0,0,0,0,conversation_service
FB01374,2014,5,4,3,live_video,0.330926,1.269166,policy_shift,433,7,0,433,0,0,0,0,0,conversation_service
FB01382,2014,5,3,10,live_video,0.330926,1.269166,policy_shift,227,11,7,227,0,0,0,0,0,share_amplify
FB01383,2014,5,3,4,live_video,0.330926,1.269166,policy_shift,748,40,4,748,0,0,0,0,0,conversation_service
FB01384,2014,5,1,11,live_video,0.330926,1.269166,policy_shift,406,3,2,406,0,0,0,0,0,share_amplify
FB01386,2014,5,0,1,product_photo,0.607618,0.550000,regular,156,0,0,156,0,0,0,0,0,share_amplify
FB01387,2014,5,6,1,live_video,0.330926,1.269166,policy_shift,641,14,2,641,0,0,0,0,0,conversation_service
FB01389,2014,5,3,10,live_video,0.330926,1.269166,policy_shift,489,13,1,489,0,0,0,0,0,conversation_service
FB01391,2014,4,1,9,live_video,0.330926,1.269166,policy_shift,187,12,1,187,0,0,0,0,0,conversation_service
FB01393,2014,4,6,14,live_video,0.330926,1.269166,policy_shift,406,18,8,406,0,0,0,0,0,share_amplify
FB01394,2014,4,6,13,live_video,0.330926,1.269166,policy_shift,329,10,1,329,0,0,0,0,0,conversation_service
FB01395,2014,4,5,23,live_video,0.330926,1.269166,policy_shift,507,15,0,507,0,0,0,0,0,conversation_service
FB01396,2014,4,5,8,product_photo,0.607618,0.550000,regular,188,8,0,188,0,0,0,0,0,conversation_service
FB01398,2014,4,5,0,live_video,0.330926,1.269166,policy_shift,525,14,1,525,0,0,0,0,0,conversation_service
FB01399,2014,4,4,23,live_video,0.330926,1.269166,policy_shift,306,12,0,306,0,0,0,0,0,conversation_service
FB01401,2014,4,4,22,live_video,0.330926,1.269166,policy_shift,572,10,0,572,0,0,0,0,0,conversation_service
FB01402,2014,4,4,9,live_video,0.330926,1.269166,policy_shift,110,0,1,110,0,0,0,0,0,share_amplify
FB01404,2014,4,3,4,live_video,0.330926,1.269166,policy_shift,596,17,1,596,0,0,0,0,0,conversation_service
FB01410,2014,4,6,12,live_video,0.330926,1.269166,policy_shift,433,4,0,433,0,0,0,0,0,conversation_service
FB01413,2014,4,1,23,live_video,0.330926,1.269166,policy_shift,699,10,2,699,0,0,0,0,0,conversation_service
FB01416,2014,4,4,1,live_video,0.330926,1.269166,policy_shift,972,16,2,972,0,0,0,0,0,conversation_service
FB01417,2014,3,4,8,live_video,0.330926,1.269166,policy_shift,330,18,0,330,0,0,0,0,0,conversation_service
FB01419,2014,3,1,12,live_video,0.330926,1.269166,policy_shift,1923,234,5,1923,0,0,0,0,0,conversation_service
FB01420,2014,3,5,8,live_video,0.330926,1.269166,policy_shift,1467,107,1,1467,0,0,0,0,0,conversation_service
FB01421,2014,3,5,6,live_video,0.330926,1.269166,policy_shift,1989,36,5,1989,0,0,0,0,0,conversation_service
FB01422,2014,3,5,0,live_video,0.330926,1.269166,policy_shift,779,9,0,779,0,0,0,0,0,conversation_service
FB01424,2014,3,4,9,live_video,0.330926,1.269166,policy_shift,493,14,2,493,0,0,0,0,0,conversation_service
FB01426,2014,3,6,9,live_video,0.330926,1.269166,policy_shift,273,10,0,273,0,0,0,0,0,conversation_service
FB01427,2014,3,6,1,live_video,0.330926,1.269166,policy_shift,2613,50,3,2613,0,0,0,0,0,conversation_service
FB01428,2014,3,5,15,live_video,0.330926,1.269166,policy_shift,2137,44,3,2137,0,0,0,0,0,conversation_service
FB01430,2014,3,5,5,live_video,0.330926,1.269166,policy_shift,3919,77,12,3919,0,0,0,0,0,conversation_service
FB01434,2014,3,1,23,live_video,0.330926,1.269166,policy_shift,767,26,2,767,0,0,0,0,0,conversation_service
FB01435,2014,3,1,5,live_video,0.330926,1.269166,policy_shift,722,9,1,722,0,0,0,0,0,conversation_service
FB01436,2014,3,0,22,link_teaser,0.009346,3.000000,low_support,37,0,0,37,0,0,0,0,0,share_amplify
FB01441,2014,3,0,5,live_video,0.330926,1.269166,policy_shift,685,10,2,685,0,0,0,0,0,conversation_service
FB01443,2014,3,6,10,live_video,0.330926,1.269166,policy_shift,353,0,3,353,0,0,0,0,0,share_amplify
FB01445,2014,3,6,2,live_video,0.330926,1.269166,policy_shift,2669,23,2,2669,0,0,0,0,0,conversation_service
FB01447,2014,3,5,23,live_video,0.330926,1.269166,policy_shift,973,8,1,973,0,0,0,0,0,conversation_service
FB01448,2014,3,5,10,live_video,0.330926,1.269166,policy_shift,778,24,2,778,0,0,0,0,0,conversation_service
FB01449,2014,3,5,9,live_video,0.330926,1.269166,policy_shift,551,2,0,551,0,0,0,0,0,conversation_service
FB01451,2014,3,5,8,live_video,0.330926,1.269166,policy_shift,493,17,1,493,0,0,0,0,0,conversation_service
FB01453,2014,3,3,11,live_video,0.330926,1.269166,policy_shift,405,6,1,405,0,0,0,0,0,conversation_service
FB01456,2014,3,3,5,live_video,0.330926,1.269166,policy_shift,367,7,0,367,0,0,0,0,0,conversation_service
FB01457,2014,3,3,5,live_video,0.330926,1.269166,policy_shift,500,16,0,500,0,0,0,0,0,conversation_service
FB01470,2014,2,4,5,live_video,0.330926,1.269166,policy_shift,849,25,1,849,0,0,0,0,0,conversation_service
FB01471,2014,2,1,12,live_video,0.330926,1.269166,policy_shift,109,6,3,109,0,0,0,0,0,share_amplify
FB01472,2014,2,0,6,live_video,0.330926,1.269166,policy_shift,413,7,2,413,0,0,0,0,0,share_amplify
FB01474,2014,2,6,8,live_video,0.330926,1.269166,policy_shift,425,12,0,425,0,0,0,0,0,conversation_service
FB01476,2014,2,6,8,live_video,0.330926,1.269166,policy_shift,313,6,0,313,0,0,0,0,0,conversation_service
FB01478,2014,2,6,1,live_video,0.330926,1.269166,policy_shift,714,46,5,714,0,0,0,0,0,conversation_service
FB01480,2014,2,5,1,live_video,0.330926,1.269166,policy_shift,462,15,0,462,0,0,0,0,0,conversation_service
FB01481,2014,2,4,0,product_photo,0.607618,0.550000,regular,41,2,0,41,0,0,0,0,0,conversation_service
FB01485,2014,2,0,9,product_photo,0.607618,0.550000,regular,344,10,0,344,0,0,0,0,0,conversation_service
FB01486,2014,2,5,18,live_video,0.330926,1.269166,policy_shift,621,16,8,621,0,0,0,0,0,share_amplify
FB01490,2014,2,3,14,live_video,0.330926,1.269166,policy_shift,327,6,6,327,0,0,0,0,0,share_amplify
FB01491,2014,2,3,12,live_video,0.330926,1.269166,policy_shift,505,21,11,505,0,0,0,0,0,share_amplify
FB01492,2014,2,3,6,live_video,0.330926,1.269166,policy_shift,424,6,0,424,0,0,0,0,0,conversation_service
FB01493,2014,2,3,5,live_video,0.330926,1.269166,policy_shift,514,10,2,514,0,0,0,0,0,conversation_service
FB01494,2014,2,2,11,live_video,0.330926,1.269166,policy_shift,412,17,0,412,0,0,0,0,0,conversation_service
FB01496,2014,2,2,5,live_video,0.330926,1.269166,policy_shift,233,4,0,233,0,0,0,0,0,conversation_service
FB01498,2014,2,5,0,live_video,0.330926,1.269166,policy_shift,800,26,2,800,0,0,0,0,0,conversation_service
FB01504,2014,1,4,9,live_video,0.330926,1.269166,policy_shift,437,31,0,437,0,0,0,0,0,conversation_service
FB01505,2014,1,3,8,product_photo,0.607618,0.550000,regular,219,8,0,219,0,0,0,0,0,conversation_service
FB01506,2014,1,2,5,live_video,0.330926,1.269166,policy_shift,267,9,0,267,0,0,0,0,0,conversation_service
FB01507,2014,1,1,5,live_video,0.330926,1.269166,policy_shift,321,12,2,321,0,0,0,0,0,conversation_service
FB01509,2014,1,1,4,live_video,0.330926,1.269166,policy_shift,318,14,0,318,0,0,0,0,0,conversation_service
FB01512,2014,1,1,0,live_video,0.330926,1.269166,policy_shift,417,6,0,417,0,0,0,0,0,conversation_service
FB01517,2014,1,6,4,live_video,0.330926,1.269166,policy_shift,981,32,6,981,0,0,0,0,0,conversation_service
FB01520,2014,1,1,23,live_video,0.330926,1.269166,policy_shift,542,9,0,542,0,0,0,0,0,conversation_service
FB01521,2014,1,1,6,live_video,0.330926,1.269166,policy_shift,254,2,0,254,0,0,0,0,0,conversation_service
FB01522,2014,1,0,9,live_video,0.330926,1.269166,policy_shift,325,36,0,325,0,0,0,0,0,conversation_service
FB01524,2014,1,6,2,live_video,0.330926,1.269166,policy_shift,247,8,0,247,0,0,0,0,0,conversation_service
FB01526,2014,1,6,12,live_video,0.330926,1.269166,policy_shift,396,30,1,396,0,0,0,0,0,conversation_service
FB01528,2014,1,6,6,live_video,0.330926,1.269166,policy_shift,204,1,0,204,0,0,0,0,0,share_amplify
FB01530,2014,1,6,0,product_photo,0.607618,0.550000,regular,6,0,0,6,0,0,0,0,0,routine_watch
FB01532,2014,1,5,2,live_video,0.330926,1.269166,policy_shift,240,7,0,240,0,0,0,0,0,conversation_service
FB01533,2014,1,5,0,live_video,0.330926,1.269166,policy_shift,479,18,1,479,0,0,0,0,0,conversation_service
FB01534,2014,1,4,9,live_video,0.330926,1.269166,policy_shift,282,7,0,282,0,0,0,0,0,conversation_service
FB01535,2014,1,4,7,live_video,0.330926,1.269166,policy_shift,107,1,2,107,0,0,0,0,0,share_amplify
FB01538,2014,1,2,10,live_video,0.330926,1.269166,policy_shift,157,9,3,157,0,0,0,0,0,share_amplify
FB01539,2014,1,2,7,live_video,0.330926,1.269166,policy_shift,358,19,1,358,0,0,0,0,0,conversation_service
FB01540,2014,1,2,3,product_photo,0.607618,0.550000,regular,45,1,0,45,0,0,0,0,0,share_amplify
FB01542,2014,1,1,23,live_video,0.330926,1.269166,policy_shift,328,21,5,328,0,0,0,0,0,conversation_service
FB01544,2014,1,6,14,live_video,0.330926,1.269166,policy_shift,202,10,1,202,0,0,0,0,0,conversation_service
FB01548,2013,12,1,23,live_video,0.330926,1.269166,policy_shift,101,2,1,101,0,0,0,0,0,share_amplify
FB01549,2013,12,1,11,live_video,0.330926,1.269166,policy_shift,258,7,0,258,0,0,0,0,0,conversation_service
FB01552,2013,12,5,6,product_photo,0.607618,0.550000,regular,46,4,0,46,0,0,0,0,0,conversation_service
FB01553,2013,12,4,7,product_photo,0.607618,0.550000,regular,63,0,0,63,0,0,0,0,0,share_amplify
FB01555,2013,12,3,10,live_video,0.330926,1.269166,policy_shift,126,5,2,126,0,0,0,0,0,share_amplify
FB01556,2013,12,2,23,live_video,0.330926,1.269166,policy_shift,175,6,0,175,0,0,0,0,0,conversation_service
FB01560,2013,12,1,9,product_photo,0.607618,0.550000,regular,100,1,1,100,0,0,0,0,0,share_amplify
FB01565,2013,12,5,22,product_photo,0.607618,0.550000,regular,75,0,0,75,0,0,0,0,0,share_amplify
FB01566,2013,12,4,23,product_photo,0.607618,0.550000,regular,101,1,0,101,0,0,0,0,0,share_amplify
FB01571,2013,12,2,9,product_photo,0.607618,0.550000,regular,134,3,0,134,0,0,0,0,0,conversation_service
FB01572,2013,12,2,6,product_photo,0.607618,0.550000,regular,72,0,0,72,0,0,0,0,0,share_amplify
FB01574,2013,12,1,3,live_video,0.330926,1.269166,policy_shift,221,2,0,221,0,0,0,0,0,conversation_service
FB01578,2013,12,6,9,product_photo,0.607618,0.550000,regular,216,8,0,216,0,0,0,0,0,conversation_service
FB01579,2013,12,6,5,live_video,0.330926,1.269166,policy_shift,110,0,0,110,0,0,0,0,0,share_amplify
FB01581,2013,12,5,9,live_video,0.330926,1.269166,policy_shift,225,13,0,225,0,0,0,0,0,conversation_service
FB01583,2013,12,4,8,product_photo,0.607618,0.550000,regular,91,6,0,91,0,0,0,0,0,conversation_service
FB01585,2013,12,4,6,live_video,0.330926,1.269166,policy_shift,562,0,0,562,0,0,0,0,0,share_amplify
FB01586,2013,12,4,3,product_photo,0.607618,0.550000,regular,184,0,0,184,0,0,0,0,0,share_amplify
FB01589,2013,12,0,8,live_video,0.330926,1.269166,policy_shift,57,0,0,57,0,0,0,0,0,share_amplify
FB01592,2013,12,3,22,product_photo,0.607618,0.550000,regular,263,14,0,263,0,0,0,0,0,conversation_service
FB01595,2013,12,2,1,product_photo,0.607618,0.550000,regular,114,3,0,114,0,0,0,0,0,conversation_service
FB01596,2013,12,1,7,product_photo,0.607618,0.550000,regular,187,9,0,187,0,0,0,0,0,conversation_service
FB01600,2013,11,2,20,product_photo,0.607618,0.550000,regular,99,11,0,99,0,0,0,0,0,conversation_service
FB01605,2013,11,2,9,product_photo,0.607618,0.550000,regular,113,2,0,113,0,0,0,0,0,conversation_service
FB01606,2013,11,2,0,product_photo,0.607618,0.550000,regular,61,0,0,61,0,0,0,0,0,share_amplify
FB01608,2013,11,2,0,product_photo,0.607618,0.550000,regular,66,1,0,66,0,0,0,0,0,share_amplify
FB01609,2013,11,1,10,live_video,0.330926,1.269166,policy_shift,638,34,9,638,0,0,0,0,0,share_amplify
FB01610,2013,11,1,0,live_video,0.330926,1.269166,policy_shift,154,0,0,154,0,0,0,0,0,share_amplify
FB01611,2013,11,0,23,live_video,0.330926,1.269166,policy_shift,95,9,3,95,0,0,0,0,0,share_amplify
FB01613,2013,11,0,23,product_photo,0.607618,0.550000,regular,71,2,1,71,0,0,0,0,0,share_amplify
FB01614,2013,11,0,2,live_video,0.330926,1.269166,policy_shift,813,6,0,813,0,0,0,0,0,conversation_service
FB01615,2013,11,0,1,live_video,0.330926,1.269166,policy_shift,506,44,7,506,0,0,0,0,0,conversation_service
FB01619,2013,11,6,4,product_photo,0.607618,0.550000,regular,179,11,0,179,0,0,0,0,0,conversation_service
FB01621,2013,11,4,22,live_video,0.330926,1.269166,policy_shift,203,3,1,203,0,0,0,0,0,share_amplify
FB01622,2013,11,4,21,product_photo,0.607618,0.550000,regular,277,52,2,277,0,0,0,0,0,conversation_service
FB01623,2013,11,4,20,live_video,0.330926,1.269166,policy_shift,62,2,0,62,0,0,0,0,0,conversation_service
FB01624,2013,11,4,5,live_video,0.330926,1.269166,policy_shift,200,6,0,200,0,0,0,0,0,conversation_service
FB01625,2013,11,3,10,product_photo,0.607618,0.550000,regular,339,30,0,339,0,0,0,0,0,conversation_service
FB01630,2013,11,4,21,product_photo,0.607618,0.550000,regular,59,0,0,59,0,0,0,0,0,share_amplify
FB01631,2013,11,2,11,live_video,0.330926,1.269166,policy_shift,110,12,3,110,0,0,0,0,0,conversation_service
FB01632,2013,11,2,10,live_video,0.330926,1.269166,policy_shift,147,13,2,147,0,0,0,0,0,conversation_service
FB01635,2013,11,1,5,live_video,0.330926,1.269166,policy_shift,351,5,2,351,0,0,0,0,0,share_amplify
FB01639,2013,11,0,6,live_video,0.330926,1.269166,policy_shift,560,22,12,560,0,0,0,0,0,share_amplify
FB01640,2013,11,6,2,live_video,0.330926,1.269166,policy_shift,374,9,16,374,0,0,0,0,0,share_amplify
FB01641,2013,11,5,23,live_video,0.330926,1.269166,policy_shift,559,22,7,559,0,0,0,0,0,share_amplify
FB01642,2013,11,5,10,live_video,0.330926,1.269166,policy_shift,169,6,5,169,0,0,0,0,0,share_amplify
FB01644,2013,11,5,7,live_video,0.330926,1.269166,policy_shift,58,2,4,58,0,0,0,0,0,share_amplify
