case_id,policy_id,cluster,event_id,state_id,next_state,reward,cost,target_prob,behavior_prob,noise_a,source_id
public-013,P4,3,event::12:3:3:1:5,S12_01,S12_03,1.3375514807375943,0.24537490126011058,0.68491040494967503,0.042927807527935326,-171.947148031,noise::9904662848
public-007,P2,1,event::06:1:1:0:2,S06_00,S06_05,0.51496199081867056,0.23340479033296607,0.70938843616831293,0.54188989963987944,870.688603659,noise::7897382482
public-005,P2,5,event::04:1:5:4:8,S04_04,S04_00,1.163227920474899,0.28007279817789166,0.75029458426810591,0.14072050744170231,723.22384058,noise::1529827233
public-003,P3,1,event::02:2:1:3:8,S02_03,S02_04,0.92013797297297462,0.28012900901699439,0.70465121315977697,0.30850313307686011,-247.205082113,noise::2579580331
public-007,P3,0,event::06:2:0:6:5,S06_06,S06_03,0.79122199247472746,0.31616123010037411,0.051005684900758477,0.56153252587067737,890.192345141,noise::0210581306
public-004,P1,3,event::03:0:3:4:1,S03_04,S03_01,0.44507738939818287,0.28054931623026758,0.62989538500568165,0.76273044912765886,722.778800482,noise::0257864484
public-013,P1,2,event::12:0:2:1:2,S12_01,S12_04,0.60580837756412997,0.23858084808479713,0.9441956966013314,0.11837924134348918,-257.556297345,noise::3118844030
public-013,P4,3,event::12:3:3:6:0,S12_06,S12_06,1.3761091638085334,0.2980543304685383,0.21976630473005193,0.16268427964370277,533.87834317,noise::0257872912
public-011,P4,4,event::10:3:4:2:8,S10_02,S10_04,1.311773630000491,0.26233705348929692,0.65028140109078669,0.4586285205179213,895.301500347,noise::7565142902
public-005,P1,3,event::04:0:3:0:4,S04_00,S04_03,0.51248009333480837,0.21631611644065046,0.23116070980834452,0.48240157538719119,-434.259358673,noise::1392696111
public-007,P4,4,event::06:3:4:5:1,S06_05,S06_00,1.1102918097132313,0.29130327043648152,0.052692686569952907,0.49332109418617781,180.429089025,noise::0072487103
public-013,P4,4,event::12:3:4:0:3,S12_00,S12_03,0.91921056396618317,0.20170195252252859,0.67210709466861662,0.15502151862955044,946.825394565,noise::5769741264
public-011,P1,0,event::10:0:0:0:1,S10_00,S10_01,0.43624898369399057,0.21538870267952712,0.10589270639416049,0.16582488179974317,-438.192231296,noise::0022640412
public-012,P2,3,event::11:1:3:4:3,S11_04,S11_00,1.1365975669206609,0.26280175655429927,0.11019433360048098,0.2779162329595159,-443.194083931,noise::3562866365
public-005,P4,1,event::04:3:1:3:3,S04_03,S04_03,0.71880524893907105,0.26064612601425169,0.71832815718044041,0.79739871625028325,-206.28684481,noise::3884458519
public-001,P2,4,event::00:1:4:5:6,S00_05,S00_04,0.59812921419267662,0.28573005133853097,0.75729693320587022,0.33248447487978239,-494.300018737,noise::6593266594
public-009,P3,4,event::08:2:4:1:2,S08_01,S08_02,1.0320577633631474,0.2504120893666647,0.14824102733609343,0.11682089697820738,270.169951005,noise::8211117794
public-012,P2,2,event::11:1:2:2:0,S11_02,S11_03,0.93970326666579274,0.24373398222001147,0.76569098871894004,0.52305600336409941,-44.3716732306,noise::7261211808
public-004,P3,3,event::03:2:3:0:7,S03_00,S03_01,0.49554574445040611,0.21700134998360929,0.81895017921130409,0.24179959270946597,-487.167014871,noise::5098818994
public-003,P2,2,event::02:1:2:5:6,S02_05,S02_01,0.31726339691534006,0.28225397865625496,0.46599127139632857,0.70705839199707077,-878.098893017,noise::7543420698
public-012,P2,1,event::11:1:1:2:2,S11_02,S11_02,0.46578753136928475,0.25972608038327744,0.81410600987456949,0.18541542569000199,-801.576285356,noise::2084413650
public-005,P1,4,event::04:0:4:2:4,S04_02,S04_03,0.58044323274258747,0.25831707363556355,0.54964583849624316,0.081898271648524867,-99.7404860762,noise::8151855076
public-010,P2,2,event::09:1:2:1:1,S09_01,S09_03,0.44104360213740279,0.22885414841174351,0.22254148736054366,0.24159570656190604,-480.153175286,noise::7046432936
public-013,P2,2,event::12:1:2:4:5,S12_04,S12_06,1.0979111983385568,0.29135466319547504,0.15376463681080862,0.74838734175114929,-179.615524164,noise::6777334648
public-005,P3,3,event::04:2:3:0:0,S04_00,S04_01,0.58905716586388657,0.21421853949068498,0.47418333694653403,0.66822856729298952,-808.930948674,noise::3611749459
public-002,P2,0,event::01:1:0:0:0,S01_00,S01_02,1.4314157678234414,0.20314315956311094,0.45836676360238193,0.5723639432864791,-11.0468530051,noise::3087284714
public-002,P2,0,event::01:1:0:0:5,S01_00,S01_02,1.3833614114664297,0.22752323083409742,0.067158848306856464,0.42317963514001317,242.821880822,noise::2961835658
public-013,P3,1,event::12:2:1:5:1,S12_05,S12_06,0.73280550688805646,0.29025090032675493,0.33458989633272834,0.090796647593011898,-463.69400975,noise::6832923753
public-002,P2,3,event::01:1:3:3:3,S01_03,S01_05,0.34516274082220866,0.24602105187892431,0.49536528040539168,0.38992101709482824,142.1714787,noise::4273615463
public-006,P2,2,event::05:1:2:3:2,S05_03,S05_05,0.31733641165309279,0.28379710196971003,0.13613289818716462,0.7607282252504457,-181.275401473,noise::3052021416
public-014,P3,0,event::13:2:0:1:6,S13_01,S13_03,0.43212246363589607,0.22795541223607466,0.7773673187242417,0.38576972043970237,-720.839637712,noise::6558570597
public-005,P2,3,event::04:1:3:2:8,S04_02,S04_04,0.55244869196715429,0.25560854241870096,0.94464752942135,0.086589318451755326,-917.342028839,noise::9472306857
public-004,P2,1,event::03:1:1:2:5,S03_02,S03_03,0.83730167116723409,0.26382259946676662,0.688696695784069,0.052824738835444758,819.863039946,noise::1696521125
public-013,P2,4,event::12:1:4:3:0,S12_03,S12_05,0.74569045884855056,0.25715101088926973,0.75412365613117882,0.37841741262763778,-834.051013193,noise::9422516686
public-004,P3,1,event::03:2:1:4:5,S03_04,S03_06,0.85451658986889334,0.29490879372181983,0.32239959147924668,0.72403257290391521,-147.473974232,noise::9048655038
public-001,P1,2,event::00:0:2:1:2,S00_01,S00_01,0.72347367038007171,0.24504056112983216,0.85086211600777417,0.71481375705955008,380.519203773,noise::8822837805
public-007,P1,4,event::06:0:4:5:2,S06_05,S06_00,0.71130000539461991,0.29549049801596083,0.91659844226767029,0.30853718053340445,102.219839969,noise::5432308334
public-002,P3,4,event::01:2:4:2:7,S01_02,S01_04,0.78835358568389324,0.25371946500369374,0.17290443922004223,0.02683461502949535,-777.381201049,noise::3635798679
public-001,P4,0,event::00:3:0:0:5,S00_00,S00_02,1.4104112544695036,0.22037206545337751,0.15077641438767886,0.32949619421454912,-309.234527144,noise::2796334418
public-001,P1,1,event::00:0:1:6:0,S00_06,S00_05,0.8795344079341858,0.30815635352701864,0.56558042910614115,0.61905817075955571,770.892980678,noise::6325345717
public-010,P1,4,event::09:0:4:2:7,S09_02,S09_04,0.7434465917851476,0.24649149037910845,0.27216385082302091,0.16948553208991346,-789.999190417,noise::5956871566
public-010,P4,0,event::09:3:0:1:8,S09_01,S09_03,0.56054388030578406,0.23797629558724515,0.93546300120843273,0.15371298872097874,-497.587196231,noise::7558491600
public-011,P1,0,event::10:0:0:4:2,S10_04,S10_03,0.69484396378958402,0.28023215742603136,0.85202034167053653,0.73772528276422134,448.326982651,noise::0804405426
public-013,P4,2,event::12:3:2:4:7,S12_04,S12_06,1.1439950990046621,0.27845763611664026,0.21174746289091628,0.47304157222891363,642.897700954,noise::3061264449
public-007,P3,2,event::06:2:2:0:7,S06_00,S06_02,0.56543635607624054,0.21935987687461084,0.80024115988782019,0.053107572133250174,151.844995715,noise::9543492477
public-011,P1,2,event::10:0:2:0:0,S10_00,S10_02,0.69121139258659248,0.218845337880647,0.6997375945630222,0.2143627893003153,182.478951451,noise::5885303323
public-010,P3,4,event::09:2:4:5:3,S09_05,S09_05,1.156162489540755,0.27862603124944818,0.16990180656619067,0.070537767264179083,632.717826177,noise::9867821751
public-011,P4,4,event::10:3:4:2:3,S10_02,S10_04,1.3008963777225668,0.24750580328305222,0.57347535726234744,0.53881787994972385,-849.906749856,noise::1852743852
public-012,P3,2,event::11:2:2:4:6,S11_04,S11_04,0.81992653853013331,0.27751816054925005,0.56716767349742891,0.34710348571039273,-413.739270881,noise::6376747499
public-013,P1,3,event::12:0:3:1:6,S12_01,S12_02,0.92368835848949515,0.22451134770797712,0.76285127464752078,0.42644532286412989,-442.336081421,noise::5388022759
public-001,P4,0,event::00:3:0:2:6,S00_02,S00_04,1.4562131148991961,0.24386270561719245,0.28029528673012127,0.50507794643975379,538.692593715,noise::8205484561
public-004,P2,1,event::03:1:1:2:8,S03_02,S03_04,0.80517643828527286,0.25232492620400221,0.073014811181920547,0.1656399115532447,150.261912845,noise::6879390790
public-007,P1,3,event::06:0:3:6:6,S06_06,S06_06,0.84161248677076061,0.29044451847681502,0.66978070240916665,0.078099282889190852,-921.575916387,noise::5101345759
public-005,P3,1,event::04:2:1:3:2,S04_03,S04_03,0.85811638136830304,0.27118675262876929,0.69981673072981121,0.29168853374959069,103.38445241,noise::3744717756
public-005,P2,4,event::04:1:4:3:0,S04_03,S04_05,0.87782985691099658,0.2608094093754118,0.16548310770539321,0.34463489328245378,-836.522809702,noise::9078162045
public-012,P4,2,event::11:3:2:2:8,S11_02,S11_02,0.77168779561958989,0.2695173638967755,0.76727330905203606,0.13674214880427851,-539.737081462,noise::6333456264
public-002,P2,0,event::01:1:0:1:1,S01_01,S01_02,1.3018609476862901,0.24301989743619332,0.2164099235245284,0.15543645915444709,988.962005588,noise::5319357900
public-002,P2,0,event::01:1:0:2:3,S01_02,S01_04,1.455475274494838,0.24753688395538775,0.76612119470439677,0.44319344111733694,-463.128049709,noise::6111539496
public-001,P3,1,event::00:2:1:1:7,S00_01,S00_01,0.92527609893082841,0.24081169529826491,0.19407962521195526,0.49987198804267707,-586.659016786,noise::9470395099
public-001,P1,1,event::00:0:1:2:1,S00_02,S00_02,0.77311644658030132,0.25558686011020487,0.5958043891172784,0.58862474433646561,184.069974703,noise::1984919066
public-012,P3,4,event::11:2:4:4:3,S11_04,S11_00,0.86753085253959195,0.26141548750030758,0.29122957148111239,0.31983609475100233,915.995115074,noise::8803255629
public-012,P2,2,event::11:1:2:1:8,S11_01,S11_03,0.64664036698827043,0.24438540582898463,0.19072634302614552,0.16260973901761461,-413.738232733,noise::1702151484
public-008,P2,2,event::07:1:2:4:7,S07_04,S07_02,0.33962104575294766,0.2793878976849381,0.60821755128881827,0.17720357455408958,550.24231232,noise::6350433494
public-003,P3,3,event::02:2:3:0:0,S02_00,S02_02,0.69809774211663811,0.21653602207587286,0.60293355239169943,0.68887997482367513,-650.132669983,noise::1810318049
public-005,P4,3,event::04:3:3:5:6,S04_05,S04_01,0.64682821977839344,0.28219396211861847,0.4054196462505999,0.11326656582425904,513.697347479,noise::7000948331
public-002,P2,1,event::01:1:1:1:0,S01_01,S01_03,0.78621692998377313,0.22863751212449657,0.83740397591744231,0.58580796540526314,-342.015343918,noise::4393859789
public-002,P1,3,event::01:0:3:2:5,S01_02,S01_03,0.5170902688712955,0.25761175527643376,0.23064287648375503,0.78884303547844326,-790.38450367,noise::5352487697
public-002,P1,1,event::01:0:1:0:8,S01_00,S01_01,0.6173022757973341,0.22770925091155259,0.31636801552390831,0.361730438863751,-996.599716731,noise::6985515817
public-007,P4,0,event::06:3:0:5:5,S06_05,S06_04,1.0664218267051513,0.30159310873645989,0.048790678209109831,0.37946317894396714,-178.573299929,noise::4584172759
public-011,P2,1,event::10:1:1:4:8,S10_04,S10_00,0.57442595443871358,0.29677108740121944,0.86366108058614699,0.79910409686124495,197.4332007,noise::4471373666
public-011,P1,4,event::10:0:4:2:1,S10_02,S10_02,0.76283018910856115,0.2553475908595737,0.13975570356746564,0.057809769407815709,874.306082919,noise::0772595048
public-013,P3,2,event::12:2:2:3:1,S12_03,S12_02,0.67693815250368128,0.2715690195089549,0.79050171027818816,0.52235526920821418,223.673858578,noise::5522048117
public-011,P1,0,event::10:0:0:0:2,S10_00,S10_01,0.52663302143519641,0.23626017223025395,0.94927927620772323,0.2090504126821838,-13.9706264848,noise::8085259849
public-009,P4,3,event::08:3:3:2:8,S08_02,S08_04,1.1920591408722001,0.25912008184553026,0.39532132090327943,0.62952091765898377,199.370352019,noise::1485886908
public-004,P1,2,event::03:0:2:2:3,S03_02,S03_05,0.5485199816628703,0.24135932161094997,0.56765697253460401,0.027872638742693422,-576.054886468,noise::3741505456
public-005,P1,4,event::04:0:4:2:2,S04_02,S04_02,0.81575890605873425,0.26291066941627611,0.068804365837890319,0.43325660375155295,711.398220909,noise::7933037218
public-001,P2,0,event::00:1:0:3:5,S00_03,S00_03,1.3526524072649735,0.2670565127222968,0.7266001748623282,0.22431849349819349,254.024020376,noise::6838766368
public-001,P1,2,event::00:0:2:3:6,S00_03,S00_01,0.68453567345020327,0.2598471077533277,0.85447488189577514,0.33841139817148874,460.677430584,noise::2178340924
public-003,P4,3,event::02:3:3:2:7,S02_02,S02_02,0.032093811375689757,0.25536115264314185,0.44814908627369349,0.047178814213582887,921.986042355,noise::2108583115
public-014,P4,1,event::13:3:1:5:0,S13_05,S13_01,0.78310775071383276,0.2842332514853454,0.88030279248936061,0.69365026975763344,787.26658497,noise::8114418930
public-001,P2,0,event::00:1:0:4:6,S00_04,S00_04,1.0784778762040617,0.26195595112519088,0.50411413992157461,0.26861689080171641,-82.7004533486,noise::1032915556
public-005,P4,3,event::04:3:3:2:7,S04_02,S04_01,0.48540871014376974,0.24946231808315444,0.22406277325782123,0.081036705379997964,-823.426138288,noise::7189281423
public-005,P2,1,event::04:1:1:2:0,S04_02,S04_04,0.65424203673371095,0.23926251068084267,0.72069869909131568,0.029293717522034406,-439.316901325,noise::5273501269
public-014,P4,1,event::13:3:1:0:4,S13_00,S13_00,0.32495247432610863,0.21912988891955562,0.32598422375812802,0.19720730413506626,779.013674974,noise::0880864753
public-005,P2,4,event::04:1:4:3:7,S04_03,S04_05,0.79012835146956673,0.27315968877075375,0.66546904818947883,0.22773947600488964,-885.851883398,noise::7036579574
public-001,P3,5,event::00:2:5:4:1,S00_04,S00_04,0.91833415783345407,0.28578235095739435,0.91547743542390836,0.35416696875636361,243.249887365,noise::4683473427
public-009,P2,0,event::08:1:0:3:1,S08_03,S08_01,0.6990584711028176,0.26494442037697374,0.28490982413685911,0.42727449293770786,665.922855986,noise::4404583318
public-005,P3,4,event::04:2:4:0:5,S04_00,S04_00,0.87500750340871025,0.23784971766005314,0.1298844416071519,0.064880154099856785,526.098678993,noise::3958555222
public-005,P2,1,event::04:1:1:4:1,S04_04,S04_00,0.62594387562402531,0.2781595601236021,0.6146574532139456,0.37554935895076541,-920.227101001,noise::0865184729
public-004,P4,0,event::03:3:0:4:8,S03_04,S03_06,1.5705458622675246,0.29638178043054347,0.46469225666627756,0.2322279065915579,-375.169644337,noise::6004080256
public-007,P3,3,event::06:2:3:3:3,S06_03,S06_04,0.91962692934127732,0.25908170824541282,0.092944973865861646,0.43537941589167023,-770.232450606,noise::0298384880
public-009,P4,4,event::08:3:4:3:7,S08_03,S08_01,1.3619632513220394,0.25675610514420055,0.55383397671938783,0.56032525541785072,-921.812504399,noise::8939848889
public-014,P2,1,event::13:1:1:4:3,S13_04,S13_03,0.82200191433300229,0.27480477432309169,0.87847405756222341,0.40990658552892278,-26.1453648899,noise::0885065605
public-010,P1,1,event::09:0:1:6:7,S09_06,S09_06,0.65416075732495438,0.30157614491458268,0.068787270808418538,0.19375369450119204,46.6591693471,noise::1160469193
public-001,P2,2,event::00:1:2:6:5,S00_06,S00_01,0.66944222496976868,0.32832719765192508,0.90178149012202524,0.71333195529680715,-577.412072101,noise::3506646627
public-010,P2,3,event::09:1:3:4:5,S09_04,S09_04,0.99727368685217521,0.29613670053708185,0.38332981027014124,0.44843056857123192,153.309549215,noise::2763095639
public-002,P4,3,event::01:3:3:1:8,S01_01,S01_01,0.45506717982233114,0.24664019202537163,0.66913059427686117,0.79102763718355584,-876.732336228,noise::6187161088
public-005,P1,5,event::04:0:5:4:8,S04_04,S04_00,0.81307250839016432,0.28279409180737758,0.82134108287755425,0.70809516950143903,-244.058991832,noise::8330503192
public-014,P3,0,event::13:2:0:5:5,S13_05,S13_05,0.8821989207488613,0.31441659604183814,0.17343777855000714,0.49939617480028609,811.805500126,noise::7717972893
public-007,P3,0,event::06:2:0:4:1,S06_04,S06_04,0.81805069990544954,0.27579457359031828,0.035367498796466695,0.60617403352003729,-518.223623861,noise::2261468257
public-005,P2,2,event::04:1:2:1:7,S04_01,S04_03,0.16359554740325868,0.23578373025383359,0.49207190310373639,0.58073441193492603,-794.457391223,noise::9961269228
public-010,P3,4,event::09:2:4:2:6,S09_02,S09_02,0.97560696451857831,0.2371144660583176,0.55865985825406461,0.19091551734263615,-677.494628157,noise::8144843605
public-008,P3,3,event::07:2:3:2:8,S07_02,S07_03,0.87415985552978182,0.25342218766047936,0.079415715233462275,0.12428885450717217,-80.0330471671,noise::0254037860
public-014,P3,1,event::13:2:1:2:0,S13_02,S13_05,0.59299769937923719,0.24562989174153693,0.099627180720868375,0.63693521396197117,767.735512535,noise::1784387938
public-004,P4,1,event::03:3:1:5:5,S03_05,S03_00,0.74225010394179913,0.31099103910919079,0.45429066920311878,0.27084763906150877,-59.3271176733,noise::3695632082
public-002,P1,2,event::01:0:2:4:3,S01_04,S01_02,0.56272143218086779,0.27952707401986815,0.71478411172601286,0.36732311683527663,-554.8164103,noise::3017354663
public-007,P4,0,event::06:3:0:4:8,S06_04,S06_04,1.0999156303977713,0.29161793516827589,0.30808118437731552,0.037172525626258793,-95.4251566601,noise::4270183002
public-005,P3,2,event::04:2:2:1:1,S04_01,S04_02,0.54652426420355471,0.22826991623152018,0.27267897994544243,0.16596848514191859,860.918923811,noise::8170961687
public-006,P3,0,event::05:2:0:3:4,S05_03,S05_01,0.78074828548595776,0.26694744830123479,0.5028062155376678,0.049891902293577046,-722.648537864,noise::0633208188
public-010,P4,2,event::09:3:2:3:3,S09_03,S09_05,0.52597472152856017,0.26328055748686535,0.92454283953568794,0.12936972380439632,-166.335644745,noise::9464475753
public-005,P1,3,event::04:0:3:5:2,S04_05,S04_01,0.51041758680274174,0.31050578792979083,0.1146106067333309,0.55828647737036374,418.591916764,noise::7767675852
public-014,P4,1,event::13:3:1:4:4,S13_04,S13_00,0.55296919029907587,0.27526072993628126,0.16226259091639642,0.63777964759879846,-490.925278866,noise::2052411301
public-006,P3,1,event::05:2:1:0:8,S05_00,S05_01,0.57391351288035164,0.22623852793328164,0.1510229870143763,0.23570740003787999,926.999994494,noise::0185378662
public-014,P2,1,event::13:1:1:5:3,S13_05,S13_01,0.56151696761979153,0.27542526035771769,0.078591536851036509,0.095290486223063936,-159.972802444,noise::2877113434
public-014,P1,2,event::13:0:2:1:2,S13_01,S13_02,0.84191250135216145,0.24697539332377494,0.68121356833569158,0.74547893552609545,-181.08694308,noise::5350545446
public-013,P4,4,event::12:3:4:5:5,S12_05,S12_05,1.1136109637406304,0.30207744205397169,0.22550297272050671,0.72154753236391722,345.638812298,noise::3432630343
public-006,P1,0,event::05:0:0:4:7,S05_04,S05_00,0.76075310923697148,0.28357196763876691,0.39555545734255609,0.18630535293094014,-668.204858407,noise::5677386119
public-003,P1,2,event::02:0:2:2:2,S02_02,S02_03,0.49193228608659262,0.26209704867489819,0.58740040188648845,0.37013880997275223,-636.369294955,noise::0174402176
public-008,P3,0,event::07:2:0:5:0,S07_05,S07_00,0.88082558684445866,0.28049243841450267,0.1516577113627951,0.65815275716733568,-383.297005389,noise::2448804601
public-003,P2,3,event::02:1:3:4:4,S02_04,S02_04,0.39620612879575257,0.27224262910368235,0.5573165667667076,0.61163180281464491,821.615766645,noise::0227270670
public-011,P4,3,event::10:3:3:1:3,S10_01,S10_03,1.2697093784965277,0.21557208988211424,0.38125298330147955,0.47721548504387878,-168.197946798,noise::7351822576
public-002,P1,2,event::01:0:2:1:5,S01_01,S01_02,0.70140889320113875,0.24303560546283634,0.90834648349876179,0.3819186350255534,423.166826404,noise::9990534659
public-003,P3,1,event::02:2:1:2:0,S02_02,S02_03,0.88390305986096429,0.23058459111035753,0.7024968274973431,0.18215855521064153,-382.008304466,noise::1155286026
public-001,P3,3,event::00:2:3:6:6,S00_06,S00_00,0.62968453296658955,0.29376508179581012,0.39714392516308239,0.37104861957586616,991.106672349,noise::8680987571
public-007,P3,4,event::06:2:4:6:2,S06_06,S06_06,1.0119098747427846,0.31350355968330468,0.93002681176527902,0.76871202073961575,-614.774789302,noise::6945536577
public-012,P2,4,event::11:1:4:2:2,S11_02,S11_02,0.87536466293368509,0.26434664529691398,0.34478822651589075,0.26821451598538876,-544.165336124,noise::0008928466
public-011,P4,0,event::10:3:0:3:2,S10_03,S10_05,0.46575521168839751,0.27389519154805703,0.24588212824419961,0.39277338388906413,-204.386362341,noise::6648790712
public-010,P1,1,event::09:0:1:3:8,S09_03,S09_05,0.46336243952064327,0.26748911191175673,0.69095114278743763,0.079608615037827318,559.884167399,noise::5096280346
public-007,P2,0,event::06:1:0:3:2,S06_03,S06_04,1.1754739943695705,0.27358318565876077,0.51321897493035373,0.74573552584630676,-36.6693864955,noise::7824572886
public-014,P4,3,event::13:3:3:2:6,S13_02,S13_04,1.3163058289956102,0.24900265553992326,0.61973570382120691,0.16263316003983769,-916.149611252,noise::5899358375
public-001,P2,1,event::00:1:1:0:4,S00_00,S00_01,0.95301008650063079,0.22653425258723425,0.069423210290716103,0.3551141401836409,-222.926130368,noise::2416566724
public-009,P3,1,event::08:2:1:1:8,S08_01,S08_02,0.67580118162092173,0.25140767642358042,0.61248220412982723,0.75018846798563066,-145.844968356,noise::2269908219
public-004,P3,0,event::03:2:0:5:1,S03_05,S03_05,1.0932360624550643,0.28673009882215927,0.74824355093788786,0.31808932020936298,950.094336481,noise::6640516834
public-012,P1,1,event::11:0:1:0:8,S11_00,S11_03,0.5596843771589235,0.22039374962286912,0.12593598793118307,0.45959936473254404,10.3956113867,noise::0814693493
public-008,P3,4,event::07:2:4:3:4,S07_03,S07_04,1.0157646688769701,0.2634025209878178,0.58446694167507707,0.15665094773249602,30.0196034305,noise::6344424664
public-009,P4,2,event::08:3:2:1:8,S08_01,S08_04,0.62898127041379737,0.23534633163890548,0.75148007571249797,0.28612380441205909,-83.6712811727,noise::8361751588
public-009,P2,4,event::08:1:4:3:3,S08_03,S08_05,0.96377358975462557,0.24782840924409225,0.53143350436909387,0.6298281720778599,313.793082764,noise::0172523327
public-012,P1,3,event::11:0:3:0:2,S11_00,S11_00,0.82073972628326741,0.2245829183468438,0.22142856792623136,0.46218215792882594,-751.490668559,noise::5651525292
public-009,P4,0,event::08:3:0:0:2,S08_00,S08_02,0.90675154794902313,0.22161616375857005,0.036195472103349627,0.19212832464803062,752.394838715,noise::5223275281
public-003,P2,0,event::02:1:0:2:0,S02_02,S02_04,1.4524640741154138,0.24571252586654319,0.72271435725205102,0.73597793422058755,-793.531167583,noise::2153174779
public-013,P1,3,event::12:0:3:5:6,S12_05,S12_06,0.98910779304240104,0.27749198844994211,0.71141604224646648,0.35120356736903907,907.178059173,noise::1299760383
public-006,P3,4,event::05:2:4:2:7,S05_02,S05_02,0.87738441537095946,0.24349509776081665,0.035051945217542915,0.61328986433537414,-863.882155319,noise::5666704320
public-010,P4,4,event::09:3:4:6:5,S09_06,S09_03,1.1715519786785318,0.32810817567251943,0.12345295434699649,0.031709419996309267,-584.275290352,noise::9944451166
public-014,P4,4,event::13:3:4:1:1,S13_01,S13_03,0.61149262521497971,0.23851243573514813,0.92167043098012236,0.27462263127056952,452.999536164,noise::9142148809
public-010,P1,2,event::09:0:2:4:4,S09_04,S09_04,0.70655028844656576,0.27597683586683708,0.63191555709474789,0.31942776361842157,471.514928435,noise::6791739226
public-012,P4,4,event::11:3:4:5:3,S11_05,S11_05,1.1979490456437611,0.27849374227562607,0.86695264559942142,0.15287239750713094,-604.069932258,noise::9161338364
public-001,P1,4,event::00:0:4:2:6,S00_02,S00_03,0.58234008683978478,0.24558730311212898,0.35025610938906038,0.27680001069336668,-838.482674189,noise::8689144608
public-010,P4,1,event::09:3:1:6:7,S09_06,S09_01,0.39737226725132663,0.30303758581822648,0.5457538708806845,0.80813547021528731,523.011134054,noise::9816329659
public-009,P3,1,event::08:2:1:4:4,S08_04,S08_05,0.47985099895608874,0.275584335543889,0.028748642855400155,0.62380944598820876,484.807698725,noise::7955109454
public-001,P1,0,event::00:0:0:0:8,S00_00,S00_00,0.8379030308027251,0.23907684404111756,0.16473341068393604,0.091638601348809551,272.331745554,noise::8218710401
public-012,P4,3,event::11:3:3:3:3,S11_03,S11_05,1.3329690478908116,0.25784694221351623,0.12581890521507402,0.23946978053778747,-330.658211099,noise::2168580127
public-005,P3,4,event::04:2:4:5:7,S04_05,S04_01,0.72952864813411633,0.290929147968781,0.56045568195053674,0.025892413109703555,881.168983795,noise::8353378528
public-012,P1,2,event::11:0:2:2:7,S11_02,S11_02,0.71733647737769712,0.24207716896659881,0.92820615503806048,0.38748852855838151,53.7771425979,noise::4502922105
public-005,P3,0,event::04:2:0:0:3,S04_00,S04_02,0.93180796018133294,0.20603296431405133,0.19280179588971233,0.39631737215568275,-578.013420586,noise::2007795114
public-009,P2,5,event::08:1:5:4:3,S08_04,S08_00,0.96758494826545038,0.26458259623054187,0.20092810785352425,0.16622635312567635,163.420388127,noise::6275278916
public-001,P2,2,event::00:1:2:6:4,S00_06,S00_01,0.62538250307671617,0.3163564088089606,0.94623721904203206,0.49321905820324008,-299.052691366,noise::6442001162
public-008,P3,2,event::07:2:2:2:2,S07_02,S07_03,0.57606953912095138,0.25120442489391775,0.071501980884423999,0.52341201635788015,-582.629125199,noise::5843369445
public-013,P2,3,event::12:1:3:2:4,S12_02,S12_04,1.2065958041676408,0.24926529266137168,0.87167443555195745,0.50166251595725164,805.341400978,noise::6414200737
public-012,P4,4,event::11:3:4:0:8,S11_00,S11_02,1.1295416578582207,0.22017306348954588,0.079818297934247204,0.58114077554133547,-976.1111641,noise::9709898778
public-008,P3,3,event::07:2:3:1:0,S07_01,S07_02,0.90417627999317673,0.21506457882004432,0.58812193410280555,0.1664755571784578,-354.706251425,noise::2626712302
public-009,P3,0,event::08:2:0:5:3,S08_05,S08_05,1.0295107971258861,0.29486664264496282,0.91678046744738817,0.14577823352309602,176.159678255,noise::1506511548
public-010,P1,1,event::09:0:1:5:8,S09_05,S09_01,0.48173665744885352,0.31011770853425741,0.34004822350502711,0.40243354063525738,-857.75329933,noise::7462076945
public-001,P3,3,event::00:2:3:1:2,S00_01,S00_00,0.24040026696640948,0.23789504615849888,0.93389695406603201,0.54649902361090064,842.231711291,noise::4272195870
public-006,P2,1,event::05:1:1:2:7,S05_02,S05_01,0.64370678338490783,0.24338771102929649,0.68588505048263715,0.53525367250301525,-248.451524132,noise::0863476341
public-001,P3,3,event::00:2:3:1:8,S00_01,S00_01,0.72797044104165132,0.25222442890487623,0.73951275015896312,0.097418597356982523,121.774814613,noise::2934516404
public-001,P3,1,event::00:2:1:3:3,S00_03,S00_03,1.035377590240997,0.25565202563965328,0.27539013854230643,0.44337016574927557,634.901609592,noise::9259487653
public-013,P3,4,event::12:2:4:6:5,S12_06,S12_00,0.81122248159266663,0.31274629410144389,0.78207908736711951,0.76361103183833745,988.961243737,noise::4020609913
public-008,P2,0,event::07:1:0:4:1,S07_04,S07_04,0.79829864795343686,0.27976377107583106,0.18563001709972055,0.28067451270329291,-830.327049145,noise::6424398729
public-005,P4,5,event::04:3:5:0:8,S04_00,S04_02,1.448757600483116,0.23214217786487909,0.47003945812323622,0.37559553953629565,-59.8598493984,noise::4991934890
public-008,P3,1,event::07:2:1:3:5,S07_03,S07_05,0.39286430981124543,0.2770883794138847,0.55317177036161125,0.42907997214403321,-162.213238698,noise::0404139175
