event_id,timestamp_utc,calendar_day,hour_utc,campaign,logger,position,user_feature_0,user_feature_1,user_feature_2,user_feature_3,clicked_item,behavior_propensity
tr0106,2019-11-26T12:16:30.652958+00:00,26,12,men,bts,1,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,302deff13f835d731df1c842eed95971,c39b0c7dd5d4eb9a18e7db6ba2f258f8,3,0.256123771939
tr0107,2019-11-26T12:54:30.423309+00:00,26,12,men,bts,1,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,9b2d331c329ceb74d3dcfb48d8798c78,9bde591ffaab8d54c457448e4dca6f53,28,0.0212639570053
tr0108,2019-11-26T13:01:42.169629+00:00,26,13,men,bts,1,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,719dab53a7560218a9d1f96b25d6fa32,c39b0c7dd5d4eb9a18e7db6ba2f258f8,3,0.246119773211
tr0109,2019-11-26T13:34:57.825593+00:00,26,13,women,random,2,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,c2e4f76cdbabecd33b8c762aeef386b3,05b76f5e97e51128862059ac7df9e42a,34,0.1
tr0110,2019-11-26T14:00:57.675744+00:00,26,14,all,bts,3,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,7bc94a2da491829b777c49c4b5e480f2,c39b0c7dd5d4eb9a18e7db6ba2f258f8,6,0.0174448905337
tr0111,2019-11-26T14:42:53.004141+00:00,26,14,all,bts,3,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,9b2d331c329ceb74d3dcfb48d8798c78,9bde591ffaab8d54c457448e4dca6f53,6,0.0131424898469
tr0112,2019-11-26T14:56:09.486261+00:00,26,14,women,bts,2,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,c2e4f76cdbabecd33b8c762aeef386b3,9bde591ffaab8d54c457448e4dca6f53,13,0.207074157333
tr0113,2019-11-26T14:58:37.044112+00:00,26,14,women,bts,3,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,c2e4f76cdbabecd33b8c762aeef386b3,9bde591ffaab8d54c457448e4dca6f53,13,0.207074157333
tr0114,2019-11-26T15:03:23.254397+00:00,26,15,all,bts,2,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,2723d2eb8bba04e0362098011fa3997b,c39b0c7dd5d4eb9a18e7db6ba2f258f8,1,0.398065574686
tr0115,2019-11-26T16:07:45.791881+00:00,26,16,men,bts,2,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,c2e4f76cdbabecd33b8c762aeef386b3,c39b0c7dd5d4eb9a18e7db6ba2f258f8,3,0.200431297958
tr0116,2019-11-26T16:33:57.191105+00:00,26,16,all,bts,1,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,2723d2eb8bba04e0362098011fa3997b,9bde591ffaab8d54c457448e4dca6f53,57,0.00327410006084
tr0117,2019-11-26T17:51:22.560325+00:00,26,17,men,random,3,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,2723d2eb8bba04e0362098011fa3997b,c39b0c7dd5d4eb9a18e7db6ba2f258f8,13,0.1
tr0118,2019-11-26T17:51:56.400985+00:00,26,17,men,random,3,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,7bc94a2da491829b777c49c4b5e480f2,9bde591ffaab8d54c457448e4dca6f53,17,0.1
tr0119,2019-11-26T19:57:01.964991+00:00,26,19,men,bts,2,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,2723d2eb8bba04e0362098011fa3997b,9bde591ffaab8d54c457448e4dca6f53,13,0.251593380988
tr0120,2019-11-26T20:59:45.729513+00:00,26,20,all,random,2,cef3390ed299c09874189c387777674a,f1c2d6a32ec39249160cf784b63f4c6f,c2e4f76cdbabecd33b8c762aeef386b3,c39b0c7dd5d4eb9a18e7db6ba2f258f8,39,0.1
tr0121,2019-11-26T22:06:07.145962+00:00,26,22,women,bts,2,81ce123cbb5bd8ce818f60fb3586bba5,2d03db5543b14483e52d761760686b64,c2e4f76cdbabecd33b8c762aeef386b3,c39b0c7dd5d4eb9a18e7db6ba2f258f8,13,0.207074157333
tr0122,2019-11-26T23:07:49.764284+00:00,26,23,all,bts,3,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,c2e4f76cdbabecd33b8c762aeef386b3,9bde591ffaab8d54c457448e4dca6f53,57,0.00338938560383
tr0123,2019-11-26T23:22:34.792629+00:00,26,23,all,random,3,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,9b2d331c329ceb74d3dcfb48d8798c78,c39b0c7dd5d4eb9a18e7db6ba2f258f8,45,0.1
tr0124,2019-11-26T23:42:21.744093+00:00,26,23,all,random,2,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,719dab53a7560218a9d1f96b25d6fa32,c39b0c7dd5d4eb9a18e7db6ba2f258f8,65,0.1
tr0125,2019-11-27T00:19:04.167353+00:00,27,0,all,random,3,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,9b2d331c329ceb74d3dcfb48d8798c78,c39b0c7dd5d4eb9a18e7db6ba2f258f8,39,0.1
tr0126,2019-11-27T00:29:53.842336+00:00,27,0,all,bts,2,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,c2e4f76cdbabecd33b8c762aeef386b3,c39b0c7dd5d4eb9a18e7db6ba2f258f8,25,0.293342991152
tr0127,2019-11-27T01:04:26.171501+00:00,27,1,men,bts,2,cef3390ed299c09874189c387777674a,f1c2d6a32ec39249160cf784b63f4c6f,7bc94a2da491829b777c49c4b5e480f2,06128286bcc64b6a4b0fb7bc0328fe17,3,0.25641381081
tr0128,2019-11-27T01:14:53.928839+00:00,27,1,women,random,3,81ce123cbb5bd8ce818f60fb3586bba5,f1c2d6a32ec39249160cf784b63f4c6f,7bc94a2da491829b777c49c4b5e480f2,9bde591ffaab8d54c457448e4dca6f53,14,0.1
tr0129,2019-11-27T03:06:29.585702+00:00,27,3,women,random,3,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,7bc94a2da491829b777c49c4b5e480f2,9bde591ffaab8d54c457448e4dca6f53,14,0.1
tr0130,2019-11-27T03:33:10.569722+00:00,27,3,men,bts,2,cef3390ed299c09874189c387777674a,f1c2d6a32ec39249160cf784b63f4c6f,719dab53a7560218a9d1f96b25d6fa32,c39b0c7dd5d4eb9a18e7db6ba2f258f8,3,0.267309891272
tr0131,2019-11-27T05:47:10.551972+00:00,27,5,all,random,2,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,2723d2eb8bba04e0362098011fa3997b,9bde591ffaab8d54c457448e4dca6f53,57,0.1
tr0132,2019-11-27T05:50:46.545828+00:00,27,5,men,random,3,cef3390ed299c09874189c387777674a,2d03db5543b14483e52d761760686b64,2723d2eb8bba04e0362098011fa3997b,05b76f5e97e51128862059ac7df9e42a,27,0.1
tr0133,2019-11-27T06:10:54.250518+00:00,27,6,all,random,3,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,719dab53a7560218a9d1f96b25d6fa32,f97571b9c14a786aab269f0b427d2a85,45,0.1
tr0134,2019-11-27T07:33:09.930311+00:00,27,7,men,bts,3,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,719dab53a7560218a9d1f96b25d6fa32,f97571b9c14a786aab269f0b427d2a85,3,0.200431297958
tr0135,2019-11-27T10:12:05.069090+00:00,27,10,men,bts,1,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,719dab53a7560218a9d1f96b25d6fa32,c39b0c7dd5d4eb9a18e7db6ba2f258f8,3,0.200431297958
tr0136,2019-11-27T11:05:10.380261+00:00,27,11,men,bts,3,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,c2e4f76cdbabecd33b8c762aeef386b3,9bde591ffaab8d54c457448e4dca6f53,9,0.409918105722
tr0137,2019-11-27T11:33:37.041202+00:00,27,11,all,bts,3,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,9b2d331c329ceb74d3dcfb48d8798c78,9bde591ffaab8d54c457448e4dca6f53,6,0.0175381957293
tr0138,2019-11-27T11:48:42.321611+00:00,27,11,all,random,3,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,c2e4f76cdbabecd33b8c762aeef386b3,9bde591ffaab8d54c457448e4dca6f53,45,0.1
tr0139,2019-11-27T11:53:29.533829+00:00,27,11,all,random,3,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,c2e4f76cdbabecd33b8c762aeef386b3,9bde591ffaab8d54c457448e4dca6f53,39,0.1
tr0140,2019-11-27T12:02:58.705240+00:00,27,12,all,random,1,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,302deff13f835d731df1c842eed95971,06128286bcc64b6a4b0fb7bc0328fe17,39,0.1
tr0141,2019-11-27T12:20:41.187208+00:00,27,12,women,bts,3,81ce123cbb5bd8ce818f60fb3586bba5,6ff54aa8ff7a9dde75161c20a3ee4231,7bc94a2da491829b777c49c4b5e480f2,c39b0c7dd5d4eb9a18e7db6ba2f258f8,13,0.205112981877
tr0142,2019-11-27T12:39:50.053880+00:00,27,12,all,bts,1,81ce123cbb5bd8ce818f60fb3586bba5,2d03db5543b14483e52d761760686b64,2723d2eb8bba04e0362098011fa3997b,f97571b9c14a786aab269f0b427d2a85,1,0.401926645822
tr0143,2019-11-27T12:40:56.306843+00:00,27,12,women,bts,3,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,c2e4f76cdbabecd33b8c762aeef386b3,9bde591ffaab8d54c457448e4dca6f53,13,0.182859181493
tr0144,2019-11-27T13:09:09.929439+00:00,27,13,men,bts,3,cef3390ed299c09874189c387777674a,f1c2d6a32ec39249160cf784b63f4c6f,7bc94a2da491829b777c49c4b5e480f2,06128286bcc64b6a4b0fb7bc0328fe17,9,0.409918105722
tr0145,2019-11-27T13:20:57.922542+00:00,27,13,women,random,1,81ce123cbb5bd8ce818f60fb3586bba5,2d03db5543b14483e52d761760686b64,7bc94a2da491829b777c49c4b5e480f2,06128286bcc64b6a4b0fb7bc0328fe17,16,0.1
tr0146,2019-11-27T13:31:41.119414+00:00,27,13,women,random,2,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,7bc94a2da491829b777c49c4b5e480f2,9bde591ffaab8d54c457448e4dca6f53,16,0.1
tr0147,2019-11-27T14:01:08.983859+00:00,27,14,men,random,2,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,2723d2eb8bba04e0362098011fa3997b,9bde591ffaab8d54c457448e4dca6f53,19,0.1
tr0148,2019-11-27T14:30:24.768096+00:00,27,14,women,random,2,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,c2e4f76cdbabecd33b8c762aeef386b3,c39b0c7dd5d4eb9a18e7db6ba2f258f8,14,0.1
tr0149,2019-11-27T14:32:54.758480+00:00,27,14,all,bts,1,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,7bc94a2da491829b777c49c4b5e480f2,c39b0c7dd5d4eb9a18e7db6ba2f258f8,25,0.284631534354
tr0150,2019-11-27T14:52:35.271671+00:00,27,14,men,bts,3,cef3390ed299c09874189c387777674a,f1c2d6a32ec39249160cf784b63f4c6f,719dab53a7560218a9d1f96b25d6fa32,9bde591ffaab8d54c457448e4dca6f53,9,0.409918105722
tr0151,2019-11-27T15:00:15.431342+00:00,27,15,men,bts,3,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,719dab53a7560218a9d1f96b25d6fa32,f97571b9c14a786aab269f0b427d2a85,9,0.546696875125
tr0152,2019-11-27T15:03:30.887667+00:00,27,15,all,random,2,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,c2e4f76cdbabecd33b8c762aeef386b3,9bde591ffaab8d54c457448e4dca6f53,45,0.1
tr0153,2019-11-27T15:08:33.146950+00:00,27,15,men,random,2,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,9b2d331c329ceb74d3dcfb48d8798c78,f97571b9c14a786aab269f0b427d2a85,17,0.1
tr0154,2019-11-27T15:47:29.759809+00:00,27,15,women,random,2,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,c2e4f76cdbabecd33b8c762aeef386b3,c39b0c7dd5d4eb9a18e7db6ba2f258f8,14,0.1
tr0155,2019-11-27T15:49:25.519767+00:00,27,15,all,random,2,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,2723d2eb8bba04e0362098011fa3997b,05b76f5e97e51128862059ac7df9e42a,45,0.1
tr0156,2019-11-27T17:03:57.105734+00:00,27,17,men,random,3,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,c2e4f76cdbabecd33b8c762aeef386b3,9bde591ffaab8d54c457448e4dca6f53,21,0.1
tr0157,2019-11-27T22:06:10.808488+00:00,27,22,all,random,2,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,9b2d331c329ceb74d3dcfb48d8798c78,9bde591ffaab8d54c457448e4dca6f53,39,0.1
tr0158,2019-11-27T22:14:47.617479+00:00,27,22,all,bts,2,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,2723d2eb8bba04e0362098011fa3997b,c39b0c7dd5d4eb9a18e7db6ba2f258f8,6,0.0174448905337
tr0159,2019-11-27T22:20:10.893697+00:00,27,22,women,random,3,81ce123cbb5bd8ce818f60fb3586bba5,2d03db5543b14483e52d761760686b64,7bc94a2da491829b777c49c4b5e480f2,9bde591ffaab8d54c457448e4dca6f53,14,0.1
tr0160,2019-11-27T23:16:03.428008+00:00,27,23,all,random,3,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,2723d2eb8bba04e0362098011fa3997b,c39b0c7dd5d4eb9a18e7db6ba2f258f8,45,0.1
tr0161,2019-11-27T23:22:32.307182+00:00,27,23,all,bts,2,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,c2e4f76cdbabecd33b8c762aeef386b3,05b76f5e97e51128862059ac7df9e42a,9,0.145539811742
tr0162,2019-11-27T23:36:17.319103+00:00,27,23,women,random,2,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,2723d2eb8bba04e0362098011fa3997b,9bde591ffaab8d54c457448e4dca6f53,14,0.1
