panel_id,split_role,bath_run,film_microns,bath_solids,bath_temp_c,coat_voltage,dip_seconds,rinse_pressure,substrate_grade,line_side,pretreat_type,cratered
412,validation,north_bay,1105.067623,714.556650,2276.704709,18065.927550,11644.821433,213.690653,substrate_grade_2,line_side_1,pretreat_type_3,cratered
413,fit,middle_run,862.931327,778.938871,1799.527475,17476.761608,10968.028491,218.928559,substrate_grade_2,line_side_2,pretreat_type_2,clean
414,fit,late_run,1130.524487,792.355116,1415.353028,17780.013056,12819.069555,191.917548,substrate_grade_3,line_side_2,pretreat_type_2,clean
415,test,late_run,975.283829,757.380693,1711.261238,18299.232284,11511.042351,198.350810,substrate_grade_3,line_side_2,pretreat_type_1,
416,fit,south_bay,1186.052817,783.128144,1895.945783,17777.550450,11861.987010,225.638607,substrate_grade_2,line_side_1,pretreat_type_1,clean
417,test,middle_run,1071.659594,745.411770,1715.067027,18709.717732,10516.505991,211.995333,substrate_grade_2,line_side_2,pretreat_type_3,
418,fit,south_bay,894.367377,714.568615,1928.020124,18718.149878,9450.998854,165.608608,substrate_grade_4,line_side_2,pretreat_type_2,cratered
419,fit,salvage_run,708.161026,720.750727,1355.806524,19083.834560,11066.848141,206.654725,substrate_grade_3,line_side_1,pretreat_type_1,clean
420,test,late_run,649.885074,625.696454,1901.926680,17947.343873,11977.170404,189.435322,substrate_grade_1,line_side_3,pretreat_type_3,
421,test,early_run,1117.303657,,1984.877477,18712.418294,11228.397482,188.904724,substrate_grade_3,line_side_2,pretreat_type_1,
422,fit,north_bay,1012.526912,733.705437,1894.834928,18202.122088,10964.508976,174.404835,substrate_grade_2,line_side_3,pretreat_type_3,cratered
423,validation,salvage_run,1172.055143,762.059406,1878.384808,18093.344448,10171.594240,203.584142,substrate_grade_3,line_side_1,pretreat_type_3,cratered
424,fit,south_bay,1082.140744,770.383485,1699.392234,16628.969220,11952.424076,212.611025,substrate_grade_2,line_side_1,pretreat_type_1,clean
425,fit,middle_run,1177.546263,759.391188,1439.427037,,10366.308731,228.752381,substrate_grade_1,line_side_1,pretreat_type_1,cratered
426,fit,late_run,1035.539969,759.832685,1503.353435,18249.821163,11228.146212,209.464236,substrate_grade_3,line_side_1,pretreat_type_3,clean
427,fit,salvage_run,955.650862,,1559.106577,17872.181680,10310.401693,214.347402,substrate_grade_4,line_side_3,pretreat_type_2,cratered
428,fit,south_bay,870.333706,691.211667,2043.798776,17669.110830,11272.597008,184.462627,substrate_grade_4,line_side_3,,clean
429,fit,late_run,1097.909145,687.088825,2006.310889,17758.397842,11055.797707,201.697320,substrate_grade_4,line_side_2,,cratered
430,fit,middle_run,836.217388,652.130448,2311.391698,17520.666103,10861.516726,172.890004,substrate_grade_2,line_side_3,pretreat_type_1,cratered
431,fit,north_bay,991.653770,721.764326,1830.928847,18210.214870,11839.060851,193.493149,substrate_grade_2,line_side_2,pretreat_type_2,clean
432,fit,south_bay,990.052353,751.714858,1699.039356,17334.269012,11158.880028,212.350174,substrate_grade_1,line_side_1,,cratered
433,fit,late_run,1047.558923,735.392051,1549.555817,18140.832603,11386.612938,210.453668,substrate_grade_3,line_side_2,pretreat_type_3,clean
434,test,middle_run,928.419739,675.079269,1885.162527,,11330.031935,201.922397,substrate_grade_4,line_side_3,pretreat_type_3,
435,fit,salvage_run,779.064973,712.956353,2343.311726,17798.778191,11405.504585,207.722148,substrate_grade_2,line_side_3,pretreat_type_2,cratered
436,validation,salvage_run,947.717222,699.333448,1630.802522,18519.658713,10913.365096,223.718854,substrate_grade_4,line_side_2,pretreat_type_1,clean
437,validation,north_bay,944.268118,792.810225,1845.080826,17500.600250,11484.209222,196.738278,substrate_grade_2,line_side_1,pretreat_type_1,clean
438,fit,late_run,1029.566407,,1882.226627,,10981.816677,231.086436,substrate_grade_2,line_side_2,pretreat_type_2,cratered
439,fit,south_bay,934.946744,719.916108,2394.609670,18324.051734,10730.018699,216.810405,substrate_grade_3,line_side_3,pretreat_type_1,cratered
440,test,late_run,949.631128,774.671134,1603.615756,,10724.469645,211.069355,substrate_grade_3,line_side_1,pretreat_type_1,
441,fit,north_bay,703.470194,709.951808,1874.939671,18765.766272,10449.872002,190.260796,substrate_grade_3,line_side_3,pretreat_type_2,cratered
442,validation,early_run,782.327504,689.541596,2267.517740,18129.975411,8495.537334,215.732390,substrate_grade_3,line_side_3,pretreat_type_3,cratered
443,fit,south_bay,953.431342,705.974028,1910.002586,17570.124356,12017.098173,185.707996,substrate_grade_2,line_side_3,pretreat_type_1,cratered
444,test,middle_run,1072.280525,710.770556,1506.757448,18337.916727,10715.017887,213.496240,substrate_grade_3,line_side_3,pretreat_type_2,
445,fit,north_bay,960.481238,706.703452,1956.987053,17923.167815,10695.216088,218.730641,substrate_grade_2,line_side_2,pretreat_type_2,clean
446,fit,late_run,679.150451,715.679345,1748.055909,17821.070576,11033.115240,174.960842,substrate_grade_3,line_side_3,pretreat_type_1,clean
447,fit,north_bay,1186.978506,810.604458,1265.195846,17733.961671,11160.941409,221.606002,substrate_grade_1,line_side_1,pretreat_type_1,clean
448,fit,south_bay,667.005572,733.653491,1977.572166,19063.415953,10775.319369,206.673335,substrate_grade_2,line_side_1,pretreat_type_2,cratered
449,validation,early_run,859.744305,711.496706,1802.699508,17498.355071,10925.960646,220.574345,substrate_grade_2,line_side_3,pretreat_type_1,clean
450,fit,salvage_run,787.628568,752.589674,1858.316122,18237.949775,11146.946940,202.563933,substrate_grade_2,line_side_2,pretreat_type_2,clean
451,test,middle_run,785.168405,733.381983,1891.334254,18421.456172,10797.475789,203.097839,substrate_grade_4,line_side_3,pretreat_type_2,
452,validation,salvage_run,679.879912,747.003763,1578.740223,18121.213350,9772.950018,202.795326,substrate_grade_2,line_side_2,pretreat_type_1,cratered
453,fit,early_run,700.926897,771.265167,2173.795549,,11111.895725,198.726342,substrate_grade_2,line_side_2,pretreat_type_2,clean
454,test,middle_run,656.204995,730.652620,1834.166793,18322.271248,9992.577815,203.351956,substrate_grade_3,line_side_3,,
455,validation,north_bay,850.251640,695.292629,1280.554494,17816.057942,12062.639443,180.868801,substrate_grade_4,line_side_2,,clean
456,fit,early_run,920.377042,716.057255,1494.133649,18477.805970,10953.051406,195.336939,substrate_grade_1,line_side_1,pretreat_type_2,clean
457,fit,south_bay,803.642772,753.681194,1734.176461,17588.694677,11626.532804,210.026726,substrate_grade_2,line_side_1,pretreat_type_2,clean
458,validation,north_bay,962.020327,782.212998,2044.106975,,11621.784736,197.098026,substrate_grade_4,line_side_3,pretreat_type_3,cratered
459,fit,late_run,697.853218,711.533564,1935.683795,17786.203148,10347.236449,189.528292,substrate_grade_1,line_side_2,pretreat_type_3,cratered
460,test,late_run,992.456141,683.199780,1621.205233,17440.070587,12392.437140,227.236187,substrate_grade_3,line_side_2,pretreat_type_1,
461,test,salvage_run,903.167463,708.081410,1859.079139,17474.293063,10395.863782,221.721024,substrate_grade_3,line_side_2,pretreat_type_1,
462,test,north_bay,1090.615590,,1783.434662,17242.344793,11224.157545,202.992415,substrate_grade_2,line_side_1,pretreat_type_1,
463,test,late_run,960.351686,,1979.202850,18283.150502,9700.455539,188.601889,substrate_grade_4,line_side_2,pretreat_type_3,
464,validation,middle_run,1194.378413,743.838060,2425.160430,18139.777845,10858.223090,204.416773,substrate_grade_3,line_side_2,pretreat_type_1,clean
465,test,early_run,948.556850,757.444674,2056.775522,18068.662492,11294.028734,186.682647,substrate_grade_4,line_side_1,pretreat_type_2,
466,fit,south_bay,890.233147,741.359365,1954.086983,17422.214059,9876.665432,215.767024,substrate_grade_4,line_side_2,pretreat_type_2,clean
467,fit,salvage_run,840.060984,767.820285,1727.694079,18203.972115,11264.696871,196.416759,substrate_grade_4,line_side_1,pretreat_type_1,clean
468,fit,salvage_run,955.752809,,1675.854534,17932.526249,10998.130260,202.361648,substrate_grade_4,line_side_2,pretreat_type_2,cratered
469,fit,early_run,860.593809,747.025606,1622.072391,,10355.418193,223.571870,substrate_grade_4,line_side_3,pretreat_type_2,clean
470,fit,early_run,945.373507,689.751889,1725.174961,18637.843855,11393.411100,185.356175,substrate_grade_4,line_side_3,pretreat_type_1,cratered
471,validation,early_run,956.755450,728.651366,1870.508141,,10743.833155,222.934884,substrate_grade_2,line_side_1,pretreat_type_1,cratered
472,fit,north_bay,788.374185,728.824046,2132.117785,18569.960869,10572.894558,216.154716,substrate_grade_3,line_side_2,pretreat_type_1,cratered
473,fit,middle_run,1109.568605,795.289122,1862.477334,18080.547488,10774.237903,197.170787,substrate_grade_2,line_side_1,pretreat_type_1,clean
474,fit,south_bay,861.478645,714.545745,1777.547439,18089.492338,10146.572597,179.670596,substrate_grade_3,line_side_3,pretreat_type_2,cratered
475,fit,middle_run,700.436549,731.688820,2193.920046,18641.758662,11651.224614,206.086811,substrate_grade_4,line_side_2,pretreat_type_3,clean
476,fit,early_run,1099.175755,797.723049,2177.804411,17087.425514,10368.994228,201.891083,substrate_grade_1,line_side_2,pretreat_type_3,clean
477,test,salvage_run,907.072441,655.049437,2057.713755,18228.339554,10580.346685,192.890906,substrate_grade_4,line_side_2,,
478,fit,salvage_run,724.815246,685.536937,2001.832463,19139.470128,12108.276696,182.643373,substrate_grade_2,line_side_1,pretreat_type_2,clean
479,fit,late_run,1070.161197,734.266240,2271.865923,17947.144423,12352.293912,222.154134,substrate_grade_2,line_side_3,pretreat_type_1,clean
480,fit,late_run,1098.124289,770.790620,1485.827139,17929.016497,11630.769232,214.068450,substrate_grade_3,line_side_1,pretreat_type_2,clean
481,fit,south_bay,929.672587,741.865351,2034.945996,18293.379235,10457.015712,223.075463,substrate_grade_2,line_side_1,pretreat_type_1,cratered
482,fit,south_bay,965.986115,744.535378,1975.444409,16979.230641,10789.415011,202.830973,substrate_grade_1,line_side_2,pretreat_type_2,clean
483,fit,early_run,1235.763776,809.518570,1608.267695,18138.724412,11602.490909,222.797335,substrate_grade_4,line_side_1,pretreat_type_1,clean
484,fit,salvage_run,929.588147,,1904.875083,17795.754454,11520.345120,228.515535,substrate_grade_3,line_side_2,pretreat_type_1,clean
485,validation,north_bay,1056.795667,795.750119,1726.381989,17017.105942,10783.929433,203.079754,substrate_grade_4,line_side_1,pretreat_type_1,clean
486,validation,south_bay,1058.404880,729.628177,1631.992517,16215.730043,11581.679585,167.357323,substrate_grade_4,line_side_3,pretreat_type_3,cratered
487,test,north_bay,1048.050374,753.588695,1965.127134,,10013.608356,192.918031,substrate_grade_2,line_side_2,pretreat_type_3,
488,fit,north_bay,830.923870,731.456648,1567.191801,17191.900390,11947.565766,202.355322,substrate_grade_3,line_side_2,,cratered
489,fit,early_run,1043.253378,736.344498,1906.092723,16769.275988,11703.464462,227.522267,substrate_grade_2,line_side_1,pretreat_type_1,clean
490,fit,middle_run,1142.620632,761.977827,1756.676366,17673.233737,10153.683110,171.216306,substrate_grade_1,line_side_1,pretreat_type_1,clean
491,fit,middle_run,950.208126,805.515941,1738.899562,17864.763617,11750.553960,186.452346,substrate_grade_3,line_side_2,pretreat_type_1,clean
492,validation,salvage_run,1109.964782,743.668334,1763.665384,17956.493031,10097.034413,220.747333,substrate_grade_2,line_side_2,,clean
493,test,north_bay,783.794908,761.048988,1991.127874,17582.375809,12450.048995,235.718849,substrate_grade_4,line_side_2,pretreat_type_1,
494,test,early_run,846.902009,708.360387,1967.088290,17751.688334,12422.886799,233.518161,substrate_grade_2,line_side_1,pretreat_type_1,
495,test,middle_run,940.031680,751.455677,1897.730242,17355.666865,10940.285922,217.457163,substrate_grade_1,line_side_1,pretreat_type_2,
496,fit,early_run,889.705324,768.052523,1966.436290,18239.480126,10169.310985,182.113250,substrate_grade_2,line_side_2,pretreat_type_3,clean
497,test,salvage_run,1085.599505,744.445292,1466.234396,18189.362620,10426.025816,165.211863,substrate_grade_2,line_side_3,pretreat_type_3,
498,fit,north_bay,917.246059,739.743343,1880.001984,,10398.524588,162.645199,substrate_grade_2,line_side_1,pretreat_type_3,clean
499,fit,south_bay,1249.890901,767.958833,1776.946251,17579.940763,10486.256691,210.051394,substrate_grade_1,line_side_1,pretreat_type_1,clean
500,fit,north_bay,872.003892,755.936144,1904.913559,17216.231267,11049.364943,202.478846,substrate_grade_3,line_side_1,pretreat_type_1,cratered
501,test,south_bay,646.561796,673.100077,1624.544429,18356.371881,11663.670359,225.450457,substrate_grade_2,line_side_3,pretreat_type_3,
502,fit,early_run,878.637158,722.865077,1979.361071,18041.370602,11218.552049,222.329822,substrate_grade_3,line_side_3,,clean
503,validation,early_run,864.245692,734.964981,1916.812727,18408.247982,11809.955737,167.360613,substrate_grade_2,line_side_2,pretreat_type_2,cratered
504,fit,south_bay,941.654573,743.516789,1757.551323,17103.823299,11188.085696,211.987713,substrate_grade_3,line_side_1,pretreat_type_1,clean
505,fit,early_run,833.419515,649.981870,1748.533477,18165.119623,11057.451622,224.969385,substrate_grade_3,line_side_3,pretreat_type_1,cratered
506,test,early_run,1201.457562,803.857361,1945.235560,17067.002533,10707.740591,229.082263,substrate_grade_2,line_side_2,pretreat_type_1,
507,fit,middle_run,902.018270,637.175062,2029.498861,19510.661391,10525.119874,213.191874,substrate_grade_3,line_side_2,pretreat_type_3,cratered
508,validation,middle_run,954.263511,,1786.332087,,9372.499762,183.490471,substrate_grade_2,line_side_3,pretreat_type_2,cratered
509,fit,south_bay,1041.114371,673.986400,1748.247751,18031.250051,11975.106011,211.164861,substrate_grade_4,line_side_2,pretreat_type_2,cratered
510,validation,south_bay,1220.322881,768.915502,2344.280731,17595.040230,9874.498009,218.095500,substrate_grade_2,line_side_1,pretreat_type_1,clean
511,test,early_run,1083.671051,686.349871,2021.283813,18495.625007,9711.398364,199.506673,substrate_grade_4,line_side_2,pretreat_type_3,
512,fit,middle_run,961.019073,610.365014,1771.109473,17996.044851,10782.725490,204.973131,substrate_grade_3,line_side_3,pretreat_type_3,cratered
513,validation,salvage_run,826.472816,669.789847,1992.597747,18365.229807,12569.710537,183.336204,substrate_grade_2,line_side_3,pretreat_type_1,cratered
514,test,early_run,910.509625,754.129722,1552.363614,,10948.824156,223.972481,substrate_grade_2,line_side_3,pretreat_type_1,
515,validation,late_run,1070.342580,810.213875,1513.718036,17992.357033,10835.502698,204.430194,substrate_grade_3,line_side_1,,clean
516,fit,middle_run,1056.792480,751.822690,1465.053239,17985.983586,11124.775028,218.751281,substrate_grade_4,line_side_1,pretreat_type_1,clean
517,fit,north_bay,1037.185995,,2163.893725,16978.436150,10978.008685,221.895528,substrate_grade_1,line_side_1,pretreat_type_1,clean
518,fit,early_run,879.458421,690.104542,1472.055925,17149.158902,11370.360652,200.969243,substrate_grade_2,line_side_2,pretreat_type_3,clean
519,validation,north_bay,1000.699447,646.560976,2263.073638,18788.638845,12345.493367,200.012732,substrate_grade_4,line_side_3,pretreat_type_2,cratered
520,test,south_bay,1040.966823,750.127005,1987.156769,17979.810935,12411.691455,214.842555,substrate_grade_4,line_side_2,pretreat_type_2,
521,fit,early_run,901.367105,739.657083,1995.964475,18663.859681,11291.433574,206.440744,substrate_grade_2,line_side_1,pretreat_type_1,clean
522,fit,salvage_run,1023.879554,724.593824,1942.332522,17740.613673,9651.084482,196.697553,substrate_grade_2,line_side_1,pretreat_type_3,clean
523,validation,salvage_run,1032.977019,725.802104,2223.735280,18243.915305,10894.938117,240.495191,substrate_grade_2,line_side_2,pretreat_type_1,cratered
524,fit,north_bay,1026.661997,,1826.591452,17639.770974,10659.820777,194.408946,substrate_grade_3,line_side_1,pretreat_type_2,clean
525,test,middle_run,836.174168,708.272013,2015.084914,17553.625016,12076.085622,187.838434,substrate_grade_2,line_side_1,pretreat_type_3,
526,fit,south_bay,1120.846028,790.412603,1744.742164,17103.277202,9222.268093,201.745741,substrate_grade_2,line_side_1,pretreat_type_1,clean
527,validation,south_bay,736.919122,710.285229,2002.617592,18641.270367,10547.019798,230.710666,substrate_grade_4,line_side_2,pretreat_type_3,cratered
528,test,early_run,1062.955378,744.246803,1607.996607,18250.146558,11937.810961,224.671828,substrate_grade_3,line_side_1,pretreat_type_3,
529,validation,early_run,1016.886352,742.785129,2101.473829,18459.394482,9456.635942,186.397012,substrate_grade_3,line_side_1,pretreat_type_2,clean
530,fit,early_run,875.125984,740.590703,1313.035910,18653.364804,10699.594887,182.160533,substrate_grade_3,line_side_1,pretreat_type_2,cratered
531,validation,late_run,866.649662,779.785345,1682.262785,,9911.713776,200.447136,substrate_grade_2,line_side_2,pretreat_type_1,clean
532,validation,late_run,1022.559423,692.557172,1916.959604,18131.868687,9948.934089,191.028321,substrate_grade_4,line_side_2,pretreat_type_1,cratered
533,validation,north_bay,1013.405091,750.284365,1769.748500,18942.810259,12645.320752,220.903847,substrate_grade_3,line_side_3,pretreat_type_1,cratered
534,fit,early_run,884.834797,775.612752,1744.184435,17434.272646,10654.798435,181.835449,substrate_grade_3,line_side_2,pretreat_type_1,clean
535,test,late_run,1034.334668,777.308116,1910.606596,17867.007429,11141.443901,178.294969,substrate_grade_3,line_side_1,pretreat_type_1,
536,test,south_bay,917.556516,765.383993,2079.877205,17979.954339,11878.405107,204.564256,substrate_grade_2,line_side_2,pretreat_type_3,
537,test,late_run,774.781140,673.687820,2078.300860,18001.584656,10423.559542,199.667906,substrate_grade_4,line_side_3,pretreat_type_2,
538,test,early_run,870.138585,,1828.665061,18719.623861,12353.499543,178.732363,substrate_grade_4,line_side_1,pretreat_type_1,
539,test,middle_run,721.494637,680.898258,1470.068762,,10900.498487,197.171343,substrate_grade_2,line_side_3,pretreat_type_3,
540,fit,early_run,1173.874191,721.229024,1440.822836,18363.989952,9664.007916,161.914316,substrate_grade_4,line_side_2,pretreat_type_2,clean
541,fit,south_bay,994.064422,705.727011,2236.275026,17723.941526,10551.712943,223.897680,substrate_grade_3,line_side_3,pretreat_type_2,cratered
542,fit,salvage_run,898.206597,735.587367,1689.600219,17914.081068,10869.059859,230.443473,substrate_grade_3,line_side_2,pretreat_type_3,cratered
543,test,salvage_run,1054.386122,705.769395,1848.298719,18033.137091,9149.245909,225.992838,substrate_grade_3,line_side_3,pretreat_type_2,
544,validation,early_run,681.223646,736.768130,2071.178153,18043.301669,10118.400690,181.526638,substrate_grade_3,line_side_2,pretreat_type_2,cratered
545,test,south_bay,922.514366,669.282199,2008.685951,19063.855573,11868.190904,192.213186,substrate_grade_2,line_side_3,pretreat_type_2,
546,fit,south_bay,1001.275843,742.545670,1764.230374,18320.439173,9626.397351,183.272964,substrate_grade_2,line_side_2,pretreat_type_3,cratered
547,validation,salvage_run,884.916561,732.319489,1708.129710,18418.239982,10745.441407,220.624721,substrate_grade_3,line_side_1,pretreat_type_1,clean
548,test,late_run,913.747112,673.393262,2048.054903,18299.310289,10307.889199,188.025784,substrate_grade_2,line_side_3,,
549,validation,early_run,866.260615,706.906215,2002.490112,19074.180277,8693.847882,186.936324,substrate_grade_4,line_side_3,pretreat_type_3,cratered
550,fit,salvage_run,870.861088,731.930841,1837.309672,17811.369797,10950.476195,212.876616,substrate_grade_3,line_side_2,pretreat_type_3,cratered
551,fit,salvage_run,683.270568,,2321.861920,19100.171131,11124.187419,192.714297,substrate_grade_3,line_side_2,pretreat_type_1,cratered
552,validation,salvage_run,1010.403116,736.794598,1789.993591,18726.276894,10151.874837,215.216427,substrate_grade_2,line_side_3,pretreat_type_1,clean
553,validation,middle_run,1211.582328,823.161071,1231.327130,17484.074332,11400.906002,191.717130,substrate_grade_2,line_side_1,pretreat_type_1,clean
554,test,early_run,953.673177,766.195724,1930.583412,18587.706307,9462.104067,229.857773,substrate_grade_3,line_side_1,pretreat_type_3,
555,validation,early_run,1107.946577,693.001885,1755.778053,18110.082761,11169.264191,195.246243,substrate_grade_2,line_side_1,pretreat_type_1,clean
556,validation,late_run,1100.025017,789.158735,1746.977838,18015.464765,10470.459460,178.248900,substrate_grade_3,line_side_1,pretreat_type_1,clean
557,fit,late_run,971.194498,728.597275,1758.547361,,9909.508823,191.004037,substrate_grade_3,line_side_2,pretreat_type_3,cratered
558,fit,salvage_run,849.945057,669.813313,1980.703256,18893.843696,11509.505962,232.134095,substrate_grade_3,line_side_3,pretreat_type_3,cratered
559,fit,middle_run,1132.954412,765.581574,1809.908004,,12463.959495,226.697563,substrate_grade_1,line_side_1,pretreat_type_3,clean
560,fit,late_run,890.998281,716.445759,1429.606998,19300.577189,10566.489155,200.050256,substrate_grade_3,line_side_1,pretreat_type_1,clean
561,validation,early_run,581.888465,693.490309,2343.321436,18437.235095,11418.751870,168.158609,substrate_grade_4,line_side_3,,cratered
562,fit,late_run,914.334668,685.651934,1601.164966,17806.099765,10402.962853,149.257415,substrate_grade_4,line_side_3,pretreat_type_3,cratered
563,fit,middle_run,1250.608265,788.738944,1939.837758,18744.599826,11040.768554,225.425855,substrate_grade_2,line_side_1,pretreat_type_1,clean
564,test,early_run,1097.136098,746.290376,1696.690676,17636.181959,11840.906490,192.627334,substrate_grade_3,line_side_2,pretreat_type_2,
565,fit,early_run,680.396739,710.771091,2220.682298,18472.206772,9928.375390,197.838142,substrate_grade_4,line_side_3,pretreat_type_1,clean
566,fit,early_run,909.151398,696.702627,1887.780690,17888.179043,12235.720216,193.486171,substrate_grade_1,line_side_1,pretreat_type_2,clean
567,fit,late_run,863.529849,748.202296,1910.335121,17447.034430,11074.809404,190.044031,substrate_grade_4,line_side_1,pretreat_type_1,cratered
568,test,south_bay,941.536012,669.022980,1933.892794,17228.027732,10580.506897,193.634809,substrate_grade_1,line_side_2,pretreat_type_2,
569,test,salvage_run,1057.854338,,1689.564726,17788.363482,10729.493821,179.833273,substrate_grade_2,line_side_2,pretreat_type_2,
570,fit,salvage_run,1086.501283,789.624708,1554.977118,17712.483594,9897.917849,217.520424,substrate_grade_2,line_side_2,pretreat_type_3,clean
571,test,salvage_run,1065.603358,744.179612,2128.148110,18086.775666,10459.973954,179.898546,substrate_grade_4,line_side_3,,
572,fit,late_run,939.022015,726.087041,1576.416363,18641.204430,11431.747653,212.027114,substrate_grade_3,line_side_2,pretreat_type_1,cratered
573,test,south_bay,997.009245,757.822139,1478.632829,17859.529038,12727.409059,163.061056,substrate_grade_4,line_side_2,pretreat_type_3,
574,fit,salvage_run,1020.430135,803.234695,1480.968531,18304.321176,13024.817683,188.509985,substrate_grade_4,line_side_1,pretreat_type_3,clean
575,test,early_run,1082.201958,,1830.990226,18108.244498,11135.461636,208.234352,substrate_grade_3,line_side_2,pretreat_type_3,
576,test,middle_run,888.265148,729.466902,1641.243202,18193.929823,12268.891731,191.492989,substrate_grade_3,line_side_1,pretreat_type_2,
577,fit,middle_run,874.580472,728.295337,1757.990468,18176.695129,10431.453663,207.077858,substrate_grade_4,line_side_2,pretreat_type_3,cratered
578,fit,north_bay,1248.993400,700.173939,1551.498269,18350.495799,10109.143717,244.626354,substrate_grade_3,line_side_3,pretreat_type_1,clean
579,test,south_bay,968.921202,735.269382,2139.429049,18048.051698,11337.349829,234.043932,substrate_grade_3,line_side_2,pretreat_type_1,
580,fit,late_run,1135.114244,665.871873,2217.168514,18257.306229,10786.716500,191.504095,substrate_grade_4,line_side_2,pretreat_type_1,cratered
581,validation,early_run,830.156485,721.088720,1553.048129,18486.910419,11968.160379,206.216598,substrate_grade_1,line_side_2,pretreat_type_2,cratered
582,fit,south_bay,931.068030,705.040629,1812.127031,,11422.252615,193.575021,substrate_grade_2,line_side_3,,cratered
583,fit,salvage_run,709.348043,743.670320,1805.335891,17734.737880,11134.657118,238.221261,substrate_grade_2,line_side_2,pretreat_type_1,cratered
584,fit,north_bay,1023.821860,762.530636,1801.673364,18342.219866,10514.036103,204.466007,substrate_grade_4,line_side_2,pretreat_type_1,clean
585,fit,middle_run,1167.883786,737.615300,1972.377861,18740.621285,11383.162352,213.423053,substrate_grade_3,line_side_2,pretreat_type_1,clean
586,fit,early_run,805.991815,744.078240,1403.442674,18339.415665,12001.212147,204.564891,substrate_grade_4,line_side_1,,clean
587,validation,early_run,639.776981,757.839406,1971.208951,17590.476081,11929.201293,183.563853,substrate_grade_3,line_side_2,pretreat_type_3,cratered
588,fit,south_bay,751.835044,619.271845,1934.612733,18994.051523,10294.519037,199.420493,substrate_grade_4,line_side_3,pretreat_type_3,cratered
589,fit,early_run,577.007927,669.760149,1859.600158,18873.489554,10040.162355,186.652561,substrate_grade_2,line_side_3,pretreat_type_2,cratered
590,fit,north_bay,644.523592,680.563130,1741.285269,18298.851264,11146.217697,214.506948,substrate_grade_2,line_side_3,pretreat_type_1,cratered
591,test,early_run,913.301162,,1481.337546,,11887.108251,208.396402,substrate_grade_3,line_side_1,pretreat_type_1,
592,test,north_bay,834.237285,716.027799,2217.815067,18457.992729,10342.048584,213.937404,substrate_grade_3,line_side_2,pretreat_type_2,
593,fit,north_bay,986.596545,778.812002,1940.131505,17832.495205,11736.111534,205.581461,substrate_grade_2,line_side_2,pretreat_type_1,clean
594,fit,north_bay,1201.686686,739.130442,1463.866398,,10157.341956,218.781400,substrate_grade_2,line_side_1,pretreat_type_1,clean
595,fit,middle_run,787.663161,703.693913,2057.225504,18481.090065,11030.202194,204.255388,substrate_grade_2,line_side_1,pretreat_type_3,cratered
596,validation,salvage_run,996.157975,,1598.173160,17426.615479,10656.444828,182.670039,substrate_grade_4,line_side_1,pretreat_type_2,clean
597,fit,south_bay,907.249633,703.775054,1980.006636,19012.597075,9041.725379,201.326373,substrate_grade_3,line_side_2,pretreat_type_3,clean
598,fit,early_run,658.478805,684.892820,2071.153941,18155.877715,9147.698279,234.610908,substrate_grade_4,line_side_1,pretreat_type_3,cratered
599,validation,early_run,1006.357607,706.929645,1881.260430,18285.722230,11029.365902,212.477590,substrate_grade_4,line_side_2,pretreat_type_1,cratered
600,fit,late_run,754.164927,750.174337,2057.435069,19035.988232,11172.064632,196.678702,substrate_grade_1,line_side_2,pretreat_type_3,cratered
601,test,north_bay,860.321134,768.685236,1726.570915,18388.724621,11692.651940,213.118621,substrate_grade_4,line_side_2,pretreat_type_3,
602,validation,middle_run,1019.433825,718.384537,1606.420311,18217.875555,11998.141536,195.053493,substrate_grade_4,line_side_3,pretreat_type_3,cratered
603,fit,early_run,971.918674,,1901.444451,18340.194358,10586.227608,198.798500,substrate_grade_3,line_side_2,pretreat_type_2,cratered
604,validation,early_run,667.486187,675.625568,2241.779144,18532.974361,11237.910813,197.948860,substrate_grade_3,line_side_3,pretreat_type_3,clean
605,fit,middle_run,919.468683,818.010883,1372.343766,17365.702087,11680.259985,221.075972,substrate_grade_1,line_side_1,pretreat_type_1,clean
606,fit,late_run,1143.434595,720.225176,1291.997330,17846.263519,11785.138902,192.559572,substrate_grade_2,line_side_2,pretreat_type_2,clean
607,fit,middle_run,695.919874,720.989163,1983.342497,17555.419799,10621.631798,200.724332,substrate_grade_2,line_side_2,pretreat_type_2,cratered
608,validation,north_bay,969.306927,726.126449,1645.054938,17878.900643,12727.215893,192.765886,substrate_grade_3,line_side_1,pretreat_type_3,clean
609,test,salvage_run,914.038824,720.769397,2204.299198,17677.235439,9296.473639,222.324119,substrate_grade_3,line_side_2,pretreat_type_3,
610,fit,salvage_run,884.377400,763.722178,1634.631717,18200.831409,10561.549754,193.741297,substrate_grade_2,line_side_2,pretreat_type_1,clean
611,fit,late_run,957.574556,730.189048,1924.897544,17360.850769,10626.598703,201.588608,substrate_grade_4,line_side_1,pretreat_type_3,clean
612,fit,north_bay,964.138665,777.926948,1586.659310,,13413.323424,195.335673,substrate_grade_3,line_side_1,pretreat_type_3,clean
613,validation,north_bay,984.515183,764.721595,1651.693023,17806.090640,10231.961904,187.595365,substrate_grade_2,line_side_2,pretreat_type_2,clean
614,validation,south_bay,964.503307,769.108254,1518.458984,17879.894214,12620.107138,227.565397,substrate_grade_3,line_side_1,pretreat_type_3,clean
