event_id,timestamp_utc,calendar_day,hour_utc,campaign,logger,position,user_feature_0,user_feature_1,user_feature_2,user_feature_3
ev0113,2019-11-30T13:23:56.271654+00:00,30,13,men,random,3,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,2723d2eb8bba04e0362098011fa3997b,c39b0c7dd5d4eb9a18e7db6ba2f258f8
ev0114,2019-11-30T13:37:52.087343+00:00,30,13,women,random,3,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,719dab53a7560218a9d1f96b25d6fa32,9bde591ffaab8d54c457448e4dca6f53
ev0115,2019-11-30T13:51:52.246582+00:00,30,13,all,bts,2,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,302deff13f835d731df1c842eed95971,9bde591ffaab8d54c457448e4dca6f53
ev0116,2019-11-30T14:07:57.247096+00:00,30,14,women,random,1,81ce123cbb5bd8ce818f60fb3586bba5,2d03db5543b14483e52d761760686b64,c2e4f76cdbabecd33b8c762aeef386b3,9bde591ffaab8d54c457448e4dca6f53
ev0117,2019-11-30T14:24:27.821460+00:00,30,14,men,random,3,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,9b2d331c329ceb74d3dcfb48d8798c78,9bde591ffaab8d54c457448e4dca6f53
ev0118,2019-11-30T14:50:11.828863+00:00,30,14,men,random,2,cef3390ed299c09874189c387777674a,2d03db5543b14483e52d761760686b64,302deff13f835d731df1c842eed95971,9bde591ffaab8d54c457448e4dca6f53
ev0119,2019-11-30T15:26:45.556110+00:00,30,15,men,random,2,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,9b2d331c329ceb74d3dcfb48d8798c78,c39b0c7dd5d4eb9a18e7db6ba2f258f8
ev0120,2019-11-30T15:35:12.057958+00:00,30,15,women,bts,2,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,302deff13f835d731df1c842eed95971,9bde591ffaab8d54c457448e4dca6f53
ev0121,2019-11-30T15:57:18.285077+00:00,30,15,men,bts,1,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,7bc94a2da491829b777c49c4b5e480f2,9bde591ffaab8d54c457448e4dca6f53
ev0122,2019-11-30T16:50:56.132243+00:00,30,16,men,bts,2,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,9b2d331c329ceb74d3dcfb48d8798c78,06128286bcc64b6a4b0fb7bc0328fe17
ev0123,2019-11-30T18:14:14.914385+00:00,30,18,men,random,3,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,c2e4f76cdbabecd33b8c762aeef386b3,9bde591ffaab8d54c457448e4dca6f53
ev0124,2019-11-30T21:47:45.940819+00:00,30,21,men,random,2,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,c2e4f76cdbabecd33b8c762aeef386b3,9bde591ffaab8d54c457448e4dca6f53
ev0125,2019-11-30T23:18:53.023699+00:00,30,23,women,random,2,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,2723d2eb8bba04e0362098011fa3997b,05b76f5e97e51128862059ac7df9e42a
