reed,silt,brack,fen,moss,gale,sluice,weir,level
-1.427337,0.089986,-1.724214,-0.361936,-0.598153,0.739510,1,1,-3.076772
-0.738023,0.078203,2.076954,-0.584538,-1.087369,-1.263617,0,1,-4.305675
-1.003565,-0.184885,-0.250329,-0.222672,0.867938,1.590905,1,1,-1.467391
1.143081,-0.993030,0.839362,1.591216,0.389849,0.831382,1,0,6.783324
-0.569008,1.197963,1.861065,0.217787,1.282273,-0.139880,1,0,2.713922
-0.440270,1.470089,-1.658812,-0.156931,0.365232,0.236136,0,1,-5.084004
1.353110,0.487371,-0.733042,1.398568,-0.710967,0.721264,1,0,3.056570
2.231085,-0.101959,1.312320,1.626659,-0.488479,-0.999003,1,0,5.524606
1.071726,-0.055577,-1.408401,0.686555,2.346906,-0.511989,1,0,3.154816
1.140022,-0.739946,2.196346,0.912151,-1.564988,-0.567133,1,1,-0.945812
-0.173557,-0.569494,-0.606298,0.697993,-0.829348,-1.214168,1,1,1.167233
-0.318970,-1.250359,-0.343426,0.908902,0.838632,0.170591,1,0,3.844015
1.312620,-1.559291,-1.447825,-0.057378,0.875386,-0.897297,0,0,-3.077939
0.378663,-0.621962,0.345088,0.042203,-0.347854,0.307298,0,1,0.245581
-0.493998,0.290148,0.519167,0.101881,2.918514,0.512106,0,1,-0.745941
-0.005087,0.622064,1.174436,-1.798066,0.313259,-0.154955,0,0,-2.284295
0.981000,-0.631679,-0.038398,-0.572124,2.131308,-0.999195,1,1,1.382381
-0.696212,-2.405429,-0.862020,1.251266,2.244724,1.030833,1,0,6.704856
-1.073751,-0.936799,-0.820006,0.659177,0.496745,-0.538001,0,0,0.913651
-0.786097,0.802148,0.402081,0.539300,2.100500,0.469292,0,1,-1.531629
1.625233,0.213592,-0.548109,-0.373068,-1.384654,0.281139,1,0,-1.275801
-0.921342,-0.088919,-0.827948,-0.706589,-0.576662,0.102277,1,0,-3.217999
-0.039635,0.162076,2.100966,1.327744,0.656180,0.830034,1,1,5.573024
-0.744245,0.389856,-0.243219,-0.350027,0.412437,-0.580190,1,1,-2.652711
-0.812261,-1.366108,-0.867236,0.518240,1.273847,-0.360399,0,1,-1.813869
2.279685,-0.319591,0.273593,0.127631,-0.151712,-0.261438,0,1,2.920461
-0.614601,-1.427551,0.640415,0.152848,-0.979945,-0.690244,1,1,-0.892847
0.729253,0.381090,-0.186092,-0.316347,-0.160137,-0.537726,1,0,-0.678742
1.210194,0.287310,0.094855,-1.060921,0.486745,-0.459245,1,1,0.029999
-0.914633,1.249312,0.517881,0.021109,0.127417,-0.548618,0,0,-4.481737
-1.419460,1.583193,-0.223536,-2.266098,0.052983,1.766729,1,0,-9.091745
0.379498,-1.610172,-0.499783,0.889076,0.261868,0.844528,0,0,2.050309
1.313241,-0.197412,-0.885120,-1.404861,-0.279568,0.703144,1,1,1.836165
0.234680,-1.183479,0.413445,-0.176260,-0.210620,-0.020375,1,1,-0.208053
1.087283,-0.038697,-1.346207,0.384688,0.779819,0.569097,0,0,3.644857
0.562433,0.126482,-0.148162,-0.060624,0.795731,-0.300619,1,0,0.316323
0.304457,1.720198,1.401279,-0.468600,-1.347053,-1.670957,0,1,-3.321945
2.483035,-0.437863,0.085666,0.174958,0.601736,-1.208075,0,0,1.586314
-1.693185,-0.005803,-1.229145,1.258519,0.283182,0.850846,1,1,-1.730123
1.471341,0.709027,-0.589074,1.324289,-0.212390,0.633318,1,0,4.166628
0.126806,-0.224969,1.669669,0.211645,1.218636,0.358387,0,0,1.616081
1.262570,0.239941,-3.411082,-0.232357,-1.612023,0.773495,1,1,4.859407
0.067389,-1.305208,0.063007,-0.808200,-0.500563,0.461684,1,0,-0.266825
1.317695,0.357532,1.175738,-0.201709,0.593592,-0.867418,0,0,0.810291
0.193346,-0.103489,1.680783,-0.704261,-0.605240,0.016863,1,1,-2.186348
-1.580176,-0.431840,1.076857,0.187584,0.647080,0.788796,0,0,-1.091096
-1.736216,1.015027,0.511046,-0.202832,0.121063,0.567806,1,1,-4.888316
-0.055146,2.020153,0.915232,1.486461,-1.230291,-1.870023,1,0,-0.809209
-1.104433,1.096996,-0.590498,-0.548761,0.749530,0.195550,1,0,-6.431926
1.005324,0.475947,-0.543448,0.310858,0.293894,-0.752642,1,0,1.842335
0.488805,0.116534,1.045161,-0.110565,-0.602301,0.066445,0,0,1.187043
-0.446812,-0.168374,-0.614029,-0.721125,1.649876,-0.257343,0,1,-5.248264
0.785055,-1.172938,2.097606,0.834912,-0.337609,-0.043154,0,1,4.242793
-0.658136,0.462271,0.447958,0.107564,-0.323037,-1.266972,0,1,-0.732835
0.154729,0.353715,-0.753668,0.639344,0.914976,-1.261628,0,0,-0.083168
-2.823503,-1.670782,0.224540,-0.059319,-2.044994,-0.134545,0,1,-2.610505
1.260726,-0.952178,0.871727,0.076460,-0.277865,-1.402913,1,0,0.789347
0.164013,-0.073785,1.059829,-0.698975,0.490755,-0.162047,1,0,-0.578947
-0.086609,1.425506,0.529998,1.492473,0.101663,0.734830,0,1,1.138297
-1.150751,-0.986136,-0.561599,-0.587467,-0.981709,-0.859353,1,0,-2.061681
1.646673,0.175605,-0.288697,-1.340354,0.712236,1.087674,1,1,7.056416
-0.515630,-1.551950,-0.094154,1.409418,0.952928,-0.614940,0,1,1.876635
0.577780,0.734687,-1.780614,2.135313,-0.440519,0.080812,1,1,1.530635
0.524511,-0.137590,0.160197,0.223965,1.084701,0.635650,0,0,12.579644
-0.647075,-0.340377,0.535445,-0.568828,1.612325,-0.163066,1,1,0.305956
2.097540,1.138199,1.464734,-1.401276,0.203933,1.352620,1,1,0.491045
-0.905591,1.567360,1.396294,-1.994751,-1.689989,2.686993,0,1,-6.565648
0.502051,0.704728,-0.388443,-0.523294,-1.198211,-1.857881,0,0,-1.250403
1.118848,1.442981,-0.670774,-1.490999,0.049834,-0.322697,1,0,0.074724
-0.303921,0.205534,-0.703646,-0.594289,-0.073931,0.183790,0,1,-2.716792
1.549104,-1.670994,-1.304847,0.117039,1.056207,-2.323751,0,0,-2.832467
2.467937,1.042287,0.969939,0.943847,-0.742622,0.209757,0,0,9.594005
1.588596,-0.380933,2.503436,0.531760,-1.628351,-0.085502,1,1,-2.274025
1.060868,-0.035242,3.225414,0.222673,-0.606683,0.085522,0,0,3.701150
0.678998,0.791124,-0.194440,-0.172103,0.289224,-0.359163,0,0,3.657416
0.296779,-0.147197,-0.268123,-0.652339,-0.072200,0.062380,1,0,-1.724495
-0.106497,0.283861,-0.094745,0.109871,-1.661192,-0.796393,1,0,-2.069466
-0.222893,-1.226264,2.033053,0.887615,0.704204,0.860437,0,0,3.713256
0.171923,0.464052,-0.059620,-0.480297,-0.597378,-0.450891,1,1,-2.508160
-0.626592,-1.476606,0.493839,0.148180,2.332993,-1.594249,0,1,9.540557
-1.151914,-1.574811,-1.433228,-0.066256,-0.736474,1.196672,0,1,-0.230630
1.900387,-1.335046,-0.107181,0.992909,-1.275897,1.799830,0,1,7.075091
-1.480490,-0.887892,0.864745,-0.154848,1.359758,-0.642868,0,0,-0.881530
-0.262165,-0.442005,0.877233,0.795637,2.018776,-0.222141,1,1,5.985449
-0.675565,-0.730994,-1.065264,-0.013871,-0.730375,-0.017742,1,1,-0.822699
0.181914,-0.695660,1.987700,1.657659,-0.890945,-0.550011,0,0,5.301276
0.185916,2.107804,-1.641569,0.221539,-0.362464,0.034475,1,0,-2.776941
0.953569,0.431285,-0.442836,-0.356903,-2.034560,-0.433524,1,0,-1.977271
0.304116,-0.606589,-0.029864,2.182831,-0.775872,-0.928808,1,0,2.705263
-1.786804,-1.282972,0.702949,-0.163764,-0.227111,-0.114117,1,1,-2.446334
-1.361007,0.244434,0.024505,0.461259,-1.889278,-0.673971,1,1,-3.566090
-0.789850,-1.110089,1.131081,0.893957,1.383032,-0.064843,1,0,4.703702
-1.075059,0.365143,0.906892,-0.460223,-0.377917,-0.794283,0,1,-2.849542
0.987304,-1.043485,0.369402,-0.511347,0.328115,-0.553175,0,1,0.155108
-0.749256,0.340681,0.281115,-1.561438,0.483169,-2.273929,1,1,-2.708644
1.236701,-0.553170,-0.251073,-0.040954,0.409565,-0.054996,1,1,1.196814
-1.037734,-0.978295,0.681919,-0.537534,0.815466,-0.457956,1,0,-0.006377
0.078550,1.063744,0.568250,0.704570,0.013426,-1.431284,1,0,0.528585
1.580275,0.976179,0.416062,1.972038,-0.210644,0.102799,1,0,6.282338
-0.188564,-0.761870,0.340814,0.648645,1.343132,0.401079,1,0,2.938370
0.434909,2.423502,-0.927484,-0.276447,-0.379995,1.647377,1,0,-2.220954
-0.604950,-0.498818,-1.021574,0.621955,2.005185,-0.227734,0,1,-4.427311
0.432456,-0.166590,0.539439,-0.904610,0.408204,-0.843163,0,0,-1.834190
0.057501,-0.258636,-1.231268,0.649591,1.671700,-0.190147,0,1,29.777414
-1.708445,-0.915784,0.789355,0.172287,1.232422,0.717816,1,1,0.658808
-0.630543,0.784183,0.167385,-0.438590,-0.446962,-0.188923,0,0,-3.741379
-0.469340,-0.801103,0.870913,-1.414309,0.350110,1.736772,1,0,-0.699543
0.436310,-2.244786,0.393172,-0.320736,0.832732,2.604158,1,1,2.582410
1.507765,-0.163711,-0.850459,-0.153055,0.058268,-0.308798,1,1,-0.237943
0.369139,-0.354290,-1.344372,-0.350981,-0.584630,0.034118,0,0,-1.476961
1.446920,-0.654979,-0.811884,1.453768,2.366787,0.810849,1,1,3.150816
0.578076,-0.300930,-1.695043,0.080604,-0.910207,1.585720,1,0,-0.376423
-0.912412,-1.538303,0.197770,0.180713,0.742739,1.248223,0,1,1.396893
-0.986020,0.242089,-0.415553,-0.165703,-1.248413,1.334515,0,1,-1.441519
0.000461,-0.291061,-1.457489,0.322237,1.631767,1.125096,1,1,-2.469972
0.366729,0.211729,-0.124700,0.727018,0.528840,0.448514,1,1,2.704090
1.285894,-0.290462,0.498436,-0.837732,1.344235,-0.382791,0,0,5.615204
-2.454959,0.193236,-0.341398,1.134769,-0.464954,0.764439,1,1,-1.515726
-1.081418,0.271872,0.555340,-1.437035,-2.140013,-1.142037,1,1,-6.287131
1.723594,2.053701,-0.325814,0.212234,1.021552,-1.018784,1,0,6.041281
1.179430,-0.783357,-0.350359,0.025370,-1.005262,-0.829102,1,1,1.160357
-1.481608,-0.343895,0.683443,1.096658,0.559758,-0.304294,0,1,0.396611
-0.452108,-0.431405,-1.742481,0.509161,-0.111183,-0.608622,0,0,-0.830972
1.090686,0.298676,0.392884,-0.111773,-0.585141,0.763451,0,1,2.995080
0.697060,1.179617,-0.087289,-0.955061,0.563125,1.036699,0,0,-2.188493
2.181644,-0.135165,-0.939521,0.053614,-1.970561,0.426511,0,1,5.433877
0.949018,-0.032841,0.989389,0.514032,-0.423733,0.173136,0,0,8.323572
0.177843,-0.990331,1.235404,0.621263,-1.523988,2.985723,1,0,2.512947
1.044636,1.487695,1.243289,-0.490526,-1.944910,0.595708,0,0,2.876316
-0.353883,1.124047,-0.699435,-0.228581,-1.137760,0.772094,1,0,-2.211367
0.261021,1.042996,-0.460086,0.601239,-0.227685,0.762321,1,1,0.942031
-0.639072,0.276597,-0.166676,-0.520611,-1.371683,0.018773,1,0,-5.133555
1.024617,0.483144,-1.632447,0.030881,-1.048536,-1.747354,1,1,1.204121
0.257543,0.749192,1.653450,-0.377863,-0.417773,2.037188,1,0,-1.022996
-0.744878,0.692835,1.560026,1.138912,-0.044406,-0.327002,1,1,7.662584
1.268994,0.848132,-0.394737,-1.298587,-1.483291,1.120711,1,1,-2.041491
0.672018,-0.481893,-0.478826,-0.234477,0.259333,-0.511442,1,0,-0.906099
-0.799621,-0.607055,0.879304,-0.651007,-0.549492,0.623210,1,0,-1.334598
1.116442,1.283352,-0.515808,-0.100031,-0.473735,2.524659,0,1,-0.480579
-0.522778,-0.928272,0.479854,0.993350,2.277942,0.758808,0,0,1.044331
-1.064402,1.269375,-1.609928,0.386066,1.826344,-1.812522,1,1,-6.573073
-0.047605,0.027244,-0.098444,-1.211567,-0.815199,0.613465,1,0,-2.442883
0.272772,-0.421309,-0.049404,-1.123442,1.762305,1.437834,1,1,-0.235084
-1.543621,0.391150,1.129418,-1.402752,-0.107147,1.211319,1,1,-4.088943
0.605987,0.705589,-0.021470,0.401988,0.233362,0.642889,1,1,1.315750
1.617909,-2.091568,-0.465492,-1.408523,-2.227009,-2.490119,0,1,23.599532
1.012263,0.464949,-0.884614,-0.143577,-0.099035,-0.013828,0,1,-0.404120
-1.024596,1.541098,0.056045,-2.524375,0.950180,0.211367,1,0,-6.258060
0.121643,-0.305605,0.189292,1.077501,0.330464,-0.001223,0,0,2.030809
0.325790,-0.350534,0.125024,-1.327534,-0.531596,0.150572,1,0,-2.168558
-0.955080,1.145308,-0.538447,0.967364,0.345469,-0.272285,0,1,-1.973379
0.093546,0.556650,0.061577,-1.241647,-1.050393,-0.201913,1,1,-2.655334
0.032555,-0.557554,0.368650,-1.986127,0.893771,0.494674,0,0,-2.022201
1.242651,0.040430,-0.767950,-1.406996,1.017680,-0.227971,1,1,10.707328
-0.224487,0.877527,-0.160177,-0.794987,0.697182,0.647992,0,0,-3.885561
0.154717,-1.558876,-0.392650,-0.817400,2.039989,0.110841,1,1,10.835394
-1.323041,1.281725,-0.531319,0.495952,1.149124,0.117913,0,1,-4.317921
0.977289,1.304402,0.274139,1.161302,0.969097,-0.313439,1,1,3.519026
0.897624,-1.191045,0.493766,-0.380293,-0.218863,0.498337,0,0,8.243392
-0.701912,1.223133,0.457445,-1.044247,0.277921,0.974834,1,1,-3.323176
0.885511,-1.137363,0.333563,-0.120328,-0.941404,1.426940,1,0,-0.692064
0.887397,-0.923053,-0.178685,-0.349106,-0.145028,0.791248,1,0,1.429464
0.973486,-0.352975,-0.744279,-0.162044,0.161112,1.533113,1,1,0.849132
1.199184,-0.708861,0.571490,0.619993,-2.110725,0.260699,0,1,8.132013
0.013953,0.582188,0.578844,-0.491503,-1.155285,-0.729224,1,0,-2.846395
1.332866,0.905022,0.852309,0.470358,0.839948,-0.232291,0,1,2.472882
0.397129,0.455407,-1.748824,-1.105139,0.851363,1.577455,1,1,-5.092786
-0.449184,0.757864,0.553451,1.605896,0.840590,0.371988,0,0,0.303754
1.754626,-1.763510,-1.080783,-0.082079,-0.713100,1.291534,0,1,2.770719
-1.361988,0.885226,0.417510,0.245209,-0.962208,0.507452,1,0,2.989665
0.814757,-0.323940,-0.391261,-0.797830,-0.953526,-0.113663,1,0,-2.370085
-0.256485,-1.136241,-2.049383,0.070522,1.756686,-0.625716,1,1,-4.736859
0.805295,-1.686367,-0.372393,-0.395501,-1.011230,-0.209004,1,0,0.522169
0.536637,0.064391,-0.758092,-1.524022,-0.714045,-1.194993,1,0,-3.835204
0.407747,-1.009952,1.872719,0.327616,1.272143,1.329339,0,1,3.732948
1.152924,1.685743,0.232440,-0.879303,0.011839,-0.875709,1,1,-2.879197
-0.398356,0.698863,-0.438377,-1.447740,0.588934,0.105860,1,1,-3.406435
-2.042027,-0.245422,-0.399277,0.576518,0.091868,-1.108837,0,0,-1.625773
0.847731,0.144872,1.192425,2.111496,0.171523,-0.798024,0,0,3.495656
1.093775,1.408319,-0.548453,-1.432779,-1.466423,-0.336976,1,0,-1.326812
1.037680,-1.247593,0.937774,-0.993779,0.026213,-1.151894,0,0,-0.947827
-0.169063,1.345639,1.147246,1.197132,-0.196584,0.134079,0,0,1.090757
1.584638,0.154531,0.505984,-0.743345,0.434207,2.349792,1,1,0.483671
0.532639,-1.629012,0.481582,-0.127545,-0.030738,1.185237,0,0,0.520126
-0.521974,-0.366892,2.060236,1.806439,-0.387339,1.657480,0,1,2.586937
-2.104017,1.468879,-0.598416,1.864382,-0.252325,-0.879551,1,1,-0.057373
-0.930644,-1.133994,-0.708102,-0.142830,0.207732,-0.282032,1,1,-2.425628
-0.514292,0.280912,0.488615,2.179236,-1.835728,2.426064,0,0,2.692872
1.251050,-1.080560,-0.863056,-1.537888,-0.206339,-1.090889,0,0,-2.111984
0.000193,0.044631,0.104332,-0.250631,-1.054059,0.198750,1,1,1.738406
-1.051522,0.766302,0.778940,-1.227872,-0.159985,-0.067331,0,1,-4.037108
0.394301,0.051224,-0.577787,-1.619010,0.772892,-1.725266,1,0,-1.217181
1.120559,2.243671,-2.010045,2.267478,0.205391,-0.335171,0,0,4.247811
0.604438,-2.806302,0.126181,1.358187,0.707319,1.373834,0,1,5.315977
0.442805,0.229058,0.546446,-0.149641,-0.105723,-0.195567,1,0,-1.356453
-0.872024,-0.741663,1.848789,0.811188,0.363081,-0.570816,0,0,2.899846
-0.083077,0.514583,0.724540,-2.852931,0.154420,0.412183,1,0,-2.167750
-0.306840,0.231257,1.747836,1.928949,1.247002,-0.938170,0,0,1.747547
0.139915,-1.957923,-0.142353,0.159128,-1.049239,-0.389428,1,1,0.352040
-0.411604,0.629242,-1.102806,-1.336510,0.191159,0.664909,1,1,6.580587
0.874376,0.663740,2.446825,-0.234259,0.366957,-0.877351,1,0,2.092952
0.706530,-0.687966,-1.165279,-0.526189,-2.212386,0.806492,0,1,14.438639
-0.418869,-0.616690,0.344256,0.702245,1.634627,1.234793,1,1,3.490247
-0.013290,0.184279,-2.273624,-0.340215,-2.123755,0.112571,1,1,1.608921
1.394141,-1.530469,-0.768633,-0.160608,0.290352,-1.517485,1,1,12.863615
-0.799336,-0.519589,-0.489065,2.245263,-0.688912,-1.407937,1,1,1.275786
-0.708962,0.758091,1.263681,0.655273,-0.808655,0.068092,0,1,-0.793705
-0.740793,-0.232375,0.966730,0.891980,-0.437893,0.567073,0,1,4.590746
0.366236,0.664233,0.625450,-1.199555,-0.743578,-1.519987,1,1,-3.061125
-1.176913,-0.426492,-1.057385,0.589838,1.469072,-0.076433,1,0,3.409832
1.497896,-0.180949,-1.162194,-1.131851,-0.419165,-1.830545,1,1,-0.656151
1.236196,1.015885,0.006728,-0.927568,1.135748,-0.365422,0,1,-2.664524
0.623249,-0.257287,1.302783,-0.054782,-0.827059,-0.218926,1,1,-2.357735
0.317451,0.429344,-0.015335,1.264797,-1.115902,-1.028823,0,0,2.331251
-0.472701,-0.933903,1.176263,0.985931,-0.320149,-0.059669,0,0,3.282653
0.351571,-0.822496,0.264265,0.214164,0.849310,-1.055338,1,1,1.382298
-0.749656,-0.833072,-0.950251,0.484166,0.187559,-0.503864,1,1,-0.522552
0.261185,-1.136691,0.993489,-2.576717,-0.758772,0.789129,1,0,-2.089016
0.573446,-0.196934,-0.689699,-0.327476,-0.127927,2.548837,1,0,-1.595487
-0.002076,-0.368518,-0.621925,-0.019873,0.384166,0.027331,0,0,2.460576
0.305362,1.590759,-1.591842,0.475762,0.164060,1.114113,0,0,-2.007112
-1.351991,0.828179,-0.468416,2.583782,-0.149640,-0.743343,1,0,-1.718625
0.089759,-0.115531,-0.003066,-0.742439,0.397795,1.557948,0,0,-2.045103
0.400377,-0.137857,-1.426573,0.410941,-0.747450,0.965276,1,1,0.649803
1.027510,-1.229264,2.058261,-0.669270,1.106963,0.278720,1,1,5.606527
-0.100110,-0.763922,0.338284,-1.221252,0.468385,2.185438,0,0,-1.478107
-1.748021,0.560725,0.518653,1.076078,2.226156,-0.786139,1,1,2.957982
0.301147,-0.749650,1.180788,-1.391314,-1.239582,1.730283,1,1,-1.379040
-0.322338,-1.219030,-0.236501,-0.746111,0.698791,-0.545185,1,1,-1.157943
0.000287,-0.473833,0.105312,-0.993003,-0.300590,-0.683797,1,0,-1.925325
0.542145,0.407047,0.905306,0.479676,-0.278896,-0.923156,0,1,1.800818
-0.692929,0.559109,0.673279,0.233830,0.611899,1.333879,1,1,0.286899
-1.000784,-1.549121,1.985061,-0.381583,-0.546796,2.207897,0,0,6.292686
-0.595909,1.490301,0.704528,-0.636229,0.034039,0.345311,0,0,-5.001635
0.971663,-0.764019,0.993431,1.382895,1.740449,0.577424,0,1,5.400075
0.692542,0.244504,1.701334,-0.012758,0.488800,-0.215192,0,0,-0.343925
0.737455,0.480430,1.225727,1.313617,-0.678947,0.320002,1,0,3.544088
0.680294,-1.698647,0.724398,-1.349730,1.158283,1.028875,1,0,7.519217
-0.676353,-1.707830,0.574194,0.154692,1.299791,0.364013,0,1,0.270185
0.003882,0.592387,-0.128066,1.410500,-1.550691,0.112814,1,1,-0.182931
0.577803,1.202806,0.467791,-0.706958,-0.899707,0.884991,1,0,-1.626929
-0.943514,0.504644,0.051373,-0.779663,-0.000671,1.857706,0,1,-2.978285
-1.984578,2.206358,-1.791358,-0.691335,-0.179675,0.101774,1,1,-6.652858
0.466117,0.009388,0.098039,-1.174822,1.972123,0.113271,1,1,0.390367
1.628772,0.908994,0.077349,0.692679,1.545250,0.132531,0,1,1.292729
0.955528,0.300934,-0.348169,1.634233,-0.153144,-0.655863,1,0,3.007729
-1.879599,0.014643,1.694626,0.015633,0.548066,1.806064,0,1,-1.577830
-1.057555,-1.783795,0.611856,1.054636,-1.389859,-2.462142,1,1,0.032291
0.177540,1.610621,0.641137,-0.190193,1.943793,0.172647,1,0,-0.817603
-0.717323,0.256903,-0.063263,0.134916,0.214109,-0.132766,1,1,-1.273446
0.413618,0.850964,0.674729,1.568509,-0.836145,-1.028898,1,1,7.211251
1.135730,0.072609,1.653933,-0.986154,-0.430060,-0.587149,1,0,0.241934
0.410215,-2.756184,-0.739666,-0.056657,-1.398559,0.812763,0,0,4.074335
1.798535,-0.499541,1.655099,-0.959434,-0.912640,-3.178681,1,0,-0.096572
0.100792,0.525357,-0.288644,2.151559,0.021582,-0.662704,0,1,1.711031
-0.471414,-0.921519,-1.018551,-0.527739,-0.532395,1.502135,0,1,-0.607755
0.062978,0.374208,1.013160,-1.280982,0.798511,-0.425974,0,1,-1.526683
-2.174011,0.088940,1.679022,-0.272602,-0.301644,0.819153,1,0,-3.978553
-0.789635,2.678333,0.039880,1.431569,-0.848658,0.627661,0,1,2.147429
-1.665738,1.333970,-0.918091,-0.427936,1.484699,0.948785,0,1,-9.306891
-0.165485,-0.349874,-1.080963,-0.013046,-0.607405,0.641468,0,1,-0.286440
-1.670523,0.557933,0.522592,0.099954,-0.092897,-0.387508,1,0,-1.092455
1.739616,1.023489,-1.755041,1.692808,0.394531,0.592482,1,1,2.159370
0.807898,0.563597,0.864620,-1.624256,-0.355825,-0.171437,1,1,-1.406777
-0.072450,-0.015778,0.930111,-0.170744,-0.997493,0.498206,1,0,-1.598903
-0.735632,1.885800,0.281050,-0.140241,1.172691,-0.552334,0,0,-6.020939
1.568613,0.081365,-0.444374,-0.244582,0.469702,1.344983,0,1,0.225680
-0.878168,-0.091292,0.928342,-1.059452,0.460009,-0.715669,0,1,-2.591482
0.374424,-0.219463,-1.374099,-1.643835,1.074301,2.932260,0,0,-3.194528
-0.163162,0.498137,-1.429974,-1.126254,-0.354844,-0.496661,1,0,-3.921528
0.950528,1.318570,-0.014028,0.143282,-0.705584,1.216704,0,1,0.300907
0.073768,-1.913993,-0.709563,1.210513,0.267933,-0.741682,1,0,3.174187
1.007599,-2.373034,0.594050,0.878788,-0.712872,0.958332,1,1,4.572301
1.925849,-1.109798,-0.178050,-0.751173,0.493297,-0.062367,1,0,-1.147779
0.983130,-1.737245,-1.403386,0.903996,0.634810,0.402852,0,0,0.851392
0.126860,-0.332673,-0.975716,-0.296210,-1.425534,-0.979678,0,0,-1.018818
-1.107965,-0.301218,0.860591,0.349309,1.163792,1.334922,1,1,2.276994
-0.719060,-0.622700,-0.586375,-0.595970,0.960807,-1.070874,1,1,1.260741
-0.903567,-1.777690,3.478546,0.686575,0.696663,-0.294072,0,0,6.563803
-0.298655,-0.940873,1.042263,-1.154444,-0.028684,-0.390214,1,1,-1.342277
0.460977,-0.642436,-0.932240,0.996488,0.470632,-0.209893,1,0,2.733528
-0.742471,-0.701776,0.151813,1.773550,-0.618957,0.956165,1,0,4.955088
0.163553,-0.483720,0.916388,-0.149042,-0.223346,-0.200373,0,0,-0.267509
-1.166716,-2.060299,-0.231997,-0.818594,1.471134,1.058500,0,0,-0.193268
-0.011954,-0.832526,-0.362840,1.416199,0.361618,0.913298,1,0,3.543153
-0.689695,1.068907,0.270235,-0.401839,0.378386,1.061970,1,0,-4.064606
-0.811197,0.630573,1.145509,0.105765,-0.939511,0.047391,1,0,-2.906604
-1.738733,0.269064,0.080149,0.839983,2.057358,-0.018629,1,1,1.387411
0.117462,-0.222146,0.111183,-0.243985,1.963550,0.831063,0,0,-2.751738
-0.630564,0.393103,-1.070946,0.508430,-0.127334,-1.072140,1,1,-0.028147
0.318481,0.072158,0.222503,-0.751141,0.435567,1.245563,1,1,-1.951421
0.572546,1.085484,-0.326127,2.044135,0.951247,-1.127051,0,0,1.416320
-0.040093,-0.702692,0.620991,0.954704,-0.559174,-0.259261,1,0,1.680741
0.199933,-0.866900,0.082777,-0.053866,0.275499,-2.099760,1,1,3.929676
0.239725,-1.854443,0.595142,1.423914,1.081416,2.292497,0,1,4.363834
-0.553463,-1.384300,-1.085773,0.750357,-0.078829,-0.038340,1,0,1.995247
-0.790601,-0.259399,0.567450,-0.934376,-0.849844,-0.132236,1,0,0.021011
-1.374624,0.565597,0.427612,-1.576280,0.204326,-1.494852,0,0,-3.553117
-1.641922,-0.831573,-0.852375,-0.694601,-0.418893,-0.314023,0,1,-2.688043
1.090405,-0.567320,-1.834462,-1.032936,-0.602238,-1.269256,1,0,-2.968763
-0.433935,-0.926222,-1.064732,-0.384012,-1.983168,-2.089248,0,1,2.704704
0.998804,-0.300477,0.045778,-0.272753,-1.619315,-2.351861,0,0,6.730948
1.099202,-0.521075,-0.205516,1.259947,1.874854,-1.569979,1,1,4.518738
0.194858,0.204920,0.134137,-1.697741,0.075191,1.052581,1,0,1.007377
1.406212,-0.484157,0.074404,1.723056,0.098315,-1.244845,0,0,3.497699
0.249908,0.845816,-0.774659,-0.260223,0.976682,-0.569963,0,1,1.226991
0.806183,-0.395344,0.187494,0.066891,-1.535744,-0.732741,0,0,2.074612
0.177067,-0.921119,0.025949,-1.343939,0.814956,-0.217731,0,1,-1.349666
-0.838117,0.623275,-0.596286,-1.335565,1.282667,-1.932613,0,0,-5.647910
0.653741,1.206970,0.820020,-0.940302,0.781245,0.198806,1,1,-0.338778
0.669266,-0.216094,0.966246,-0.759730,2.141694,0.866754,0,1,1.782995
0.008862,0.942054,0.922514,-1.443701,0.397544,-0.937680,1,0,-2.002110
0.393131,0.701603,-1.395946,-1.411208,0.396148,0.441227,1,1,-3.404180
-0.332090,-0.965230,0.421667,-0.474466,0.526358,-0.896264,1,1,-0.412796
-0.132996,-0.466386,0.167394,0.890415,-0.106486,1.351145,1,1,1.741787
0.010335,0.061194,0.764694,0.601068,-0.077834,0.874988,1,0,1.886126
0.221612,1.185069,0.180194,0.373295,-0.231485,-1.422079,1,1,-0.853879
-2.286263,1.709656,0.685438,-0.313136,0.077254,-1.572846,1,1,-5.921986
-0.111742,-0.465589,1.339410,-0.776454,-0.562400,0.565497,0,0,1.440286
0.276767,-1.498043,-1.126201,0.845269,-0.887395,0.278586,1,0,0.595050
-0.956480,-0.352301,1.523762,-0.060635,-0.656710,-0.190667,1,0,-1.420629
0.416070,-1.361766,-0.279638,0.508162,-1.502405,0.471918,1,1,1.533822
-1.173705,-1.093409,0.090230,-0.758874,0.104050,-1.302128,1,1,2.781645
0.455317,0.115998,1.727509,1.110170,0.030307,1.039119,0,1,3.247517
-0.270638,0.536795,0.209206,0.444460,0.645663,1.431720,1,0,0.427207
0.531166,-0.289418,-0.263711,-0.320027,0.510054,0.681670,0,0,-1.081103
-0.961737,-1.024612,2.023574,-1.176273,0.452049,0.082295,1,1,0.569183
-1.343203,0.959294,-0.048964,-0.549915,-0.735095,-0.851463,1,0,-7.057674
0.616790,-0.340850,-0.205567,0.275896,0.838523,-1.905640,1,1,1.169371
